absorbed_solar_W_m2,two_face_emissivity,equilibrium_K,screen_IR_irradiance_at_Moon_center_plane_W_m2
10.0,0.2,144.90456517747884,0.025542337591138935
10.0,0.8,102.46300066188334,0.025542337591138935
50.0,0.2,216.68286493153389,0.12771168795569465
50.0,0.8,153.21792316001637,0.12771168795569465
100.0,0.2,257.6808046757537,0.2554233759113893
100.0,0.8,182.20784436783165,0.2554233759113893
