proton_kinetic_GeV,rigidity_GV,BL_for_one_radian_T_m,radius_at_71nT_km,radius_at_50uT_km
0.001,0.04333063768974558,0.1445354495533893,2035.71055708999,2.8907089910677857
0.01,0.13735152575053544,0.4581553741106304,6452.89259310747,9.163107482212608
0.1,0.444583418786621,1.4829706582766036,20886.91067995216,29.659413165532072
1.0,1.69603778336451,5.657373086298622,79681.31107462848,113.14746172597243
10.0,10.897955846212628,36.351667813513274,511995.3213170884,727.0333562702655
