station_count,radius_km,ampere_turns,moment_A_m2,center_B_T,equivalent_inductance_H,stored_energy_J,hoop_tension_N,ideal_support_mass_kg,conductor_mass_kg,terminal_current_A,turn_count_at_50kA,conductor_length_at_50kA_m,rough_bundle_self_field_T,total_four_station_conductor_support_kg
4,50.0,47746482927.5686,3.75e+20,0.6,0.25079111396517095,2.8586759078172993e+20,1194910631847744.0,375392246270921.0,900000000000.0,50000.0,954929.6585513721,300000000000.0,9.549296585513721,1505168985083684.0
4,100.0,11936620731.89215,3.75e+20,0.075,0.588685671542486,4.1938825102009565e+19,84558077536642.53,53129407038158.45,450000000000.0,50000.0,238732.41463784303,150000000000.0,2.3873241463784303,214317628152633.8
4,200.0,2984155182.9730377,3.75e+20,0.009375,1.3515782303092603,6.018025169537863e+18,5902140036425.066,7416847911556.473,225000000000.0,50000.0,59683.10365946076,75000000000.0,0.5968310365946076,30567391646225.89
4,500.0,477464829.275686,3.75e+20,0.0006,3.9546680221348023,4.5077810052960115e+17,171983708773.1302,540302756018.79224,90000000000.0,50000.0,9549.29658551372,30000000000.0,0.09549296585513721,2521211024075.169
