hour,mu0,ground_k,air_k,air_300m_k,column_mean_k,sensible_w_m2,latent_w_m2,sw_ground_w_m2,lw_down_w_m2,olr_w_m2,mixed_layer_m,rh_ground,dew_kg_m2,condensed_kg_m2
0.25,0.999998,298.384,294.471,293.988,238.956,319.556,76.1456,645.428,381.637,221.445,12021.5,0.399596,0,0.00121113
0.75,0.999978,298.39,294.476,293.993,238.954,319.778,76.1394,645.412,381.637,221.445,12021.5,0.400086,0,0.00118506
1.25,0.999939,298.396,294.472,293.989,238.966,319.888,76.1248,645.38,381.637,221.445,12021.5,0.396842,0,0.409905
1.75,0.99988,298.392,294.477,293.994,238.964,319.994,76.4005,645.332,381.637,221.445,12021.5,0.397336,0,0.00112717
2.25,0.999801,298.397,294.482,293.999,238.963,319.901,76.3712,645.269,381.571,221.499,12021.5,0.397832,0,0.00110945
2.75,0.999703,298.402,294.487,294.003,238.961,319.892,76.3472,645.189,381.571,221.499,12021.5,0.39833,0,0.00107623
3.25,0.999585,298.406,294.491,294.008,238.96,319.883,76.3226,645.094,381.571,221.499,12021.5,0.39883,0,0.0010545
3.75,0.999447,298.411,294.496,294.013,238.958,319.866,76.2967,644.983,381.571,221.499,12021.5,0.399331,0,0.0010264
4.25,0.99929,298.417,294.5,294.017,238.957,319.981,76.2799,644.855,381.872,221.448,12021.5,0.399834,0,0.00098432
4.75,0.999113,298.421,294.493,294.01,238.968,319.964,76.2527,644.712,381.872,221.448,12021.5,0.396749,0,0.407007
5.25,0.998917,298.413,294.498,294.014,238.967,320.035,76.4986,644.553,381.872,221.448,12021.5,0.397255,0,0.000941813
5.75,0.998701,298.417,294.502,294.019,238.965,319.862,76.4605,644.379,381.872,221.448,12021.5,0.397764,0,0.000924672
6.25,0.998465,298.42,294.506,294.023,238.963,319.733,76.4246,644.188,381.788,221.497,12021.5,0.398274,0,0.000910757
6.75,0.99821,298.423,294.51,294.027,238.962,319.642,76.3909,643.981,381.788,221.497,12021.5,0.398786,0,0.000884383
7.25,0.997935,298.426,294.514,294.031,238.961,319.552,76.3565,643.759,381.788,221.497,12021.5,0.399299,0,0.000867253
7.75,0.997641,298.429,294.518,294.035,238.959,319.456,76.3211,643.521,381.788,221.497,12021.5,0.399814,0,0.00084502
8.25,0.997327,298.433,294.51,294.026,238.97,319.489,76.2943,643.266,382.079,221.442,12021.5,0.396787,0,0.408424
8.75,0.996993,298.424,294.514,294.03,239.013,319.529,76.5271,642.996,382.079,221.442,9270.94,0.397305,0,1.42069
9.25,0.99664,298.426,294.517,294.034,239.009,319.284,76.4806,642.711,382.079,221.442,9270.94,0.397825,0,0
9.75,0.996267,298.428,294.521,294.038,239.006,319.129,76.4396,642.409,382.079,221.442,9270.94,0.398348,0,0
10.25,0.995874,298.426,294.525,294.041,239.002,318.597,76.3698,642.091,381.254,221.948,9270.94,0.398876,0,0
10.75,0.995462,298.427,294.528,294.044,238.999,318.4,76.3234,641.758,381.254,221.948,9270.94,0.399405,0,0
11.25,0.995031,298.429,294.531,294.047,238.998,318.233,76.2786,641.409,381.254,221.948,9270.94,0.386347,0,0.0522207
11.75,0.994579,298.423,294.532,294.049,238.997,317.505,77.3908,641.044,381.254,221.948,9270.94,0.386393,0,0.0553486
12.25,0.994109,298.421,294.534,294.051,238.996,317.144,77.3635,640.663,380.965,221.764,9270.94,0.386437,0,0.0568309
12.75,0.993619,298.421,294.537,294.053,238.995,316.914,77.352,640.266,380.965,221.764,9270.94,0.386465,0,0.0577615
13.25,0.993109,298.421,294.539,294.056,238.994,316.69,77.3435,639.854,380.965,221.764,9270.94,0.386484,0,0.0583791
13.75,0.99258,298.421,294.542,294.058,238.993,316.461,77.3358,639.425,380.965,221.764,9270.94,0.386498,0,0.058819
14.25,0.992031,298.421,294.544,294.061,238.992,316.261,77.3302,638.981,381.037,221.737,9270.94,0.386509,0,0.0591687
14.75,0.991463,298.421,294.547,294.063,238.991,316.022,77.3224,638.522,381.037,221.737,12021.5,0.38652,0,0.0594519
15.25,0.990875,298.421,294.549,294.066,238.99,315.771,77.3139,638.046,381.037,221.737,12021.5,0.386533,0,0.0596774
15.75,0.990268,298.42,294.551,294.068,238.989,315.513,77.3046,637.555,381.037,221.737,12021.5,0.386914,0,0.0557922
16.25,0.989641,298.42,294.553,294.069,238.988,315.287,77.287,637.048,381.111,221.715,12021.5,0.38659,0,0.0619904
16.75,0.988995,298.418,294.555,294.071,238.986,315.035,77.2795,636.525,381.111,221.715,12021.5,0.387168,0,0
17.25,0.988329,298.418,294.544,294.06,238.986,314.77,77.2184,635.987,381.111,221.715,12021.5,0.387331,0,0.0871733
17.75,0.987644,298.406,294.546,294.062,238.983,314.786,77.1578,635.432,381.111,221.715,12021.5,0.387904,0,0
18.25,0.98694,298.405,294.541,294.057,238.984,314.43,77.0908,634.862,381.188,221.665,12021.5,0.387754,0,0.10155
18.75,0.986216,298.397,294.543,294.059,238.982,314.265,77.0692,634.277,381.188,221.665,12021.5,0.388329,0,0
19.25,0.985473,298.396,294.54,294.057,238.983,313.891,77.0008,633.675,381.188,221.665,12021.5,0.388002,0,0.10995
19.75,0.984711,298.39,294.543,294.059,238.98,313.627,77.0012,633.059,381.188,221.665,12021.5,0.388579,0,0
20.25,0.983929,298.389,294.542,294.059,238.981,313.282,76.9334,632.426,381.225,221.633,12021.5,0.388151,0,0.115026
20.75,0.983128,298.385,294.544,294.06,238.979,312.961,76.9459,631.778,381.225,221.633,12021.5,0.388733,0,0
21.25,0.982307,298.383,294.544,294.061,238.98,312.6,76.8762,631.114,381.225,221.633,12021.5,0.388247,0,0.118247
21.75,0.981467,298.379,294.546,294.063,238.978,312.236,76.8951,630.434,381.225,221.633,12021.5,0.388833,0,0
22.25,0.980608,298.377,294.547,294.064,238.979,311.896,76.8248,629.739,381.272,221.611,12021.5,0.388313,0,0.120425
22.75,0.97973,298.374,294.548,294.065,238.977,311.504,76.8469,629.028,381.272,221.611,12021.5,0.388903,0,0
23.25,0.978832,298.371,294.55,294.066,238.975,311.133,76.7735,628.302,381.272,221.611,12021.5,0.389497,0,0
23.75,0.977916,298.368,294.537,294.054,238.977,310.763,76.6995,627.56,381.272,221.611,12021.5,0.389128,0,0.148179
24.25,0.97698,298.353,294.539,294.055,238.975,310.633,76.671,626.803,381.242,221.6,12021.5,0.389719,0,0
24.75,0.976024,298.35,294.54,294.056,238.973,310.121,76.5878,626.03,381.242,221.6,12021.5,0.390312,0,0
25.25,0.97505,298.347,294.534,294.05,238.975,309.7,76.51,625.242,381.242,221.6,12021.5,0.389604,0,0.164307
25.75,0.974056,298.336,294.535,294.051,238.973,309.392,76.5244,624.438,381.242,221.6,12021.5,0.390198,0,0
26.25,0.973044,298.333,294.536,294.052,238.971,308.942,76.4429,623.618,381.319,221.55,12021.5,0.390796,0,0
26.75,0.972012,298.329,294.533,294.05,238.974,308.507,76.3627,622.783,381.319,221.55,12021.5,0.389893,0,0.174109
27.25,0.970961,298.322,294.534,294.05,238.972,308.087,76.4006,621.933,381.319,221.55,12021.5,0.390494,0,0
27.75,0.969891,298.317,294.534,294.051,238.97,307.605,76.3161,621.067,381.319,221.55,12021.5,0.391098,0,0
28.25,0.968802,298.313,294.534,294.05,238.973,307.188,76.2346,620.186,381.396,221.51,12021.5,0.390079,0,0.180409
28.75,0.967694,298.307,294.534,294.051,238.971,306.694,76.2856,619.29,381.396,221.51,12021.5,0.390688,0,0
29.25,0.966567,298.302,294.534,294.051,238.969,306.213,76.1988,618.378,381.396,221.51,12021.5,0.3913,0,0
29.75,0.965421,298.297,294.535,294.051,238.966,305.739,76.1119,617.45,381.396,221.51,12021.5,0.391913,0,0
30.25,0.964255,298.292,294.522,294.038,238.971,305.298,76.0257,616.508,381.469,221.472,12021.5,0.390991,0,0.211303
30.75,0.963071,298.276,294.522,294.039,238.968,305.041,76.035,615.55,381.469,221.472,12021.5,0.391603,0,0
31.25,0.961869,298.27,294.522,294.039,238.966,304.426,75.9379,614.576,381.469,221.472,12021.5,0.392217,0,0
31.75,0.960647,298.264,294.522,294.039,238.964,303.897,75.846,613.588,381.469,221.472,12021.5,0.392833,0,0
32.25,0.959406,298.258,294.516,294.032,238.969,303.376,75.7529,612.584,381.466,221.436,12021.5,0.391535,0,0.229705
32.75,0.958146,298.247,294.516,294.032,238.967,302.904,75.8077,611.564,381.466,221.436,12021.5,0.392155,0,0
33.25,0.956868,298.24,294.515,294.032,238.964,302.31,75.7097,610.53,381.466,221.436,12021.5,0.392777,0,0
33.75,0.955571,298.234,294.515,294.031,238.962,301.759,75.6139,609.48,381.466,221.436,12021.5,0.393401,0,0
