hour,mu0,ground_k,air_k,air_300m_k,column_mean_k,sensible_w_m2,latent_w_m2,sw_ground_w_m2,lw_down_w_m2,olr_w_m2,mixed_layer_m,rh_ground,dew_kg_m2,condensed_kg_m2
0.25,0.999998,288.008,288.352,287.94,238.441,-2.72133,13.5342,645.428,362.112,213.771,3113.18,0.887448,0,0
0.75,0.999978,288.012,288.357,287.945,238.441,-2.7268,13.5373,645.412,362.112,213.771,3113.18,0.887404,0,0
1.25,0.999939,288.016,288.362,287.95,238.441,-2.7322,13.5404,645.38,362.112,213.771,3113.18,0.887361,0,0
1.75,0.99988,288.02,288.366,287.955,238.441,-2.73755,13.5436,645.332,362.112,213.771,3113.18,0.887318,0,0
2.25,0.999801,288.024,288.371,287.96,238.442,-2.7422,15.0837,645.269,362.209,213.782,3113.18,0.876517,0,0
2.75,0.999703,288.028,288.376,287.965,238.442,-2.74619,15.1837,645.189,362.209,213.782,3113.18,0.876367,0,0
3.25,0.999585,288.032,288.38,287.969,238.442,-2.75011,15.1912,645.094,362.209,213.782,3113.18,0.876315,0,0
3.75,0.999447,288.036,288.385,287.974,238.442,-2.754,15.1981,644.983,362.209,213.782,3113.18,0.876262,0,0
4.25,0.99929,288.04,288.39,287.979,238.443,-2.75806,15.2049,644.855,362.28,213.788,3113.18,0.876207,0,0
4.75,0.999113,288.044,288.394,287.983,238.443,-2.76215,15.2118,644.712,362.28,213.788,3113.18,0.876152,0,0
5.25,0.998917,288.048,288.399,287.988,238.443,-2.7662,15.2187,644.553,362.28,213.788,3113.18,0.876098,0,0
5.75,0.998701,288.052,288.403,287.993,238.443,-2.77022,15.2256,644.379,362.28,213.788,3113.18,0.876044,0,0
6.25,0.998465,288.056,288.408,287.997,238.444,-2.77392,15.2325,644.188,362.376,213.798,3113.18,0.875991,0,0
6.75,0.99821,288.06,288.413,288.002,238.45,-2.77751,17.0697,643.981,362.376,213.798,3113.18,0.863153,0,0.182458
7.25,0.997935,288.064,288.417,288.007,238.45,-2.78297,17.1508,643.759,362.376,213.798,3113.18,0.863235,0,0
7.75,0.997641,288.068,288.422,288.012,238.45,-2.78849,17.1171,643.521,362.376,213.798,3113.18,0.863447,0,0
8.25,0.997327,288.072,288.427,288.017,238.45,-2.79532,17.083,643.266,362.396,213.833,3113.18,0.863645,0,0
8.75,0.996993,288.076,288.432,288.022,238.451,-2.80223,17.0493,642.996,362.396,213.833,3113.18,0.863839,0,0
9.25,0.99664,288.08,288.437,288.027,238.451,-2.80909,17.0161,642.711,362.396,213.833,3113.18,0.86403,0,0
9.75,0.996267,288.084,288.442,288.033,238.451,-2.81591,16.9834,642.409,362.396,213.833,3113.18,0.864218,0,0
