hour,mu0,ground_k,air_k,air_300m_k,column_mean_k,sensible_w_m2,latent_w_m2,sw_ground_w_m2,lw_down_w_m2,olr_w_m2,mixed_layer_m,rh_ground,dew_kg_m2,condensed_kg_m2
0.25,0.999998,298.785,294.407,293.923,238.943,362.344,4.14325,645.428,379.703,221.91,12021.5,0.384959,0,0.00735415
0.75,0.999978,298.789,294.409,293.926,238.943,362.583,4.14459,645.412,379.703,221.91,12021.5,0.384963,0,0.00747531
1.25,0.999939,298.792,294.411,293.928,238.943,362.701,4.1455,645.38,379.703,221.91,12021.5,0.384966,0,0.00757606
1.75,0.99988,298.795,294.413,293.93,238.944,362.768,4.14622,645.332,379.703,221.91,12021.5,0.384969,0,0.00767158
2.25,0.999801,298.798,294.415,293.932,238.944,362.838,4.14694,645.269,379.769,221.913,12021.5,0.384972,0,0.00776735
2.75,0.999703,298.8,294.417,293.934,238.944,362.86,4.14748,645.189,379.769,221.913,12021.5,0.384976,0,0.00786496
3.25,0.999585,298.802,294.419,293.936,238.945,362.863,4.14794,645.094,379.769,221.913,12021.5,0.384979,0,0.00796561
3.75,0.999447,298.804,294.421,293.938,238.945,362.851,4.14835,644.983,379.769,221.913,12021.5,0.384982,0,0.00806932
4.25,0.99929,298.806,294.423,293.94,238.945,362.858,4.14881,644.855,379.833,221.918,12021.5,0.384986,0,0.00817398
4.75,0.999113,298.807,294.425,293.942,238.945,362.825,4.14912,644.712,379.833,221.918,12021.5,0.384989,0,0.00828162
5.25,0.998917,298.809,294.427,293.944,238.946,362.779,4.14937,644.553,379.833,221.918,12021.5,0.384993,0,0.00839224
5.75,0.998701,298.81,294.429,293.946,238.946,362.722,4.14957,644.379,379.833,221.918,12021.5,0.384996,0,0.00850544
6.25,0.998465,298.812,294.431,293.948,238.946,362.682,4.14983,644.188,379.892,221.92,12021.5,0.385,0,0.00862049
6.75,0.99821,298.813,294.433,293.949,238.947,362.607,4.14995,643.981,379.892,221.92,12021.5,0.385004,0,0.00873732
7.25,0.997935,298.813,294.435,293.951,238.947,362.519,4.15001,643.759,379.892,221.92,12021.5,0.385008,0,0.00885625
7.75,0.997641,298.814,294.436,293.953,238.947,362.42,4.15003,643.521,379.892,221.92,12021.5,0.385012,0,0.0089771
8.25,0.997327,298.815,294.438,293.955,238.947,362.339,4.15009,643.266,379.947,221.921,12021.5,0.385015,0,0.00910059
8.75,0.996993,298.815,294.44,293.956,238.948,362.224,4.15003,642.996,379.947,221.921,12021.5,0.385019,0,0.00922494
9.25,0.99664,298.816,294.441,293.958,238.948,362.096,4.14991,642.711,379.947,221.921,12021.5,0.385023,0,0.00935076
9.75,0.996267,298.816,294.443,293.959,238.948,361.959,4.14975,642.409,379.947,221.921,12021.5,0.385027,0,0.00947806
10.25,0.995874,298.816,294.444,293.961,238.948,361.836,4.14962,642.091,379.998,221.921,12021.5,0.385032,0,0.00960889
10.75,0.995462,298.816,294.446,293.962,238.948,361.682,4.14937,641.758,379.998,221.921,12021.5,0.385036,0,0.00973984
11.25,0.995031,298.815,294.447,293.964,238.949,361.516,4.14908,641.409,379.998,221.921,12021.5,0.38504,0,0.00987174
