hour,mu0,ground_k,air_k,air_300m_k,column_mean_k,sensible_w_m2,latent_w_m2,sw_ground_w_m2,lw_down_w_m2,olr_w_m2,mixed_layer_m,rh_ground,dew_kg_m2,condensed_kg_m2
0.25,0.499999,292.281,291.512,291.034,238.601,53.5039,125.461,264.736,374.916,216.53,5273.21,0.655758,0,0
0.75,0.499989,292.308,291.538,291.059,238.599,53.6669,125.349,264.729,374.916,216.53,5273.21,0.656828,0,0
1.25,0.499969,292.334,291.563,291.084,238.598,53.7272,125.211,264.717,374.916,216.53,5273.21,0.657888,0,0
1.75,0.49994,292.359,291.588,291.109,238.596,53.7517,125.064,264.697,374.916,216.53,5273.21,0.658938,0,0
2.25,0.499901,292.388,291.613,291.135,238.595,54.0286,124.992,264.672,375.534,216.528,5273.21,0.659983,0,0
2.75,0.499851,292.414,291.638,291.16,238.594,54.0635,124.851,264.64,375.534,216.528,5273.21,0.661018,0,0
3.25,0.499792,292.439,291.664,291.185,238.592,54.063,124.702,264.601,375.534,216.528,7026.68,0.662044,0,0
3.75,0.499724,292.409,291.688,291.209,238.614,53.6976,125.593,264.556,375.534,216.528,3113.18,0.627306,0,0.741843
4.25,0.499645,292.414,291.711,291.232,238.612,48.8667,134.251,264.505,375.886,216.613,7026.68,0.628655,0,0
4.75,0.499557,292.435,291.734,291.255,238.61,48.4294,133.858,264.448,375.886,216.613,7026.68,0.629999,0,0
5.25,0.499459,292.457,291.757,291.278,238.608,48.3343,133.575,264.383,375.886,216.613,7026.68,0.631332,0,0
5.75,0.499351,292.48,291.78,291.301,238.607,48.2992,133.313,264.313,375.886,216.613,7026.68,0.632653,0,0
6.25,0.499233,292.506,291.803,291.324,238.605,48.5251,133.128,264.236,376.432,216.58,7026.68,0.63397,0,0
6.75,0.499105,292.529,291.825,291.346,238.604,48.5535,132.889,264.153,376.432,216.58,7026.68,0.635274,0,0.00575665
7.25,0.498968,292.552,291.848,291.369,238.603,48.5604,132.645,264.063,376.432,216.58,7026.68,0.636568,0,0.0121788
7.75,0.49882,292.575,291.871,291.392,238.602,48.5641,132.404,263.967,376.432,216.58,7026.68,0.63785,0,0.00644387
8.25,0.498663,292.54,291.883,291.404,238.619,45.4786,139.006,263.865,377.014,216.585,3113.18,0.614032,0,0.615269
8.75,0.498496,292.559,291.904,291.425,238.642,44.9153,138.798,263.756,377.014,216.585,5273.21,0.615544,0,0.801855
9.25,0.49832,292.579,291.925,291.446,238.658,44.8379,138.451,263.641,377.014,216.585,5273.21,0.617045,0,0.606156
9.75,0.498133,292.6,291.946,291.467,238.655,44.8231,138.127,263.519,377.014,216.585,5273.21,0.618533,0,0
10.25,0.497937,292.618,291.967,291.488,238.651,44.5897,137.731,263.391,376.433,216.956,5273.21,0.620013,0,0
10.75,0.497731,292.639,291.987,291.508,238.648,44.571,137.408,263.257,376.433,216.956,5273.21,0.621482,0,0
11.25,0.497515,292.659,292.008,291.529,238.645,44.5808,137.098,263.116,376.433,216.956,7026.68,0.622938,0,0
11.75,0.49729,292.614,292.013,291.534,238.655,41.3315,143.653,262.969,376.433,216.956,7026.68,0.598997,0,0.409234
12.25,0.497054,292.633,292.032,291.553,238.653,40.8564,143.407,262.815,376.816,216.928,7026.68,0.600664,0,0.041373
12.75,0.496809,292.652,292.051,291.572,238.65,40.7909,143.001,262.656,376.816,216.928,7026.68,0.602319,0,0
13.25,0.496554,292.671,292.071,291.591,238.648,40.7818,142.617,262.489,376.816,216.928,7026.68,0.603961,0,0.0247782
13.75,0.49629,292.691,292.09,291.61,238.645,40.7948,142.243,262.317,376.816,216.928,7026.68,0.605588,0,0.00754122
14.25,0.496015,292.671,292.1,291.621,238.652,38.8197,146.437,262.138,377.276,216.899,7026.68,0.590517,0,0.329328
14.75,0.495731,292.687,292.118,291.639,238.655,38.4643,146.106,261.953,377.276,216.899,7026.68,0.592282,0,0.199576
15.25,0.495437,292.705,292.136,291.657,238.652,38.4385,145.67,261.761,377.276,216.899,7026.68,0.594032,0,0
15.75,0.495134,292.724,292.154,291.675,238.649,38.4584,145.254,261.563,377.276,216.899,7026.68,0.595768,0,0
16.25,0.49482,292.743,292.172,291.692,238.647,38.531,144.857,261.359,377.36,216.919,7026.68,0.59749,0,0
16.75,0.494497,292.723,292.176,291.696,238.652,37.0837,147.843,261.148,377.36,216.919,7026.68,0.586588,0,0.259556
17.25,0.494165,292.739,292.193,291.713,238.649,36.7634,147.456,260.931,377.36,216.919,7026.68,0.588399,0,0.00242857
17.75,0.493822,292.757,292.21,291.731,238.647,36.7414,146.999,260.707,377.36,216.919,7026.68,0.590196,0,0.0186054
18.25,0.49347,292.776,292.227,291.748,238.644,36.9073,146.608,260.478,377.702,216.88,7026.68,0.591975,0,0.0046322
18.75,0.493108,292.794,292.245,291.765,238.642,36.9589,146.187,260.242,377.702,216.88,7026.68,0.59374,0,0.0158898
19.25,0.492737,292.758,292.244,291.764,238.644,34.8077,150.676,259.999,377.702,216.88,7026.68,0.577315,0,0.150713
19.75,0.492355,292.773,292.26,291.78,238.649,34.3356,150.242,259.751,377.702,216.88,7026.68,0.579219,0,0.237684
20.25,0.491964,292.765,292.271,291.791,238.663,33.0667,152.51,259.496,377.987,216.872,7026.68,0.570923,0,0.524797
20.75,0.491564,292.78,292.286,291.807,238.659,32.8488,152.065,259.235,377.987,216.872,7026.68,0.572886,0,0
21.25,0.491154,292.782,292.289,291.81,238.659,32.8635,151.978,258.967,377.987,216.872,7026.68,0.573026,0,0.0914566
21.75,0.490734,292.797,292.305,291.825,238.657,32.7803,151.509,258.693,377.987,216.872,7026.68,0.574973,0,0.0195577
22.25,0.490304,292.782,292.314,291.834,238.654,31.2342,154.271,258.413,378.039,216.919,9270.94,0.564763,0,0.0126473
22.75,0.489865,292.78,292.306,291.827,238.652,31.4777,153.681,258.127,378.039,216.919,9270.94,0.567,0,0.0339999
23.25,0.489416,292.782,292.304,291.824,238.668,31.6099,153.165,257.834,378.039,216.919,4016.82,0.557915,0,0.623422
23.75,0.488958,292.754,292.296,291.817,238.67,30.5184,155.535,257.535,378.039,216.919,9270.94,0.560165,0,0.158676
24.25,0.48849,292.749,292.289,291.809,238.666,30.5673,154.73,257.23,377.786,216.964,9270.94,0.562422,0,0
24.75,0.488012,292.746,292.282,291.802,238.663,30.8731,154.025,256.918,377.786,216.964,9270.94,0.564664,0,0
25.25,0.487525,292.744,292.274,291.795,238.66,31.2048,153.336,256.6,377.786,216.964,9270.94,0.566891,0,0.0139816
25.75,0.487028,292.746,292.274,291.795,238.658,31.3171,152.794,256.276,377.786,216.964,9270.94,0.568614,0,0.0482684
26.25,0.486522,292.755,292.285,291.805,238.657,31.1768,152.511,255.946,377.921,216.887,9270.94,0.569572,0,0.0712466
26.75,0.486006,292.769,292.299,291.82,238.654,31.0996,152.021,255.61,377.921,216.887,9270.94,0.571564,0,0.0133375
27.25,0.48548,292.765,292.294,291.814,238.654,31.3534,151.745,255.267,377.921,216.887,9270.94,0.572307,0,0.103656
27.75,0.484945,292.779,292.308,291.829,238.652,31.1979,151.23,254.918,377.921,216.887,9270.94,0.574278,0,0.0173303
28.25,0.484401,292.787,292.319,291.839,238.653,31.0401,151.332,254.563,378.208,216.871,9270.94,0.573834,0,0.123925
28.75,0.483847,292.801,292.333,291.853,238.652,30.9758,150.863,254.201,378.208,216.871,9270.94,0.5758,0,0.0580233
29.25,0.483283,292.778,292.333,291.853,238.65,29.5724,153.55,253.834,378.208,216.871,9270.94,0.565744,0,0.0204667
29.75,0.48271,292.774,292.325,291.845,238.649,29.7307,152.912,253.46,378.208,216.871,9270.94,0.568001,0,0.0688647
30.25,0.482128,292.78,292.326,291.847,238.666,29.7079,152.523,253.08,378.434,216.81,4016.82,0.558293,0,0.649785
30.75,0.481536,292.749,292.318,291.838,238.671,28.6275,154.932,252.694,378.434,216.81,9270.94,0.560577,0,0.265669
31.25,0.480934,292.744,292.309,291.829,238.695,28.7334,154.132,252.302,378.434,216.81,7026.68,0.562862,0,0.917293
31.75,0.480323,292.74,292.301,291.821,238.691,29.0175,153.401,251.903,378.434,216.81,7026.68,0.565132,0,0
32.25,0.479703,292.73,292.292,291.812,238.687,28.9557,152.554,251.499,377.563,217.136,7026.68,0.567392,0,0.0204675
32.75,0.479073,292.732,292.294,291.814,238.683,28.8835,152.026,251.088,377.563,217.136,7026.68,0.568922,0,0.0397771
33.25,0.478434,292.739,292.305,291.825,238.681,28.6357,151.666,250.671,377.563,217.136,7026.68,0.569768,0,0.0505875
33.75,0.477785,292.751,292.318,291.838,238.677,28.4868,151.211,250.248,377.563,217.136,7026.68,0.571794,0,0
34.25,0.477127,292.749,292.313,291.833,238.675,28.7784,150.963,249.819,377.822,217.065,7026.68,0.572484,0,0.0849552
34.75,0.47646,292.76,292.326,291.846,238.671,28.6144,150.42,249.384,377.822,217.065,7026.68,0.574494,0,0
35.25,0.475783,292.766,292.336,291.856,238.671,28.2942,150.431,248.942,377.822,217.065,7026.68,0.574001,0,0.104456
35.75,0.475097,292.777,292.349,291.869,238.669,28.1684,149.964,248.495,377.822,217.065,7026.68,0.576004,0,0.0784892
36.25,0.474402,292.754,292.346,291.866,238.666,26.9328,152.503,248.041,378.026,217.033,7026.68,0.566468,0,0.00933117
36.75,0.473697,292.751,292.341,291.861,238.664,26.9224,151.923,247.582,378.026,217.033,7026.68,0.568432,0,0.0341176
37.25,0.472983,292.756,292.345,291.865,238.68,26.7086,151.536,247.116,378.026,217.033,4016.82,0.558714,0,0.637726
