hour,mu0,ground_k,air_k,air_300m_k,column_mean_k,sensible_w_m2,latent_w_m2,sw_ground_w_m2,lw_down_w_m2,olr_w_m2,mixed_layer_m,rh_ground,dew_kg_m2,condensed_kg_m2
0.25,0.999998,296.114,294.097,293.614,238.939,190.293,254.093,645.428,385.96,219.373,9270.94,0.47555,0,0.0245907
0.75,0.999978,296.125,294.103,293.621,238.936,190.761,253.469,645.412,385.96,219.373,9270.94,0.477709,0,0.0205307
1.25,0.999939,296.135,294.106,293.624,238.945,191.157,252.829,645.38,385.96,219.373,9270.94,0.474729,0,0.429428
1.75,0.99988,296.133,294.112,293.63,238.969,190.741,253.911,645.332,385.96,219.373,7026.68,0.476895,0,0.937802
2.25,0.999801,296.141,294.118,293.636,238.963,190.943,253.209,645.269,385.815,219.637,7026.68,0.479057,0,0
2.75,0.999703,296.15,294.124,293.641,238.958,191.269,252.543,645.189,385.815,219.637,9270.94,0.48121,0,0
3.25,0.999585,296.159,294.124,293.641,238.96,191.599,251.882,645.094,385.815,219.637,9270.94,0.468165,0,0.23871
3.75,0.999447,296.136,294.129,293.647,238.955,189.506,256.362,644.983,385.815,219.637,9270.94,0.470379,0,0
4.25,0.99929,296.145,294.135,293.652,238.95,189.646,255.619,644.855,386.03,219.454,9270.94,0.472583,0,0
4.75,0.999113,296.153,294.139,293.657,238.955,189.923,254.918,644.712,386.03,219.454,9270.94,0.470865,0,0.308314
5.25,0.998917,296.154,294.145,293.662,238.95,189.577,255.554,644.553,386.03,219.454,9270.94,0.473068,0,0
5.75,0.998701,296.162,294.15,293.667,238.945,189.807,254.836,644.379,386.03,219.454,9270.94,0.475265,0,0
6.25,0.998465,296.172,294.155,293.672,238.941,190.299,254.191,644.188,386.539,219.377,9270.94,0.477453,0,0
6.75,0.99821,296.18,294.154,293.671,238.949,190.603,253.499,643.981,386.539,219.377,9270.94,0.474673,0,0.406559
7.25,0.997935,296.174,294.159,293.676,238.971,190.2,254.452,643.759,386.539,219.377,7026.68,0.476866,0,0.865515
7.75,0.997641,296.181,294.164,293.681,239.005,190.354,253.714,643.521,386.539,219.377,9270.94,0.479051,0,1.26516
8.25,0.997327,296.186,294.169,293.686,238.998,190.333,252.925,643.266,385.871,219.965,9270.94,0.481237,0,0
8.75,0.996993,296.193,294.173,293.691,238.991,190.567,252.206,642.996,385.871,219.965,9270.94,0.483412,0,0
9.25,0.99664,296.2,294.171,293.688,238.994,190.817,251.494,642.711,385.871,219.965,9270.94,0.469992,0,0.286573
9.75,0.996267,296.173,294.175,293.692,238.987,188.599,256.064,642.409,385.871,219.965,9270.94,0.472231,0,0
10.25,0.995874,296.179,294.179,293.696,238.981,188.608,255.254,642.091,385.992,219.773,9270.94,0.474459,0,0
10.75,0.995462,296.186,294.183,293.7,238.975,188.802,254.501,641.758,385.992,219.773,9270.94,0.476678,0,0
11.25,0.995031,296.192,294.175,293.693,238.981,189.016,253.756,641.409,385.992,219.773,9270.94,0.474302,0,0.397633
11.75,0.994579,296.18,294.18,293.697,238.975,188.746,254.494,641.044,385.992,219.773,9270.94,0.476519,0,0
