hour,mu0,ground_k,air_k,air_300m_k,column_mean_k,sensible_w_m2,latent_w_m2,sw_ground_w_m2,lw_down_w_m2,olr_w_m2,mixed_layer_m,rh_ground,dew_kg_m2,condensed_kg_m2
0.0833333,0.999762,305.426,302.815,299.805,252.2,214.605,387.017,945.327,389.465,288.559,3105.22,0.551236,0,0.000221634
0.25,0.997859,305.517,302.922,299.911,252.214,213.27,389.154,943.337,389.465,288.559,3105.22,0.550323,0,0.000224132
0.416667,0.994056,305.598,303.027,300.015,252.228,210.91,390.782,939.361,389.465,288.559,3105.22,0.549454,0,0.000225487
0.583333,0.988362,305.676,303.131,300.117,252.242,208.422,392.269,933.406,391.562,288.974,3105.22,0.548645,0,0.000227839
0.75,0.980785,305.737,303.232,300.217,252.255,204.545,393.051,925.485,391.562,288.974,3105.22,0.547897,0,0.000234667
0.916667,0.971342,305.787,303.331,300.315,252.268,199.845,393.354,915.611,391.562,288.974,3105.22,0.547219,0,0.000242255
1.08333,0.96005,305.466,303.397,300.38,253.227,179.61,435.272,903.804,393.605,289.285,2354.9,0.400152,0,3.79137
1.25,0.94693,305.418,303.444,300.427,253.311,154.388,470.397,890.086,393.605,289.285,2354.9,0.400902,0,0.330651
1.41667,0.932008,305.388,303.488,300.471,253.309,146.8,467.247,874.483,393.605,289.285,2354.9,0.401664,0,0
1.58333,0.915311,305.316,303.531,300.514,253.308,136.622,462.492,857.057,384.235,293.752,2354.9,0.402434,0,0
1.75,0.896873,305.269,303.572,300.554,253.305,128.453,458.814,837.898,384.235,293.752,2354.9,0.403239,0,0
1.91667,0.876727,305.214,303.61,300.592,253.303,120.067,454.877,816.966,384.235,293.752,2354.9,0.404081,0,0
2.08333,0.854912,305.153,303.645,300.626,253.299,111.632,450.647,794.3,385.495,293.352,2354.9,0.404972,0,0
2.25,0.83147,305.077,303.677,300.658,253.295,102.174,445.794,769.943,385.495,293.352,2354.9,0.405905,0,0
2.41667,0.806445,304.988,303.705,300.686,253.29,92.0896,440.393,743.942,385.495,293.352,2354.9,0.406882,0,0
2.58333,0.779884,304.893,303.73,300.711,253.285,81.9644,434.61,716.57,386.615,292.873,2354.9,0.407917,0,0
2.75,0.75184,304.781,303.752,300.732,253.279,70.9351,428.133,687.743,386.615,292.873,2354.9,0.409001,0,0
2.91667,0.722364,304.657,303.77,300.75,253.271,59.3807,420.984,657.446,386.615,292.873,2354.9,0.410135,0,0
3.08333,0.691513,304.522,303.784,300.764,253.263,47.8046,413.225,625.735,387.565,292.245,2354.9,0.411334,0,0
3.25,0.659346,304.37,303.794,300.774,253.255,35.5192,404.484,592.672,387.565,292.245,2354.9,0.412584,0,0.00106047
3.41667,0.625923,304.205,303.8,300.78,253.247,23.1561,394.649,558.732,387.565,292.245,2354.9,0.413884,0,0.0109716
3.58333,0.59131,304.03,303.801,300.781,253.238,11.3774,383.238,523.749,388.306,291.477,2354.9,0.415241,0,0.00473674
3.75,0.55557,303.861,303.799,300.779,253.271,0.972096,366.909,487.629,388.306,291.477,2354.9,0.417227,0,0.190775
3.91667,0.518773,303.804,303.78,300.776,253.258,-1.56688,331.561,450.44,388.306,291.477,2354.9,0.445201,0,0
