hour,mu0,ground_k,air_k,air_300m_k,column_mean_k,sensible_w_m2,latent_w_m2,sw_ground_w_m2,lw_down_w_m2,olr_w_m2,mixed_layer_m,rh_ground,dew_kg_m2,condensed_kg_m2
0.0833333,0.999762,288.002,288.058,285.217,248.335,-1.07807,20.2142,945.327,301.456,259.81,1305.61,0.892038,0,0
0.25,0.997859,288.003,288.069,285.225,248.342,-1.14478,20.1742,943.337,301.456,259.81,1305.61,0.891634,0,0
0.416667,0.994056,288.005,288.079,285.234,248.348,-1.2088,20.1338,939.361,301.456,259.81,1305.61,0.891253,0,0
0.583333,0.988362,288.007,288.089,285.41,248.39,-1.26454,23.0714,933.406,301.606,259.882,955.61,0.873952,0,0.14925
0.75,0.980785,288.009,288.103,285.413,248.397,-1.34922,23.3195,925.485,301.606,259.882,955.61,0.873575,0,0
0.916667,0.971342,288.011,288.116,285.416,248.403,-1.4317,23.2317,915.611,301.606,259.882,955.61,0.873245,0,0
1.08333,0.96005,288.013,288.128,285.42,248.409,-1.50942,23.146,903.804,301.442,260.07,955.61,0.872932,0,0
1.25,0.94693,288.015,288.14,285.423,248.415,-1.58283,23.0621,890.086,301.442,260.07,955.61,0.872658,0,0
1.41667,0.932008,288.016,288.152,285.427,248.421,-1.65035,22.9807,874.483,301.442,260.07,955.61,0.872422,0,0
1.58333,0.915311,288.018,288.162,285.431,248.427,-1.70901,22.9028,857.057,301.607,260.133,955.61,0.872238,0,0
1.75,0.896873,288.02,288.172,285.434,248.432,-1.76315,22.8265,837.898,301.607,260.133,955.61,0.872095,0,0
1.91667,0.876727,288.021,288.18,285.438,248.437,-1.81131,22.7526,816.966,301.607,260.133,955.61,0.871992,0,0
2.08333,0.854912,288.023,288.188,285.441,248.442,-1.85114,22.6818,794.3,301.746,260.187,955.61,0.871941,0,0
2.25,0.83147,288.024,288.195,285.444,248.446,-1.88598,22.6126,769.943,301.746,260.187,955.61,0.871933,0,0
2.41667,0.806445,288.025,288.201,285.447,248.45,-1.9147,22.5457,743.942,301.746,260.187,955.61,0.871969,0,0
