hour,mu0,ground_k,air_k,air_300m_k,column_mean_k,sensible_w_m2,latent_w_m2,sw_ground_w_m2,lw_down_w_m2,olr_w_m2,mixed_layer_m,rh_ground,dew_kg_m2,condensed_kg_m2
0.25,0.999998,300.433,298.426,297.936,239.911,149.675,344.924,645.428,413.699,225.174,12021.5,0.405123,0,0
0.75,0.999978,300.455,298.448,297.958,239.913,149.304,344.553,645.412,413.699,225.174,12021.5,0.40646,0,0
1.25,0.999939,300.478,298.471,297.981,239.916,149.274,344.326,645.38,413.699,225.174,12021.5,0.407791,0,0
1.75,0.99988,300.5,298.493,298.003,239.918,149.27,344.11,645.332,413.699,225.174,12021.5,0.409117,0,0
2.25,0.999801,300.528,298.516,298.026,239.92,149.68,344.053,645.269,414.682,225.133,12021.5,0.41044,0,0
2.75,0.999703,300.551,298.538,298.048,239.922,149.725,343.857,645.189,414.682,225.133,12021.5,0.411757,0,0
3.25,0.999585,300.573,298.561,298.071,239.924,149.73,343.644,645.094,414.682,225.133,12021.5,0.413068,0,0
3.75,0.999447,300.596,298.583,298.093,239.927,149.724,343.428,644.983,414.682,225.133,12021.5,0.414374,0,0
4.25,0.99929,300.623,298.605,298.115,239.929,150.101,343.372,644.855,415.653,225.119,12021.5,0.415675,0,0
4.75,0.999113,300.645,298.627,298.137,239.931,150.126,343.17,644.712,415.653,225.119,12021.5,0.416971,0,0
5.25,0.998917,300.667,298.649,298.159,239.933,150.107,342.951,644.553,415.653,225.119,12021.5,0.418261,0,0
5.75,0.998701,300.689,298.671,298.181,239.935,150.076,342.726,644.379,415.653,225.119,12021.5,0.419547,0,0
6.25,0.998465,300.716,298.691,298.201,239.966,150.423,342.66,644.188,416.612,225.105,12021.5,0.412084,0,0.939254
6.75,0.99821,300.712,298.713,298.222,239.977,148.686,345.917,643.981,416.612,225.105,12021.5,0.413403,0,0.298103
7.25,0.997935,300.732,298.734,298.244,239.979,148.431,345.572,643.759,416.612,225.105,12021.5,0.414722,0,0
7.75,0.997641,300.753,298.756,298.265,239.981,148.339,345.297,643.521,416.612,225.105,12021.5,0.416035,0,0
8.25,0.997327,300.774,298.777,298.286,239.983,148.309,345.04,643.266,416.713,225.292,12021.5,0.417343,0,0
8.75,0.996993,300.795,298.798,298.308,239.985,148.236,344.772,642.996,416.713,225.292,12021.5,0.418646,0,0
9.25,0.99664,300.815,298.819,298.329,239.987,148.157,344.502,642.711,416.713,225.292,12021.5,0.419945,0,0
9.75,0.996267,300.835,298.841,298.35,239.989,148.072,344.23,642.409,416.713,225.292,12021.5,0.421238,0,0
10.25,0.995874,300.86,298.862,298.371,239.991,148.361,344.114,642.091,417.655,225.27,12021.5,0.422527,0,0
10.75,0.995462,300.88,298.883,298.392,239.993,148.309,343.855,641.758,417.655,225.27,15273.4,0.42381,0,0
11.25,0.995031,300.9,298.904,298.413,239.994,148.215,343.578,641.409,417.655,225.27,15273.4,0.425089,0,0
11.75,0.994579,300.92,298.925,298.434,239.996,148.11,343.297,641.044,417.655,225.27,15273.4,0.426364,0,0
12.25,0.994109,300.945,298.945,298.454,240.013,148.369,343.169,640.663,418.584,225.249,15273.4,0.401631,0,0.473901
12.75,0.993619,300.892,298.965,298.474,240.07,142.88,353.412,640.266,418.584,225.249,9270.94,0.402948,0,1.80295
13.25,0.993109,300.908,298.984,298.493,240.077,142.177,352.797,639.854,418.584,225.249,9270.94,0.40435,0,0.188774
13.75,0.99258,300.925,299.003,298.513,240.078,141.957,352.384,639.425,418.584,225.249,9270.94,0.405747,0,0
14.25,0.992031,300.939,299.023,298.532,240.08,141.537,351.869,638.981,417.908,225.527,9270.94,0.407136,0,0
14.75,0.991463,300.957,299.042,298.551,240.081,141.355,351.475,638.522,417.908,225.527,9270.94,0.40852,0,0
15.25,0.990875,300.974,299.061,298.57,240.082,141.205,351.093,638.046,417.908,225.527,9270.94,0.409899,0,0
15.75,0.990268,300.992,299.08,298.589,240.084,141.058,350.714,637.555,417.908,225.527,9270.94,0.411272,0,0
16.25,0.989641,301.014,299.099,298.608,240.085,141.28,350.489,637.048,418.822,225.488,9270.94,0.412642,0,0
16.75,0.988995,301.031,299.118,298.627,240.086,141.173,350.125,636.525,418.822,225.488,12021.5,0.414006,0,0
17.25,0.988329,301.048,299.129,298.638,240.098,141.028,349.745,635.987,418.822,225.488,12021.5,0.398606,0,0.339836
17.75,0.987644,301.013,299.147,298.656,240.099,137.566,356.107,635.432,418.822,225.488,12021.5,0.400043,0,0
18.25,0.98694,301.03,299.165,298.674,240.101,137.213,355.578,634.862,419.411,225.267,12021.5,0.401472,0,0
18.75,0.986216,301.046,299.183,298.692,240.102,136.991,355.124,634.277,419.411,225.267,12021.5,0.402895,0,0
19.25,0.985473,301.062,299.202,298.71,240.103,136.79,354.679,633.675,419.411,225.267,12021.5,0.404314,0,0
19.75,0.984711,301.078,299.22,298.728,240.104,136.599,354.238,633.059,419.411,225.267,12021.5,0.405727,0,0.00335748
20.25,0.983929,301.098,299.237,298.746,240.106,136.766,353.95,632.426,420.297,225.223,12021.5,0.407136,0,0.00776273
20.75,0.983128,301.114,299.255,298.764,240.107,136.618,353.526,631.778,420.297,225.223,15273.4,0.408541,0,0.00467384
21.25,0.982307,301.13,299.272,298.78,240.127,136.434,353.086,631.114,420.297,225.223,15273.4,0.404711,0,0.618278
