hour,mu0,ground_k,air_k,air_300m_k,column_mean_k,sensible_w_m2,latent_w_m2,sw_ground_w_m2,lw_down_w_m2,olr_w_m2,mixed_layer_m,rh_ground,dew_kg_m2,condensed_kg_m2
0.25,0.999998,297.944,294.386,293.903,238.978,207.859,280.598,645.428,387.659,220.358,9270.94,0.468597,0,0.0338234
0.75,0.999978,297.957,294.395,293.911,238.973,208.119,280.005,645.412,387.659,220.358,9270.94,0.470893,0,0.0189667
1.25,0.999939,297.97,294.381,293.897,238.979,208.447,279.442,645.38,387.659,220.358,9270.94,0.470197,0,0.326249
1.75,0.99988,297.96,294.389,293.906,239.005,208.864,279.657,645.332,387.659,220.358,7026.68,0.472479,0,1.00504
2.25,0.999801,297.971,294.398,293.915,238.999,208.944,278.993,645.269,387.602,220.613,9270.94,0.474761,0,0
2.75,0.999703,297.984,294.389,293.906,238.997,209.205,278.406,645.189,387.602,220.613,9270.94,0.463305,0,0.116953
3.25,0.999585,297.951,294.397,293.914,238.991,207.793,281.827,645.094,387.602,220.613,12021.5,0.465633,0,0
3.75,0.999447,297.961,294.387,293.904,238.992,207.676,281.059,644.983,387.602,220.613,12021.5,0.466159,0,0.191378
4.25,0.99929,297.956,294.396,293.913,238.986,208.093,280.898,644.855,387.736,220.419,12021.5,0.468467,0,0
4.75,0.999113,297.967,294.404,293.921,238.981,208.172,280.226,644.712,387.736,220.419,12021.5,0.470767,0,0
5.25,0.998917,297.979,294.389,293.906,238.985,208.384,279.61,644.553,387.736,220.419,12021.5,0.47014,0,0.295168
5.75,0.998701,297.966,294.398,293.915,238.98,208.745,279.757,644.379,387.736,220.419,12021.5,0.472427,0,0.00452269
6.25,0.998465,297.98,294.406,293.923,238.976,208.977,279.156,644.188,388.284,220.308,12021.5,0.474709,0,0.013948
6.75,0.99821,297.992,294.415,293.932,238.972,209.191,278.548,643.981,388.284,220.308,12021.5,0.476984,0,0.00715699
7.25,0.997935,298.003,294.401,293.918,238.98,209.403,277.939,643.759,388.284,220.308,12021.5,0.474747,0,0.426918
7.75,0.997641,297.988,294.41,293.926,239.004,209.463,278.568,643.521,388.284,220.308,7026.68,0.477017,0,0.919621
8.25,0.997327,297.997,294.418,293.935,239.037,209.385,277.839,643.266,388.182,220.554,9270.94,0.479286,0,1.26715
8.75,0.996993,298.008,294.426,293.943,239.03,209.534,277.204,642.996,388.182,220.554,9270.94,0.481546,0,0
9.25,0.99664,298.019,294.42,293.937,239.031,209.709,276.58,642.711,388.182,220.554,9270.94,0.468446,0,0.251525
9.75,0.996267,297.982,294.428,293.945,239.024,207.853,280.468,642.409,388.182,220.554,9270.94,0.470764,0,0
10.25,0.995874,297.989,294.435,293.952,239.017,207.498,279.589,642.091,387.859,220.73,9270.94,0.47308,0,0
10.75,0.995462,297.998,294.435,293.952,239.021,207.582,278.896,641.758,387.859,220.73,9270.94,0.471457,0,0.330584
11.25,0.995031,297.992,294.443,293.959,239.014,207.291,279.364,641.409,387.859,220.73,9270.94,0.473773,0,0
11.75,0.994579,298.001,294.45,293.966,239.008,207.314,278.642,641.044,387.859,220.73,9270.94,0.476082,0,0
12.25,0.994109,298.014,294.457,293.973,239.002,207.677,278.063,640.663,388.425,220.61,9270.94,0.478385,0,0
12.75,0.993619,298.023,294.451,293.967,239.01,207.855,277.407,640.266,388.425,220.61,9270.94,0.475608,0,0.439548
13.25,0.993109,298.011,294.458,293.974,239.011,207.546,278.193,639.854,388.425,220.61,9270.94,0.477914,0,0.216091
13.75,0.99258,298.019,294.464,293.981,239.004,207.501,277.439,639.425,388.425,220.61,9270.94,0.480213,0,0
14.25,0.992031,298.028,294.471,293.988,238.999,207.651,276.766,638.981,388.53,220.578,9270.94,0.482507,0,0
14.75,0.991463,298.036,294.46,293.977,238.997,207.778,276.085,638.522,388.53,220.578,9270.94,0.464279,0,0.143188
15.25,0.990875,297.982,294.466,293.983,238.993,205.14,281.443,638.046,388.53,220.578,9270.94,0.466653,0,0.0450961
15.75,0.990268,297.988,294.461,293.978,238.995,204.728,280.494,637.555,388.53,220.578,9270.94,0.466791,0,0.22357
16.25,0.989641,297.98,294.468,293.984,238.99,204.602,280.318,637.048,388.389,220.364,9270.94,0.469149,0,0.0382775
16.75,0.988995,297.987,294.474,293.99,238.986,204.535,279.526,636.525,388.389,220.364,9270.94,0.471499,0,0.0179488
17.25,0.988329,297.994,294.46,293.977,238.991,204.588,278.786,635.987,388.389,220.364,9270.94,0.470653,0,0.343294
17.75,0.987644,297.979,294.467,293.983,239.017,204.638,278.914,635.432,388.389,220.364,7026.68,0.472992,0,1.00474
18.25,0.98694,297.985,294.472,293.989,239.046,204.478,278.081,634.862,388.28,220.608,9270.94,0.475331,0,1.16447
18.75,0.986216,297.991,294.461,293.977,239.043,204.508,277.331,634.277,388.28,220.608,9270.94,0.463789,0,0.130392
19.25,0.985473,297.951,294.466,293.983,239.035,202.84,280.645,633.675,388.28,220.608,9270.94,0.466173,0,0
19.75,0.984711,297.956,294.457,293.974,239.034,202.495,279.712,633.059,388.28,220.608,9270.94,0.466541,0,0.202449
20.25,0.983929,297.943,294.462,293.979,239.027,202.323,279.368,632.426,387.808,220.757,9270.94,0.468914,0,0
20.75,0.983128,297.948,294.468,293.984,239.02,202.175,278.524,631.778,387.808,220.757,9270.94,0.47128,0,0
21.25,0.982307,297.953,294.453,293.969,239.023,202.17,277.741,631.114,387.808,220.757,9270.94,0.470547,0,0.307184
21.75,0.981467,297.937,294.458,293.975,239.016,202.208,277.794,630.434,387.808,220.757,9270.94,0.472901,0,0
22.25,0.980608,297.944,294.463,293.98,239.01,202.229,277.024,629.739,388.301,220.607,9270.94,0.475251,0,0
22.75,0.97973,297.95,294.468,293.985,239.003,202.234,276.249,629.028,388.301,220.607,9270.94,0.477593,0,0
23.25,0.978832,297.955,294.455,293.972,239.011,202.238,275.476,628.302,388.301,220.607,9270.94,0.475236,0,0.429938
23.75,0.977916,297.935,294.46,293.977,239.011,201.964,276.018,627.56,388.301,220.607,9270.94,0.477575,0,0.215247
24.25,0.97698,297.939,294.465,293.982,239.005,201.771,275.158,626.803,388.36,220.558,9270.94,0.479911,0,0
24.75,0.976024,297.944,294.47,293.986,238.999,201.727,274.363,626.03,388.36,220.558,9270.94,0.482239,0,0
