hour,mu0,ground_k,air_k,air_300m_k,column_mean_k,sensible_w_m2,latent_w_m2,sw_ground_w_m2,lw_down_w_m2,olr_w_m2,mixed_layer_m,rh_ground,dew_kg_m2,condensed_kg_m2
0.25,0.999998,296.833,294.239,293.756,238.982,202.223,263.933,645.428,387.09,219.764,7026.68,0.47617,0,0.870258
0.75,0.999978,296.845,294.247,293.764,239.015,202.489,263.309,645.412,387.09,219.764,9270.94,0.478344,0,1.2426
1.25,0.999939,296.857,294.255,293.772,239.009,202.849,262.719,645.38,387.09,219.764,9270.94,0.480509,0,0
1.75,0.99988,296.869,294.263,293.78,239.002,203.197,262.127,645.332,387.09,219.764,9270.94,0.482665,0,0
2.25,0.999801,296.879,294.253,293.77,239.004,203.463,261.498,645.269,386.887,220.232,9270.94,0.469527,0,0.276317
2.75,0.999703,296.845,294.26,293.777,238.998,201.673,265.748,645.189,386.887,220.232,9270.94,0.471755,0,0
3.25,0.999585,296.854,294.267,293.784,238.992,201.597,264.98,645.094,386.887,220.232,9270.94,0.473978,0,0
3.75,0.999447,296.864,294.274,293.791,238.986,201.842,264.319,644.983,386.887,220.232,9270.94,0.476192,0,0
4.25,0.99929,296.875,294.261,293.778,238.992,202.183,263.692,644.855,387.038,220.038,9270.94,0.474084,0,0.394397
4.75,0.999113,296.861,294.268,293.785,238.986,202.255,264.324,644.712,387.038,220.038,9270.94,0.476287,0,0
5.25,0.998917,296.87,294.275,293.792,238.981,202.308,263.611,644.553,387.038,220.038,9270.94,0.478482,0,0
5.75,0.998701,296.88,294.282,293.799,238.975,202.538,262.958,644.379,387.038,220.038,9270.94,0.480669,0,0
6.25,0.998465,296.893,294.289,293.806,238.97,202.96,262.369,644.188,387.454,219.961,9270.94,0.482848,0,0
6.75,0.99821,296.903,294.281,293.798,238.981,203.233,261.733,643.981,387.454,219.961,9270.94,0.47893,0,0.520414
7.25,0.997935,296.888,294.288,293.805,238.983,202.851,262.976,643.759,387.454,219.961,9270.94,0.481117,0,0.228254
7.75,0.997641,296.897,294.295,293.812,238.977,202.874,262.254,643.521,387.454,219.961,9270.94,0.483297,0,0
8.25,0.997327,296.906,294.302,293.819,238.972,203.067,261.587,643.266,387.437,219.97,9270.94,0.485471,0,0
8.75,0.996993,296.915,294.301,293.818,238.973,203.281,260.928,642.996,387.437,219.97,9270.94,0.466398,0,0.196124
9.25,0.99664,296.874,294.307,293.824,238.969,200.136,267.138,642.711,387.437,219.97,9270.94,0.468667,0,0.0180569
9.75,0.996267,296.881,294.313,293.829,238.965,199.924,266.29,642.409,387.437,219.97,9270.94,0.470933,0,0.0318486
10.25,0.995874,296.889,294.301,293.818,238.97,200.089,265.568,642.091,387.491,219.74,9270.94,0.47012,0,0.312693
10.75,0.995462,296.877,294.307,293.824,238.996,200.199,265.741,641.758,387.491,219.74,7026.68,0.472366,0,1.00554
11.25,0.995031,296.885,294.313,293.83,238.99,200.197,264.977,641.409,387.491,219.74,7026.68,0.474604,0,0
11.75,0.994579,296.893,294.315,293.832,238.987,200.347,264.265,641.044,387.491,219.74,9270.94,0.463122,0,0.111365
12.25,0.994109,296.866,294.321,293.838,238.982,198.085,267.93,640.663,386.954,219.919,9270.94,0.46541,0,0
12.75,0.993619,296.873,294.309,293.826,238.982,197.961,267.099,640.266,386.954,219.919,9270.94,0.465973,0,0.185369
13.25,0.993109,296.863,294.315,293.832,238.976,198.22,266.799,639.854,386.954,219.919,12021.5,0.468248,0,0
13.75,0.99258,296.87,294.321,293.838,238.971,198.208,266.014,639.425,386.954,219.919,12021.5,0.470515,0,0
14.25,0.992031,296.88,294.305,293.822,238.975,198.579,265.348,638.981,387.534,219.77,12021.5,0.469912,0,0.299487
14.75,0.991463,296.865,294.311,293.828,238.97,198.788,265.418,638.522,387.534,219.77,12021.5,0.472169,0,0.00891657
15.25,0.990875,296.871,294.317,293.833,238.966,198.723,264.621,638.046,387.534,219.77,12021.5,0.474418,0,0.0106141
15.75,0.990268,296.878,294.322,293.839,238.961,198.819,263.879,637.555,387.534,219.77,12021.5,0.476659,0,0.00906031
16.25,0.989641,296.888,294.309,293.826,238.969,199.126,263.208,637.048,387.996,219.685,12021.5,0.474446,0,0.414788
16.75,0.988995,296.871,294.315,293.832,238.992,198.974,263.813,636.525,387.996,219.685,7026.68,0.476685,0,0.913384
17.25,0.988329,296.877,294.32,293.837,239.025,198.874,263.01,635.987,387.996,219.685,9270.94,0.478918,0,1.26408
17.75,0.987644,296.883,294.326,293.843,239.018,198.942,262.261,635.432,387.996,219.685,9270.94,0.481142,0,0
18.25,0.98694,296.886,294.33,293.846,239.019,198.739,261.419,634.862,387.289,220.278,9270.94,0.468026,0,0.23854
18.75,0.986216,296.858,294.334,293.851,239.012,196.257,265.657,634.277,387.289,220.278,9270.94,0.470317,0,0
19.25,0.985473,296.863,294.338,293.855,239.005,196.068,264.779,633.675,387.289,220.278,9270.94,0.472613,0,0
19.75,0.984711,296.867,294.336,293.853,239.008,196.115,263.979,633.059,387.289,220.278,9270.94,0.471114,0,0.319323
20.25,0.983929,296.859,294.34,293.857,239.001,195.648,264.372,632.426,387.182,220.139,9270.94,0.473402,0,0
20.75,0.983128,296.864,294.344,293.861,238.995,195.606,263.547,631.778,387.182,220.139,9270.94,0.475683,0,0
21.25,0.982307,296.869,294.348,293.865,238.989,195.658,262.753,631.114,387.182,220.139,9270.94,0.477954,0,0
21.75,0.981467,296.873,294.342,293.859,238.996,195.72,261.965,630.434,387.182,220.139,9270.94,0.475243,0,0.426773
22.25,0.980608,296.862,294.346,293.863,238.997,195.341,262.789,629.739,387.55,220.055,9270.94,0.47752,0,0.210243
22.75,0.97973,296.866,294.35,293.867,238.99,195.255,261.948,629.028,387.55,220.055,9270.94,0.479789,0,0
23.25,0.978832,296.87,294.353,293.87,238.985,195.281,261.145,628.302,387.55,220.055,9270.94,0.482049,0,0
23.75,0.977916,296.874,294.354,293.871,238.983,195.316,260.348,627.56,387.55,220.055,9270.94,0.463783,0,0.128809
24.25,0.97698,296.831,294.357,293.874,238.978,191.888,266.199,626.803,387.341,219.825,9270.94,0.46612,0,0.0417294
24.75,0.976024,296.833,294.348,293.865,238.979,191.522,265.227,626.03,387.341,219.825,9270.94,0.466432,0,0.21339
25.25,0.97505,296.822,294.351,293.868,238.975,191.432,264.95,625.242,387.341,219.825,9270.94,0.468765,0,0.0354581
25.75,0.974056,296.825,294.354,293.871,238.97,191.306,264.061,624.438,387.341,219.825,9270.94,0.47109,0,0.0183108
26.25,0.973044,296.83,294.34,293.857,238.975,191.506,263.27,623.618,387.833,219.705,9270.94,0.470326,0,0.329839
26.75,0.972012,296.813,294.343,293.859,239.001,191.426,263.329,622.783,387.833,219.705,7026.68,0.472645,0,1.00089
27.25,0.970961,296.815,294.345,293.862,238.994,191.248,262.427,621.933,387.833,219.705,7026.68,0.474955,0,0
27.75,0.969891,296.817,294.342,293.858,238.991,191.209,261.572,621.067,387.833,219.705,9270.94,0.463421,0,0.119433
28.25,0.968802,296.782,294.344,293.861,238.985,188.749,265.108,620.186,387.198,219.872,9270.94,0.465778,0,0
28.75,0.967694,296.783,294.332,293.849,238.985,188.403,264.126,619.29,387.198,219.872,9270.94,0.466255,0,0.193046
29.25,0.966567,296.77,294.334,293.851,238.979,188.349,263.756,618.378,387.198,219.872,9270.94,0.468601,0,0
29.75,0.965421,296.771,294.336,293.853,238.974,188.16,262.832,617.45,387.198,219.872,12021.5,0.470939,0,0
30.25,0.964255,296.774,294.321,293.838,238.978,188.312,262.012,616.508,387.712,219.706,12021.5,0.470249,0,0.309406
30.75,0.963071,296.756,294.323,293.84,238.972,188.2,262.016,615.55,387.712,219.706,12021.5,0.47258,0,0.00984976
31.25,0.961869,296.757,294.325,293.842,238.967,187.965,261.082,614.576,387.712,219.706,12021.5,0.474902,0,0.011446
31.75,0.960647,296.758,294.327,293.844,238.962,187.872,260.195,613.588,387.712,219.706,12021.5,0.477216,0,0.00992651
32.25,0.959406,296.761,294.315,293.832,238.97,187.959,259.369,612.584,388.105,219.608,12021.5,0.474876,0,0.426927
32.75,0.958146,296.741,294.317,293.834,238.993,187.45,259.927,611.564,388.105,219.608,7026.68,0.477191,0,0.915994
33.25,0.956868,296.742,294.319,293.836,239.026,187.192,258.987,610.53,388.105,219.608,9270.94,0.479499,0,1.26506
33.75,0.955571,296.742,294.32,293.837,239.018,187.074,258.094,609.48,388.105,219.608,9270.94,0.481798,0,0
34.25,0.954255,296.738,294.321,293.838,239.01,186.657,257.096,608.416,387.33,220.187,9270.94,0.484101,0,0
34.75,0.95292,296.738,294.302,293.819,239.013,186.526,256.192,607.336,387.33,220.187,9270.94,0.47102,0,0.316028
35.25,0.951567,296.689,294.302,293.819,239.006,184.353,260.172,606.241,387.33,220.187,9270.94,0.473373,0,0
35.75,0.950195,296.687,294.303,293.82,238.999,183.816,259.11,605.13,387.33,220.187,9270.94,0.475722,0,0
36.25,0.948804,296.685,294.304,293.82,238.992,183.618,258.158,604.005,387.306,219.965,9270.94,0.478057,0,0
36.75,0.947394,296.684,294.298,293.815,238.998,183.462,257.229,602.865,387.306,219.965,9270.94,0.475357,0,0.428399
37.25,0.945966,296.668,294.298,293.815,238.992,182.629,257.903,601.709,387.306,219.965,9270.94,0.477696,0,0
37.75,0.94452,296.666,294.299,293.816,238.985,182.354,256.929,600.539,387.306,219.965,9270.94,0.480028,0,0
38.25,0.943054,296.666,294.299,293.816,238.979,182.319,256.032,599.353,387.609,219.863,9270.94,0.482354,0,0
38.75,0.941571,296.664,294.299,293.816,238.973,182.181,255.106,598.152,387.609,219.863,9270.94,0.48467,0,0
39.25,0.940068,296.662,294.298,293.815,238.984,182.031,254.179,596.937,387.609,219.863,9270.94,0.480233,0,0.554567
39.75,0.938548,296.646,294.298,293.815,238.985,180.77,255.439,595.707,387.609,219.863,9270.94,0.48256,0,0.234728
40.25,0.937009,296.642,294.297,293.814,238.978,180.437,254.433,594.461,387.478,219.851,9270.94,0.484888,0,0
40.75,0.935451,296.639,294.297,293.814,238.972,180.249,253.48,593.201,387.478,219.851,9270.94,0.487207,0,0
41.25,0.933875,296.637,294.296,293.813,238.966,180.072,252.534,591.926,387.478,219.851,9270.94,0.489517,0,0
41.75,0.932281,296.634,294.276,293.793,238.97,179.895,251.59,590.636,387.478,219.851,9270.94,0.470302,0,0.317833
42.25,0.930668,296.569,294.275,293.792,238.965,176.5,257.487,589.331,387.266,219.633,9270.94,0.472682,0,0.031705
42.75,0.929037,296.564,294.274,293.791,238.96,175.762,256.327,588.011,387.266,219.633,9270.94,0.475058,0,0.0219791
43.25,0.927388,296.56,294.272,293.789,238.956,175.465,255.313,586.677,387.266,219.633,9270.94,0.477426,0,0.0286766
43.75,0.925721,296.556,294.262,293.779,238.964,175.222,254.319,585.328,387.266,219.633,9270.94,0.475033,0,0.441189
44.25,0.924035,296.536,294.261,293.778,238.987,174.526,254.842,583.964,387.487,219.555,7026.68,0.477405,0,0.946942
44.75,0.922331,296.531,294.259,293.776,239.018,174.162,253.802,582.585,387.487,219.555,7026.68,0.479771,0,1.21789
45.25,0.92061,296.527,294.258,293.775,239.01,173.913,252.803,581.192,387.487,219.555,9270.94,0.482127,0,0
45.75,0.91887,296.522,294.251,293.768,239.011,173.686,251.813,579.805,387.487,219.555,9270.94,0.469153,0,0.266566
