case,shield,dry_pressure_pa,base,base_pressure_pa,base_temperature_k,deposited_heat_w_m2,heat_source,atomic_o_fraction_at_top,status,exobase_temperature_k,exobase_radius_R,molecular_loss_kg_s,jeans_lambda_N2,atomic_o_fraction_at_base,jeans_lambda_O,atomic_o_loss_mixed_kg_s,atomic_o_loss_eddy_kg_s,atomic_o_loss_separated_kg_s,atomic_o_fraction_at_exobase_eddy,atomic_o_fraction_at_exobase_separated,homopause_pa,flags
moon_1.2atm_edge_240nm,edge_240nm,121590.0,middle_atmosphere,10.0,193.65,1e-05,swept,9.93448e-07,converged,297.7184254634181,4.8273024331699785,66.26870328863686,6.615547411734016,3.8163654055046255e-08,3.778504522398004,2.2582643562433516e-05,0.0016103196625352754,0.2729287722357792,2.7213679545147363e-06,0.0004612373753532495,8.968776634984424e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO KINETIC_ESCAPE_SENSITIVITY_REQUIRED EARTH_TIDES_REQUIRE_REVIEW
moon_1.2atm_edge_240nm,edge_240nm,121590.0,baseline_180K,0.1,180.0,0.0,swept,9.93448e-07,converged,179.99999145900597,2.1989298638585146,7.083150651170422e-06,24.021058792959085,9.93447999999999e-07,13.71975342826452,1.1212838677481465e-07,2.6794443948677366e-06,8.788124109620362e-05,2.3739650161367097e-05,0.0007786203450859872,3.7044430137078414e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO
moon_1.2atm_edge_240nm,edge_240nm,121590.0,baseline_180K,0.1,180.0,1e-06,swept,9.93448e-07,converged,194.3880545977243,2.2845377516748324,8.345555595783384e-05,21.409577435947558,9.93447999999999e-07,12.228192185709727,4.3091717964624244e-07,1.1188595824920904e-05,0.00034935325373315173,2.579448829169681e-05,0.0008054083420382799,4.13995868754804e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO
moon_1.2atm_edge_240nm,edge_240nm,121590.0,baseline_180K,0.1,180.0,3e-06,swept,9.93448e-07,converged,223.64060526926986,2.485714005130814,0.004710577808463029,17.103074597621948,9.93447999999999e-07,9.768510554304408,3.826789899500633e-06,0.00011698799858821866,0.0033432390473935,3.0370492311750525e-05,0.0008679165128946284,5.05575162176893e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO
moon_1.2atm_edge_240nm,edge_240nm,121590.0,baseline_180K,0.1,180.0,1e-05,swept,9.93448e-07,converged,316.54736458231366,3.623934676213993,14.436140373645463,8.288137462081341,9.93447999999999e-07,4.733813082071489,0.0002631599335881125,0.013963948976003546,0.321041914354278,5.271492887676959e-05,0.0012119567115814,8.406557392813846e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO KINETIC_ESCAPE_SENSITIVITY_REQUIRED EARTH_TIDES_REQUIRE_REVIEW
moon_1.0atm_edge_200nm_no_n2o,edge_200nm,101325.0,middle_atmosphere,0.3,197.95,0.0,swept,0.000194266,converged,197.94576759186717,2.4633463976161014,0.0004957633604275859,19.498639099434882,0.00013546012629814212,11.136749755151392,0.0001598991939887249,0.004647268533390299,0.2351203880976073,0.0039369778344149845,0.19918447787307733,4.345553872873754e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO
moon_1.0atm_edge_200nm_no_n2o,edge_200nm,101325.0,middle_atmosphere,0.3,197.95,1e-06,swept,0.000194266,converged,213.5350721014958,2.593988255853821,0.00439820532135097,17.164801549388542,0.00013546012629814212,9.803766225813952,0.00051971464776713,0.016626357320050498,0.8002153731338434,0.004333548173268407,0.2085707531549028,4.845628057003027e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO
moon_1.0atm_edge_200nm_no_n2o,edge_200nm,101325.0,middle_atmosphere,0.3,197.95,3e-06,swept,0.000194266,converged,245.20549196709317,2.9187738610034026,0.1594974419351825,13.28450470263889,0.00013546012629814212,7.587514376770479,0.0035361668570464437,0.13750290891081154,6.048206917553157,0.005267331028315169,0.2316889745449834,5.9728100795766544e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO KINETIC_ESCAPE_SENSITIVITY_REQUIRED
moon_1.0atm_edge_200nm_no_n2o,edge_200nm,101325.0,middle_atmosphere,0.3,197.95,1e-05,swept,0.000194266,converged,312.4596669183448,4.334440890410576,44.45721877236175,7.020191480196325,0.00013546012629814212,4.0096190995431185,0.06541814519542091,4.296263055619308,159.15480076899811,0.00889619133018418,0.32955886090505065,8.770434079308779e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO KINETIC_ESCAPE_SENSITIVITY_REQUIRED EARTH_TIDES_REQUIRE_REVIEW
moon_1.0atm_edge_200nm_no_n2o,edge_200nm,101325.0,middle_atmosphere,0.3,197.95,1.6751049043095798e-06,"leak 0.1%, quiet Sun",0.000194266,converged,224.16686169519068,2.693019809235067,0.016399417368024898,15.749437538819665,0.00013546012629814212,8.995373664785944,0.0010532176688824006,0.03596274401530185,1.676715023037755,0.004625366617244325,0.21565155570139513,5.2723404819520526e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO
moon_1.0atm_edge_200nm_no_n2o,edge_200nm,101325.0,middle_atmosphere,0.3,197.95,4.18776226077395e-06,"leak 0.1%, solar maximum",0.000194266,converged,263.7538171683728,3.161681763642062,0.890216409935737,11.401424094723438,0.00013546012629814212,6.511983033675846,0.008743450910439455,0.3827087227963304,16.058796372536882,0.005929211755909081,0.24879496746790317,6.655584652287272e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO KINETIC_ESCAPE_SENSITIVITY_REQUIRED
moon_1.0atm_edge_200nm_no_n2o,edge_200nm,101325.0,middle_atmosphere_top,0.1,185.1,0.0,swept,0.000194266,converged,185.10197644895837,2.243132763048364,1.9795036186501277e-05,22.898654978507015,0.00019426600000000018,13.07868661626622,3.945358390474531e-05,0.000998549443207144,0.032712901705225346,0.004916770212876595,0.16107546979788978,3.8487845147312424e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO
moon_1.0atm_edge_200nm_no_n2o,edge_200nm,101325.0,middle_atmosphere_top,0.1,185.1,1e-06,swept,0.000194266,converged,199.45449602483333,2.332200679416032,0.00020114059923237915,20.439311393954153,0.00019426600000000018,11.674019658565769,0.00013939956472060856,0.0038316804153610525,0.11966382815244378,0.005339795924488173,0.16676245213860363,4.300723697011518e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO
moon_1.0atm_edge_200nm_no_n2o,edge_200nm,101325.0,middle_atmosphere_top,0.1,185.1,3e-06,swept,0.000194266,converged,228.6393671462794,2.5422408340062086,0.009138600134116503,16.357175323380165,0.00019426600000000018,9.342486280640074,0.001093680592851231,0.03539280282674445,1.0138258608612152,0.006286678467993632,0.18008173133310373,5.249486066778096e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO
moon_1.0atm_edge_200nm_no_n2o,edge_200nm,101325.0,middle_atmosphere_top,0.1,185.1,1e-05,swept,0.000194266,converged,318.39531028265003,3.7014811210546603,17.21867587595649,8.067404020966684,0.00019426600000000018,4.607740022113236,0.05720312417302239,3.1890419678168205,74.11052630472383,0.010830220130041016,0.25168477615953966,8.436634056343514e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO KINETIC_ESCAPE_SENSITIVITY_REQUIRED EARTH_TIDES_REQUIRE_REVIEW
moon_1.0atm_edge_200nm_no_n2o,edge_200nm,101325.0,middle_atmosphere,10.0,249.25,0.0,swept,0.000194266,converged,241.76683837987972,4.148371728509949,5.468729726697239,9.479853178461775,1.1422915933460788e-06,5.414467749555155,0.00019706080429294468,0.010809634980463412,2.19901018260287,6.265962026099953e-05,0.012746882132560224,6.29284522317182e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO KINETIC_ESCAPE_SENSITIVITY_REQUIRED EARTH_TIDES_REQUIRE_REVIEW
moon_1.0atm_edge_200nm_no_n2o,edge_200nm,101325.0,middle_atmosphere,10.0,249.25,1e-06,swept,0.000194266,converged,250.20821349140564,4.509230670213214,14.030129279690902,8.426980596121549,1.1422915933460788e-06,4.813114064624242,0.00032030272952859954,0.01948637664451273,3.850055541082675,6.949401979359269e-05,0.013730404623671946,6.699623778716902e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO KINETIC_ESCAPE_SENSITIVITY_REQUIRED EARTH_TIDES_REQUIRE_REVIEW
moon_1.0atm_edge_200nm_no_n2o,edge_200nm,101325.0,middle_atmosphere,10.0,249.25,3e-06,swept,0.000194266,converged,258.05143758441005,5.060169429205674,38.75852775342335,7.281228609126527,1.1422915933460788e-06,4.158711821700487,0.0005385102661843368,0.03759118740681136,7.1731591989343615,7.973867919539128e-05,0.015215753468794575,7.278724008638638e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO KINETIC_ESCAPE_SENSITIVITY_REQUIRED EARTH_TIDES_REQUIRE_REVIEW
moon_1.0atm_edge_200nm_no_n2o,edge_200nm,101325.0,middle_atmosphere,10.0,249.25,1e-05,swept,0.000194266,converged,261.2708731400982,6.338037112251484,149.83398255589796,5.741564310834676,1.1422915933460788e-06,3.2793245008943854,0.0010696671136940902,0.09652165266793708,17.414238482905553,0.00010307493892907161,0.018596568940826255,8.297333971782944e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO KINETIC_ESCAPE_SENSITIVITY_REQUIRED EARTH_TIDES_REQUIRE_REVIEW
moon_1.0atm_edge_200nm_no_n2o,edge_200nm,101325.0,baseline_180K,0.1,180.0,0.0,swept,0.000194266,converged,179.99999407648068,2.1677816397001424,4.899402151476387e-06,24.366210048975596,0.00019426600000000018,13.916888374264081,1.833350250935649e-05,0.0004401515940015206,0.014745353476257968,0.004663947301758696,0.1562451493901303,3.6998781608076215e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO
moon_1.0atm_edge_200nm_no_n2o,edge_200nm,101325.0,baseline_180K,0.1,180.0,1e-06,swept,0.000194266,converged,194.28434822576736,2.2495462641645396,5.790379268803398e-05,21.754207373676937,0.00019426600000000018,12.425029378041613,7.060019756526673e-05,0.0018401951783134141,0.05868722356374446,0.005063546120812948,0.16148583950200335,4.138071952941924e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO
moon_1.0atm_edge_200nm_no_n2o,edge_200nm,101325.0,baseline_180K,0.1,180.0,3e-06,swept,0.000194266,converged,223.31250901795698,2.4406714111057934,0.0032986407650571607,17.444303862769946,0.00019426600000000018,9.963405434696218,0.0006304755685626907,0.019310209264121782,0.5635892038235241,0.005949980141904383,0.1736565629649679,5.06334277298013e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO
moon_1.0atm_edge_200nm_no_n2o,edge_200nm,101325.0,baseline_180K,0.1,180.0,1e-05,swept,0.000194266,converged,317.95181150840966,3.531134561658051,11.987545835026339,8.468381931973687,0.00019426600000000018,4.836760654243289,0.04738534474072512,2.517971543313314,58.86699307527147,0.010322943992700376,0.24133738689321393,8.449139662280812e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO KINETIC_ESCAPE_SENSITIVITY_REQUIRED
moon_1.0atm_edge_200nm_slow_mixing,edge_200nm,101325.0,middle_atmosphere,0.3,201.92,0.0,swept,0.000817469,converged,201.91582954199748,2.5421600254957735,0.0012443222740560907,18.522634426526366,0.00022288079386300418,10.579299578930861,0.0004339830811818793,0.08361961709109744,0.6563027900355886,0.04294454656856428,0.33705757943207176,0.001765571514631353,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO
moon_1.0atm_edge_200nm_slow_mixing,edge_200nm,101325.0,middle_atmosphere,0.3,201.92,1e-06,swept,0.000817469,converged,217.56355677080566,2.683619949456186,0.010037524489686651,16.284290691888796,0.00022288079386300418,9.300857841969224,0.0013355993996403066,0.2808662627510928,2.1196493621432446,0.04687011361951611,0.35372068351702446,0.002013837393817918,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO
moon_1.0atm_edge_200nm_slow_mixing,edge_200nm,101325.0,middle_atmosphere,0.3,201.92,3e-06,swept,0.000817469,converged,249.223901402562,3.0379715285129545,0.3122289273550862,12.557483567684837,0.00022288079386300418,7.172272451146857,0.008319107782057425,2.0985763410959635,14.745528456875018,0.05622386115664805,0.395053793567395,0.002669206633640159,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO KINETIC_ESCAPE_SENSITIVITY_REQUIRED
moon_1.0atm_edge_200nm_slow_mixing,edge_200nm,101325.0,middle_atmosphere,0.3,201.92,1e-05,swept,0.000817469,converged,310.1282305096668,4.462710245096214,51.014404824473736,6.869672243755872,0.00022288079386300418,3.923649250005138,0.11571891698921338,46.96831194733864,288.9427114939265,0.09046346894349051,0.5565190428173319,0.00415330921603406,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO KINETIC_ESCAPE_SENSITIVITY_REQUIRED EARTH_TIDES_REQUIRE_REVIEW
moon_1.0atm_edge_200nm_slow_mixing,edge_200nm,101325.0,middle_atmosphere,0.3,201.92,1.6751049043095798e-06,"leak 0.1%, quiet Sun",0.000817469,converged,228.22885754904516,2.791402557373689,0.03542379259166044,14.923922319996713,0.00022288079386300418,8.52387632775555,0.002622183846007683,0.5856644163967887,4.310123018381153,0.04978039593317166,0.3663525124093014,0.0022274756744202133,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO KINETIC_ESCAPE_SENSITIVITY_REQUIRED
moon_1.0atm_edge_200nm_slow_mixing,edge_200nm,101325.0,middle_atmosphere,0.3,201.92,4.18776226077395e-06,"leak 0.1%, solar maximum",0.000817469,converged,267.2719987861283,3.300226612798182,1.5738587057886104,10.77900775984132,0.00022288079386300418,6.1564866869948345,0.019426835657572826,5.475565158743877,37.070536273722,0.06282023129967207,0.4253039815258693,0.0030184850755864026,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO KINETIC_ESCAPE_SENSITIVITY_REQUIRED
moon_1.0atm_edge_200nm_slow_mixing,edge_200nm,101325.0,middle_atmosphere_top,0.1,188.16,0.0,swept,0.000817469,converged,188.1569479700808,2.291273906992683,4.416428175557135e-05,22.05356169407792,0.000817469,12.596007164615743,0.000257679944143392,0.04027151233886317,0.21773619448073556,0.12775814986135917,0.6907506509972088,0.001447348243539398,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO
moon_1.0atm_edge_200nm_slow_mixing,edge_200nm,101325.0,middle_atmosphere_top,0.1,188.16,1e-06,swept,0.000817469,converged,202.55180955704347,2.3852195380486148,0.0004124544124247971,19.679385020463467,0.000817469,11.239983733763676,0.0008676721045835082,0.14527346665623084,0.7598993188456654,0.13686801141429664,0.7159318975405197,0.0015562417533536667,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO
moon_1.0atm_edge_200nm_slow_mixing,edge_200nm,101325.0,middle_atmosphere_top,0.1,188.16,3e-06,swept,0.000817469,converged,231.83110670664493,2.608023828878392,0.016501631780598994,15.725075693936164,0.000817469,8.981459269598783,0.006328718289489495,1.2189852284125418,6.001708157262001,0.15745409893502357,0.7752296975766587,0.0019775522776897345,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO
moon_1.0atm_edge_200nm_slow_mixing,edge_200nm,101325.0,middle_atmosphere_top,0.1,188.16,1e-05,swept,0.000817469,converged,318.17212727186427,3.8043534324612476,20.865076580756075,7.854761803696566,0.000817469,4.486288306993975,0.26600087974184355,83.0481200074651,325.39567829708955,0.25522195144718957,1.0,0.0033724394645965974,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO KINETIC_ESCAPE_SENSITIVITY_REQUIRED EARTH_TIDES_REQUIRE_REVIEW
moon_1.0atm_edge_200nm_slow_mixing,edge_200nm,101325.0,middle_atmosphere,10.0,258.31,0.0,swept,0.000817469,converged,242.39259721888206,4.550533768552062,11.967227476282169,8.619742942783885,2.1256073331262243e-06,4.9232112876174305,0.0005527026781886501,0.24602045644087817,6.69770586634625,0.000946155875386041,0.025758320461347232,0.003753612525457412,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO KINETIC_ESCAPE_SENSITIVITY_REQUIRED EARTH_TIDES_REQUIRE_REVIEW
moon_1.0atm_edge_200nm_slow_mixing,edge_200nm,101325.0,middle_atmosphere,10.0,258.31,1e-06,swept,0.000817469,converged,247.77182437262798,4.873550508523377,23.244464161871587,7.873695553382782,2.1256073331262243e-06,4.497102417204783,0.0007768883716886087,0.37651629422559335,10.00765784838506,0.0010301683294703988,0.02738147677987366,0.004072323716290023,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO KINETIC_ESCAPE_SENSITIVITY_REQUIRED EARTH_TIDES_REQUIRE_REVIEW
moon_1.0atm_edge_200nm_slow_mixing,edge_200nm,101325.0,middle_atmosphere,10.0,258.31,3e-06,swept,0.000817469,converged,252.8205192702813,5.384057201115649,51.004895403441054,6.98480078373461,2.1256073331262243e-06,3.9894055180647023,0.0011598006809356185,0.6343127002070704,16.32711139754358,0.0011625271041982518,0.029923268959792835,0.004445073706741376,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO KINETIC_ESCAPE_SENSITIVITY_REQUIRED EARTH_TIDES_REQUIRE_REVIEW
moon_1.0atm_edge_200nm_slow_mixing,edge_200nm,101325.0,middle_atmosphere,10.0,258.31,1e-05,swept,0.000817469,converged,253.8756332963863,6.649698322304363,167.18212854169616,5.631875497104234,2.1256073331262243e-06,3.216675160946823,0.0021183264033909008,1.4839691339098506,35.99356661915686,0.0014890697052741552,0.03611728061765032,0.005446926860708342,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO KINETIC_ESCAPE_SENSITIVITY_REQUIRED EARTH_TIDES_REQUIRE_REVIEW
moon_1.0atm_edge_200nm_slow_mixing,edge_200nm,101325.0,baseline_180K,0.1,180.0,0.0,swept,0.000817469,converged,179.99999407648068,2.1677816397001424,4.899402151476387e-06,24.366210048975596,0.000817469,13.916888374264081,7.714715885858115e-05,0.010975160235386293,0.06204827072613383,0.11629531657682102,0.6574777162591514,0.0013339453022383153,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO
moon_1.0atm_edge_200nm_slow_mixing,edge_200nm,101325.0,baseline_180K,0.1,180.0,1e-06,swept,0.000817469,converged,194.28434822576736,2.2495462641645396,5.790379268803398e-05,21.754207373676937,0.000817469,12.425029378041613,0.00029708478531230876,0.045235967318553484,0.2469551334738481,0.12447288718961699,0.6795304774477421,0.0014349977869878147,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO
moon_1.0atm_edge_200nm_slow_mixing,edge_200nm,101325.0,baseline_180K,0.1,180.0,3e-06,swept,0.000817469,converged,223.31250901795698,2.4406714111057934,0.0032986407650571607,17.444303862769946,0.000817469,9.963405434696218,0.002653033637164371,0.46302600428684904,2.37157661587932,0.1426704129929263,0.7307447359311934,0.0017562027689393249,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO
moon_1.0atm_edge_200nm_slow_mixing,edge_200nm,101325.0,baseline_180K,0.1,180.0,1e-05,swept,0.000817469,converged,317.95181150840966,3.531134561658051,11.987545835026339,8.468381931973687,0.000817469,4.836760654243289,0.19939696282342662,56.9601537655806,243.9199074502233,0.2335199056157581,1.0,0.003148701761330839,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO KINETIC_ESCAPE_SENSITIVITY_REQUIRED
moon_1.2atm_titania_stack_nonlte,titania_stack,121590.0,middle_atmosphere,0.3,191.54,0.0,swept,3.43622e-21,converged,191.5446013143047,2.387169971858327,0.00015159626458693715,20.793267919229315,3.37964402415995e-21,11.87618378017909,2.044002552469264e-21,5.53938104448819e-20,2.8024295972992712e-18,9.159057077464645e-20,4.633660770237163e-18,4.132523477998399e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO
moon_1.2atm_titania_stack_nonlte,titania_stack,121590.0,middle_atmosphere,0.3,191.54,1e-06,swept,3.43622e-21,converged,207.15439784502308,2.5091103930661576,0.0015829295353922222,18.29203741958409,3.37964402415995e-21,10.447592891735574,7.291644193403467e-21,2.1747880065407406e-19,1.044819421785103e-17,1.0080043807910264e-19,4.842690649053851e-18,4.6121844488424124e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO
moon_1.2atm_titania_stack_nonlte,titania_stack,121590.0,middle_atmosphere,0.3,191.54,3e-06,swept,3.43622e-21,converged,238.93614228918563,2.8102680877779327,0.073286141995868,14.159450802918442,3.37964402415995e-21,8.08724442040934,5.709998525960512e-20,2.0665697052932707e-18,9.045884324447977e-17,1.2231649313481262e-19,5.35409400919593e-18,5.6983869285452357e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO KINETIC_ESCAPE_SENSITIVITY_REQUIRED
moon_1.2atm_titania_stack_nonlte,titania_stack,121590.0,middle_atmosphere,0.3,191.54,1e-05,swept,3.43622e-21,converged,312.50592040650906,4.226427285715665,38.592938027506726,7.198538923226131,3.37964402415995e-21,4.111483174895517,1.4966272983446936e-18,9.368379893734801e-17,3.403231801703707e-15,2.115542671107213e-19,7.685087686279816e-18,8.76505298036534e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO KINETIC_ESCAPE_SENSITIVITY_REQUIRED EARTH_TIDES_REQUIRE_REVIEW
moon_1.2atm_titania_stack_nonlte,titania_stack,121590.0,middle_atmosphere,0.3,191.54,1.6751049043095798e-06,"leak 0.1%, quiet Sun",3.43622e-21,converged,217.8025966107401,2.6011685031317424,0.006470340106682598,16.782029050392964,3.37964402415995e-21,9.585143710020468,1.557688544101468e-20,4.956781040752509e-19,2.3043877330073333e-17,1.0754496132673179e-19,4.999722351876278e-18,5.021732833361043e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO
