case,shield,dry_pressure_pa,base,base_pressure_pa,base_temperature_k,deposited_heat_w_m2,heat_source,atomic_o_fraction_at_top,status,exobase_temperature_k,exobase_radius_R,molecular_loss_kg_s,jeans_lambda_N2,atomic_o_fraction_at_base,jeans_lambda_O,atomic_o_loss_mixed_kg_s,atomic_o_loss_eddy_kg_s,atomic_o_loss_separated_kg_s,atomic_o_fraction_at_exobase_eddy,atomic_o_fraction_at_exobase_separated,homopause_pa,flags
moon_1.0atm_edge_200nm,edge_200nm,101325.0,middle_atmosphere,10.0,253.6,1e-05,swept,0.00025498,converged,257.742533729953,6.485287929117631,158.03765110236657,5.688013943322721,1.5631122738885535e-06,3.24873892826874,0.0015086283295624458,0.13872110394614845,25.068364834962505,0.00014373100118601417,0.02597370604276734,8.094984099505207e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO KINETIC_ESCAPE_SENSITIVITY_REQUIRED EARTH_TIDES_REQUIRE_REVIEW
moon_1.0atm_edge_200nm,edge_200nm,101325.0,baseline_180K,0.1,180.0,0.0,swept,0.00025498,converged,179.99999407648068,2.1677816397001424,4.899402151476387e-06,24.366210048975596,0.0002549799999999998,13.916888374264081,2.406327648603312e-05,0.0005783085285653931,0.01935372236714737,0.006127889886449642,0.2050764837464886,3.6998781608076215e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO
moon_1.0atm_edge_200nm,edge_200nm,101325.0,baseline_180K,0.1,180.0,1e-06,swept,0.00025498,converged,194.28434822576736,2.2495462641645396,5.790379268803398e-05,21.754207373676937,0.0002549799999999998,12.425029378041613,9.266489439835938e-05,0.002417919051628364,0.07702875574873388,0.006653231558585959,0.21195504800747814,4.138071952941924e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO
moon_1.0atm_edge_200nm,edge_200nm,101325.0,baseline_180K,0.1,180.0,3e-06,swept,0.00025498,converged,223.31250901795698,2.4406714111057934,0.0032986407650571607,17.444303862769946,0.0002549799999999998,9.963405434696218,0.0008275182506054308,0.0253750596595988,0.739727874105206,0.007818719052142722,0.22792949062011594,5.06334277298013e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO
moon_1.0atm_edge_200nm,edge_200nm,101325.0,baseline_180K,0.1,180.0,1e-05,swept,0.00025498,converged,317.95181150840966,3.531134561658051,11.987545835026339,8.468381931973687,0.0002549799999999998,4.836760654243289,0.06219469800165788,3.3099105510933957,77.26470866920972,0.013569661392926072,0.31676261883207346,8.449139662280812e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO KINETIC_ESCAPE_SENSITIVITY_REQUIRED
moon_1.0atm_titania_stack,titania_stack,101325.0,middle_atmosphere,0.3,164.25,0.0,swept,5.02525e-21,converged,164.24552843908745,1.9682324932469992,3.9422436155817296e-08,29.410747063284358,4.849362480900554e-21,16.798102087306418,3.2049628313399527e-23,6.589379233468771e-22,3.85863567500875e-20,9.970252420633861e-20,5.8384212406072155e-18,3.10913411746435e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO
moon_1.0atm_titania_stack,titania_stack,101325.0,middle_atmosphere,0.3,164.25,1e-06,swept,5.02525e-21,converged,179.38745038821938,2.042856707601296,1.0733873565007672e-06,25.944544237532206,4.849362480900554e-21,14.818362205248746,1.9735660953179524e-22,4.454702011574455e-21,2.456198964301824e-19,1.0945903889294934e-19,6.0352673930553815e-18,3.565866675262871e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO
moon_1.0atm_titania_stack,titania_stack,101325.0,middle_atmosphere,0.3,164.25,3e-06,swept,5.02525e-21,converged,210.1354310971095,2.2169091725544825,0.00020165874457824743,20.4093335107894,4.849362480900554e-21,11.656897633726368,3.444058011358913e-21,9.304885113677747e-20,4.610248717068699e-18,1.3101626224221173e-19,6.4914026077486455e-18,4.583191754327431e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO
moon_1.0atm_titania_stack,titania_stack,101325.0,middle_atmosphere,0.3,164.25,1e-05,swept,5.02525e-21,converged,316.5009072244985,3.279211362452148,6.398745742266717,9.160762815732562,4.849362480900554e-21,5.23221761912945,8.524148647224784e-19,4.280555736707744e-17,1.6173638853455162e-15,2.4351952606730243e-19,9.2011344101931e-18,8.451625893188264e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO KINETIC_ESCAPE_SENSITIVITY_REQUIRED
moon_1.0atm_titania_stack,titania_stack,101325.0,middle_atmosphere,0.3,164.25,1.6751049043095798e-06,"leak 0.1%, quiet Sun",5.02525e-21,converged,189.69362727557976,2.0975553080108544,7.507455550169462e-06,23.895154672907168,4.849362480900554e-21,13.647842631259133,5.729064214705576e-22,1.3751311886389634e-20,7.299969376281148e-19,1.163978852843889e-19,6.179054079057845e-18,3.903652019991924e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO
moon_1.0atm_titania_stack,titania_stack,101325.0,middle_atmosphere,0.3,164.25,4.18776226077395e-06,"leak 0.1%, solar maximum",5.02525e-21,converged,228.7310317246806,2.340367316076523,0.0024126069307649637,17.760978756960746,4.849362480900554e-21,10.144275957626416,1.3191840697301527e-20,3.958397372913703e-19,1.8532403988738323e-17,1.4551194291354377e-19,6.812570485501917e-18,5.188631341704425e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO
moon_1.0atm_titania_stack,titania_stack,101325.0,middle_atmosphere,0.3,164.25,9.635751896369723e-10,"titania film, quiet Sun",5.02525e-21,converged,164.26005099624817,1.9683010412713515,3.955922821414164e-08,29.407122633050435,4.849362480900554e-21,16.796031975012202,3.211088836479047e-23,6.602578938162148e-22,3.866131084818396e-20,9.971165610919612e-20,5.838602412980618e-18,3.109009328545436e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO
moon_1.0atm_titania_stack,titania_stack,101325.0,middle_atmosphere,0.3,164.25,9.635751896369722e-08,"titania film, solar maximum",5.02525e-21,converged,165.69841486884786,1.9751178851781066,5.557920520889995e-08,29.05123722459607,4.849362480900554e-21,16.592766161677524,3.872998217363076e-23,8.035982296302179e-22,4.677453495278045e-20,1.0061814867397772e-19,5.856617073684573e-18,3.158918837834016e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO
moon_1.0atm_titania_stack,titania_stack,101325.0,middle_atmosphere_top,0.1,168.74,0.0,swept,5.02525e-21,converged,168.7439997868901,2.0207107313835366,1.7037105889166995e-07,27.883258256088894,5.02524999999999e-21,15.92566886195257,7.455790759544345e-23,1.6020363231668923e-21,5.632691153304368e-20,1.0797825868018884e-19,3.796469366030412e-18,3.307864435093165e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO
moon_1.0atm_titania_stack,titania_stack,101325.0,middle_atmosphere_top,0.1,168.74,1e-06,swept,5.02525e-21,converged,182.88854565698557,2.089346694500751,2.9598414931747358e-06,24.881639383984776,5.02524999999999e-21,14.211278536120439,3.5742492932834497e-22,8.340292512565762e-21,2.7818460887296507e-19,1.1726114075906807e-19,3.911163131138663e-18,3.705182693901853e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO
moon_1.0atm_titania_stack,titania_stack,101325.0,middle_atmosphere_top,0.1,168.74,3e-06,swept,5.02525e-21,converged,211.5908022182346,2.2471372168352075,0.000298191932629176,19.996299390931057,5.02524999999999e-21,11.420991034822508,4.419026803387536e-21,1.209188266446412e-19,3.669864220863321e-18,1.3750704864025078e-19,4.173313717345211e-18,4.638976360030211e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO
moon_1.0atm_titania_stack,titania_stack,101325.0,middle_atmosphere_top,0.1,168.74,1e-05,swept,5.02525e-21,converged,313.0229106711407,3.167081576253958,4.342946457456876,9.590486379139854,5.02524999999999e-21,5.477656481049698,7.22280366494979e-19,3.433905066124289e-17,8.143789795694691e-16,2.3891320093997053e-19,5.666024104934487e-18,8.103839017434373e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO KINETIC_ESCAPE_SENSITIVITY_REQUIRED
moon_1.0atm_titania_stack,titania_stack,101325.0,middle_atmosphere,10.0,163.2,0.0,swept,5.02525e-21,converged,163.20427568997277,1.956538556291852,2.7788822912603774e-08,29.775294461670526,1.0686863154744083e-22,17.006315241517573,5.820964363303983e-25,1.1857399391651611e-23,3.324959946401444e-21,2.1769314629131498e-21,6.104382319569584e-19,3.0721761024840964e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO
moon_1.0atm_titania_stack,titania_stack,101325.0,middle_atmosphere,10.0,163.2,1e-06,swept,5.02525e-21,converged,181.68916969916202,2.068449121286883,1.9869158988639358e-06,25.298928355113155,1.0686863154744083e-22,14.449615315592194,6.103088721067478e-24,1.4133494618991251e-22,3.663248513697052e-20,2.4748570731092505e-21,6.414561111091409e-19,3.6464313894931446e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO
moon_1.0atm_titania_stack,titania_stack,101325.0,middle_atmosphere,10.0,163.2,3e-06,swept,5.02525e-21,converged,219.38104189170681,2.3497687872772706,0.001286734810800313,18.44385854922765,1.0686863154744083e-22,10.534306324389126,2.080107041400604e-22,6.1910324196319755e-21,1.3987834682544722e-18,3.1807361322445e-21,7.186460701699502e-19,4.953198858117384e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO
moon_1.0atm_titania_stack,titania_stack,101325.0,middle_atmosphere,10.0,163.2,1e-05,swept,5.02525e-21,converged,316.0635191278845,3.99610652382275,28.08618719206072,7.5277394728504,1.0686863154744083e-22,4.299507791471453,4.062380182832691e-20,2.5584074160451088e-18,4.384708901755266e-16,6.7303769511526646e-21,1.1534810110700226e-18,9.216068769217847e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO KINETIC_ESCAPE_SENSITIVITY_REQUIRED EARTH_TIDES_REQUIRE_REVIEW
moon_1.0atm_titania_stack,titania_stack,101325.0,baseline_180K,0.1,180.0,0.0,swept,5.02525e-21,converged,179.99999407648068,2.1677816397001424,4.899402151476387e-06,24.366210048975596,5.02524999999999e-21,13.916888374264081,4.742488828984147e-22,1.1426898583599786e-20,3.8143106645818177e-19,1.21082039785289e-19,4.041731115958273e-18,3.6998781608076215e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO
moon_1.0atm_titania_stack,titania_stack,101325.0,baseline_180K,0.1,180.0,1e-06,swept,5.02525e-21,converged,194.28434822576736,2.2495462641645396,5.790379268803398e-05,21.754207373676937,5.02524999999999e-21,12.425029378041613,1.8262775926557176e-21,4.7782016016702195e-20,1.5181141847451742e-18,1.3147868481415358e-19,4.1772966703254304e-18,4.138071952941924e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO
moon_1.0atm_titania_stack,titania_stack,101325.0,baseline_180K,0.1,180.0,3e-06,swept,5.02525e-21,converged,223.31250901795698,2.4406714111057934,0.0032986407650571607,17.444303862769946,5.02524999999999e-21,9.963405434696218,1.6309067726311613e-20,5.015812713586819e-19,1.4578859123645703e-17,1.5455029841029743e-19,4.492127510937078e-18,5.06334277298013e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO
moon_1.0atm_titania_stack,titania_stack,101325.0,baseline_180K,0.1,180.0,1e-05,swept,5.02525e-21,converged,317.95181150840966,3.531134561658051,11.987545835026339,8.468381931973687,5.02524999999999e-21,4.836760654243289,1.2257585149142321e-18,6.548359021652994e-17,1.5227644412893e-15,2.684634923858897e-19,6.242887090304633e-18,8.449139662280812e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO KINETIC_ESCAPE_SENSITIVITY_REQUIRED
moon_1.2atm_edge_200nm_no_n2o,edge_200nm,121590.0,middle_atmosphere,0.3,197.69,0.0,swept,0.000204007,converged,197.68989734318637,2.5037930349478876,0.0006772705966842254,19.20848466949834,0.00015436829036115835,10.971026534157701,0.00021123229294800114,0.006101154942168039,0.302106379246739,0.0044587162526463706,0.22077895676206608,4.346816135912264e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO
moon_1.2atm_edge_200nm_no_n2o,edge_200nm,121590.0,middle_atmosphere,0.3,197.69,1e-06,swept,0.000204007,converged,213.39261200726443,2.6413237653471433,0.006023089405665409,16.868442685442417,0.00015436829036115835,9.634499309868799,0.0006873768863811938,0.02188208541381415,1.0307713620714871,0.004914189263259679,0.2314864175225945,4.8402672531001234e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO
moon_1.2atm_edge_200nm_no_n2o,edge_200nm,121590.0,middle_atmosphere,0.3,197.69,3e-06,swept,0.000204007,converged,245.25549576937283,2.985609275349325,0.2173821783158303,12.984471842581737,0.00015436829036115835,7.4161490387210325,0.004664325815161799,0.1810535344460697,7.7962106497178665,0.005992060950252329,0.25801964892340085,5.945234061163716e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO KINETIC_ESCAPE_SENSITIVITY_REQUIRED
moon_1.2atm_edge_200nm_no_n2o,edge_200nm,121590.0,middle_atmosphere,0.3,197.69,1e-05,swept,0.000204007,converged,309.1064700506009,4.425877055536178,48.4010864031385,6.9497401541252275,0.00015436829036115835,3.9693804559961894,0.07702746672402958,4.9969858878081315,182.4565513977883,0.01001430010964046,0.3656553577878844,8.772664302398744e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO KINETIC_ESCAPE_SENSITIVITY_REQUIRED EARTH_TIDES_REQUIRE_REVIEW
moon_1.2atm_edge_200nm_no_n2o,edge_200nm,121590.0,middle_atmosphere,0.3,197.69,1.6751049043095798e-06,"leak 0.1%, quiet Sun",0.000204007,converged,224.10181683645496,2.745992551987779,0.022463054814813057,15.450099326185816,0.00015436829036115835,8.824405078247304,0.0013930624877127133,0.04738056482297273,2.162150669556175,0.005250343651186373,0.2395926279736651,5.260961603400996e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO
moon_1.2atm_edge_200nm_no_n2o,edge_200nm,121590.0,middle_atmosphere,0.3,197.69,4.18776226077395e-06,"leak 0.1%, solar maximum",0.000204007,converged,263.69505742021846,3.242967821822111,1.1883394280618271,11.118120562171137,0.00015436829036115835,6.350172738572901,0.011407198888461293,0.4991317081068543,20.515286825556903,0.006754516091013212,0.2776237869169998,6.611839528262315e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO KINETIC_ESCAPE_SENSITIVITY_REQUIRED
moon_1.2atm_edge_200nm_no_n2o,edge_200nm,121590.0,middle_atmosphere_top,0.1,184.53,0.0,swept,0.000204007,converged,184.53397075947626,2.2686007467345815,2.4606763273906987e-05,22.711279947873813,0.00020400700000000005,12.971666387014107,4.560908170606028e-05,0.0011417258813057431,0.03674764700501211,0.005106879225691397,0.16437027324659723,3.866457018911894e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO
moon_1.2atm_edge_200nm_no_n2o,edge_200nm,121590.0,middle_atmosphere_top,0.1,184.53,1e-06,swept,0.000204007,converged,198.9846266115893,2.36117073937546,0.0002532637849237272,20.236205968359123,0.00020400700000000005,11.558014931916366,0.0001622906672145674,0.004415713465109512,0.1354737124481254,0.005550759463485256,0.17029682685859301,4.31742768400232e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO
moon_1.2atm_edge_200nm_no_n2o,edge_200nm,121590.0,middle_atmosphere_top,0.1,184.53,3e-06,swept,0.000204007,converged,228.38024306494458,2.5805198730921535,0.011678776733760225,16.132819298056834,0.00020400700000000005,9.214344162754584,0.0012838279742538575,0.04120401259035388,1.1594096105831124,0.0065475337545949025,0.18423626932081427,5.260479986680399e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO
moon_1.2atm_edge_200nm_no_n2o,edge_200nm,121590.0,middle_atmosphere_top,0.1,184.53,1e-05,swept,0.000204007,converged,316.4847226122452,3.7779472763257393,19.54681550246462,7.951835091073824,0.00020400700000000005,4.541732223049725,0.06329717630866771,3.4964096330019547,80.1188908237804,0.011268939336590187,0.2582234392349784,8.436866216229952e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO KINETIC_ESCAPE_SENSITIVITY_REQUIRED EARTH_TIDES_REQUIRE_REVIEW
moon_1.2atm_edge_200nm_no_n2o,edge_200nm,121590.0,middle_atmosphere,10.0,249.44,0.0,swept,0.000204007,converged,239.8970969248208,4.291788827707158,7.027459028096268,9.234484801507154,1.3704869908265105e-06,5.274324317080914,0.00026579009121404886,0.014605281874738418,2.89455749604732,7.530886014318517e-05,0.014925136503066632,6.196278602822645e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO KINETIC_ESCAPE_SENSITIVITY_REQUIRED EARTH_TIDES_REQUIRE_REVIEW
moon_1.2atm_edge_200nm_no_n2o,edge_200nm,121590.0,middle_atmosphere,10.0,249.44,1e-06,swept,0.000204007,converged,247.28898397318778,4.647560979084872,16.56257857026329,8.272678396286793,1.3704869908265105e-06,4.724983555747916,0.0004137441236133187,0.02505718345804244,4.835125173754482,8.299947236977496e-05,0.0160158797949269,6.629931211062262e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO KINETIC_ESCAPE_SENSITIVITY_REQUIRED EARTH_TIDES_REQUIRE_REVIEW
moon_1.2atm_edge_200nm_no_n2o,edge_200nm,121590.0,middle_atmosphere,10.0,249.44,3e-06,swept,0.000204007,converged,254.08005497523058,5.1926724990681485,42.504813759327085,7.206335890152287,1.3704869908265105e-06,4.115936453355771,0.0006706649805018138,0.04628589553770811,8.646506740048203,9.458406139786844e-05,0.0176689186819674,7.053759301793203e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO KINETIC_ESCAPE_SENSITIVITY_REQUIRED EARTH_TIDES_REQUIRE_REVIEW
moon_1.2atm_edge_200nm_no_n2o,edge_200nm,121590.0,middle_atmosphere,10.0,249.44,1e-05,swept,0.000204007,converged,256.35446909914936,6.481791369664938,155.9286183872411,5.721897410482284,1.3704869908265105e-06,3.2680916478441215,0.0013004491803422348,0.11528616356930337,20.404341949722163,0.00012149508783760977,0.02150325104677347,8.078503143762287e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO KINETIC_ESCAPE_SENSITIVITY_REQUIRED EARTH_TIDES_REQUIRE_REVIEW
moon_1.2atm_edge_200nm_no_n2o,edge_200nm,121590.0,baseline_180K,0.1,180.0,0.0,swept,0.000204007,converged,179.99999145900597,2.1989298638585146,7.083150651170422e-06,24.021058792959085,0.00020400700000000005,13.71975342826452,2.3025841111733716e-05,0.0005497484084751124,0.018046629871229528,0.004870724288574657,0.1598916105724277,3.7044430137078414e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO
moon_1.2atm_edge_200nm_no_n2o,edge_200nm,121590.0,baseline_180K,0.1,180.0,1e-06,swept,0.000204007,converged,194.3880545977243,2.2845377516748324,8.345555595783384e-05,21.409577435947558,0.00020400700000000005,12.228192185709727,8.848990693835117e-05,0.0022955036775716797,0.07174055333982167,0.0052921156203341755,0.16539259189630817,4.13995868754804e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO
moon_1.2atm_edge_200nm_no_n2o,edge_200nm,121590.0,baseline_180K,0.1,180.0,3e-06,swept,0.000204007,converged,223.64060526926986,2.485714005130814,0.004710577808463029,17.103074597621948,0.00020400700000000005,9.768510554304408,0.000785840755658501,0.02399988278257904,0.6865423941078009,0.006230453245865116,0.17822879913804715,5.05575162176893e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO
moon_1.2atm_edge_200nm_no_n2o,edge_200nm,121590.0,baseline_180K,0.1,180.0,1e-05,swept,0.000204007,converged,316.54736458231366,3.623934676213993,14.436140373645463,8.288137462081341,0.00020400700000000005,4.733813082071489,0.05404054220403093,2.8639121368830747,65.92674988693243,0.010811477817954336,0.24887830350414614,8.406557392813846e-05,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO KINETIC_ESCAPE_SENSITIVITY_REQUIRED EARTH_TIDES_REQUIRE_REVIEW
moon_1.2atm_edge_200nm_slow_mixing,edge_200nm,121590.0,middle_atmosphere,0.3,198.51,0.0,swept,0.000706022,converged,198.50979348303593,2.5203729352890445,0.0008217712410568793,19.003310448839056,0.00020500742485205092,10.853840204381648,0.0003116693749197942,0.05381968915503343,0.44836563831232007,0.03540109092480012,0.2949224155443867,0.0015670223103795187,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO
moon_1.2atm_edge_200nm_slow_mixing,edge_200nm,121590.0,middle_atmosphere,0.3,198.51,1e-06,swept,0.000706022,converged,214.22486747171303,2.6602171048434524,0.00716161843232696,16.68357214745481,0.00020500742485205092,9.528909534696858,0.001002500443007623,0.18881838056018244,1.512841648099462,0.0386126213044309,0.30937020791266123,0.001713574405543419,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO
moon_1.2atm_edge_200nm_slow_mixing,edge_200nm,121590.0,middle_atmosphere,0.3,198.51,3e-06,swept,0.000706022,converged,246.08492056172722,3.0108568200835792,0.2501731010686959,12.832193586965566,0.00020500742485205092,7.32917451617615,0.0066761847189424905,1.506586565186726,11.24247632188099,0.0462631645240863,0.34522578639406765,0.0019559956301132254,MOLECULAR_LIMIT_ONLY PRESCRIBED_LOWER_ATMOSPHERE NO_IR_COOLING NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION FIXED_MIXING_RATIO KINETIC_ESCAPE_SENSITIVITY_REQUIRED
