cycle_net,cycle_balance_feasible,minimum_capacity,worst_single_cycle_deficit,deficit_duration_days,deficit_start_phase,deficit_end_phase,day_usable_assimilation,night_temperature_K,night_demand_fraction,units,capacity,last_cycle_unmet,last_cycle_spill,ledger_residual
-0.3691323749999992,False,,3.4774258946384453,21.245618916666665,0.3902777777777778,0.10972222222222222,1.0,268.0,0.1,day-reference-maintenance equivalents,1.0,2.4774258946384715,2.108293519638451,-1.7763568394002505e-14
-0.3691323749999992,False,,3.4774258946384453,21.245618916666665,0.3902777777777778,0.10972222222222222,1.0,268.0,0.1,day-reference-maintenance equivalents,2.0,1.477425894638441,1.1082935196384527,-1.4355183708403274e-13
-0.3691323749999992,False,,3.4774258946384453,21.245618916666665,0.3902777777777778,0.10972222222222222,1.0,268.0,0.1,day-reference-maintenance equivalents,4.0,0.21569064463851403,0.0,-5.0182080713057076e-14
-0.3691323749999992,False,,3.4774258946384453,21.245618916666665,0.3902777777777778,0.10972222222222222,1.0,268.0,0.1,day-reference-maintenance equivalents,8.0,0.0,0.0,-3.8191672047105385e-14
-0.3691323749999992,False,,3.4774258946384453,21.245618916666665,0.3902777777777778,0.10972222222222222,1.0,268.0,0.1,day-reference-maintenance equivalents,16.0,0.0,0.0,4.973799150320701e-14
-0.9228309374999988,False,,4.031124457138443,21.245618916666665,0.3902777777777778,0.10972222222222222,1.0,268.0,0.25,day-reference-maintenance equivalents,1.0,3.0311244571385028,2.108293519638451,-1.7763568394002505e-14
-0.9228309374999988,False,,4.031124457138443,21.245618916666665,0.3902777777777778,0.10972222222222222,1.0,268.0,0.25,day-reference-maintenance equivalents,2.0,2.0311244571384792,1.1082935196384527,1.9273471707492718e-13
-0.9228309374999988,False,,4.031124457138443,21.245618916666665,0.3902777777777778,0.10972222222222222,1.0,268.0,0.25,day-reference-maintenance equivalents,4.0,0.9228309375000184,0.0,1.170175067954915e-12
-0.9228309374999988,False,,4.031124457138443,21.245618916666665,0.3902777777777778,0.10972222222222222,1.0,268.0,0.25,day-reference-maintenance equivalents,8.0,0.0,0.0,1.1093348462054564e-12
-0.9228309374999988,False,,4.031124457138443,21.245618916666665,0.3902777777777778,0.10972222222222222,1.0,268.0,0.25,day-reference-maintenance equivalents,16.0,0.0,0.0,-1.3535839116229909e-12
-1.8456618749999985,False,,4.953955394638431,21.245618916666665,0.3902777777777778,0.10972222222222222,1.0,268.0,0.5,day-reference-maintenance equivalents,1.0,3.953955394638555,2.108293519638451,-1.7763568394002505e-14
-1.8456618749999985,False,,4.953955394638431,21.245618916666665,0.3902777777777778,0.10972222222222222,1.0,268.0,0.5,day-reference-maintenance equivalents,2.0,2.95395539463849,1.1082935196384527,-1.270095140171179e-13
-1.8456618749999985,False,,4.953955394638431,21.245618916666665,0.3902777777777778,0.10972222222222222,1.0,268.0,0.5,day-reference-maintenance equivalents,4.0,1.8456618749999774,0.0,-4.3920422854171193e-13
-1.8456618749999985,False,,4.953955394638431,21.245618916666665,0.3902777777777778,0.10972222222222222,1.0,268.0,0.5,day-reference-maintenance equivalents,8.0,0.9367942598194439,0.0,8.411049634560186e-13
-1.8456618749999985,False,,4.953955394638431,21.245618916666665,0.3902777777777778,0.10972222222222222,1.0,268.0,0.5,day-reference-maintenance equivalents,16.0,0.0,0.0,1.3571366253017914e-12
-3.691323749999998,False,,6.799617269638411,21.245618916666665,0.3902777777777778,0.10972222222222222,1.0,268.0,1.0,day-reference-maintenance equivalents,1.0,5.799617269638495,2.108293519638451,-1.7763568394002505e-14
-3.691323749999998,False,,6.799617269638411,21.245618916666665,0.3902777777777778,0.10972222222222222,1.0,268.0,1.0,day-reference-maintenance equivalents,2.0,4.799617269638442,1.1082935196384527,-7.904787935331115e-14
-3.691323749999998,False,,6.799617269638411,21.245618916666665,0.3902777777777778,0.10972222222222222,1.0,268.0,1.0,day-reference-maintenance equivalents,4.0,3.6913237499999565,0.0,-3.5216274341109965e-13
-3.691323749999998,False,,6.799617269638411,21.245618916666665,0.3902777777777778,0.10972222222222222,1.0,268.0,1.0,day-reference-maintenance equivalents,8.0,3.6913237499999565,0.0,-4.2366110619695974e-13
-3.691323749999998,False,,6.799617269638411,21.245618916666665,0.3902777777777778,0.10972222222222222,1.0,268.0,1.0,day-reference-maintenance equivalents,16.0,0.31944175981982226,0.0,-1.7763568394002505e-13
-0.7382647499999992,False,,3.84655826963844,21.245618916666665,0.3902777777777778,0.10972222222222222,1.0,278.0,0.1,day-reference-maintenance equivalents,1.0,2.8465582696384923,2.108293519638451,-1.7763568394002505e-14
