deposited_heat_w_m2,lower_temperature_k,lower_pressure_pa,lower_radius_R,oxygen_mole_fraction,conductivity_multiplier,heating_shape,exobase_temperature_k,max_temperature_k,exobase_radius_R,exobase_pressure_pa,jeans_lambda_N2,jeans_lambda_O2,N2_loss_kg_s,O2_loss_kg_s,molecular_loss_kg_s,max_mach,lower_conductive_flux_W_m2,upper_energy_to_infinity_W_m2,net_energy_boundary_residual_W_m2,max_scaled_BC_residual,max_collocation_residual,mesh_nodes,domain_flags,numerical_status
1e-07,150.0,0.1,1.2986636222332653,0.175,1.0,high,152.09774216435252,152.09774216435252,1.8455084773912889,4.1337359943887194e-08,33.87171578485549,38.68959718148478,5.621220041030649e-10,1.172513373399375e-12,5.632945174764642e-10,1.8708705140022053e-14,-9.999999996867701e-08,1.359615218624626e-18,8.594454097285254e-21,9.895188973985115e-07,2.1157347133961943e-08,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
3e-07,150.0,0.1,1.2986636222332653,0.175,1.0,high,156.29964185376,156.29964185376,1.859368843110837,4.0723370951703084e-08,32.715418180227715,37.368828879426495,1.7038774030261283e-09,4.188903788764222e-12,1.7080663068148924e-09,5.750830219613289e-14,-2.999999999049296e-07,4.238484182897083e-18,3.333829594528352e-22,5.8611379927242527e-08,3.988107621889285e-09,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
1e-06,150.0,0.1,1.2986636222332653,0.175,1.0,high,171.07564759371925,171.07564759371925,1.910105611477705,3.858869208984718e-08,29.095808863538366,33.23436969505667,5.425969377058201e-08,2.231219006030836e-10,5.448281567118509e-08,1.919112649946498e-12,-9.999999969544506e-07,1.4820672278654198e-16,9.008148146811176e-21,1.3160315859295224e-07,1.3280752473684634e-08,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
3e-06,150.0,0.1,1.2986636222332653,0.175,1.0,high,213.9470994127294,213.9470994127294,2.0777239282670146,3.261362979846972e-08,21.388570712337717,24.43086114692905,8.028776352247807e-05,9.867264187136504e-07,8.127448994119172e-05,3.2015057196179493e-09,-2.9999953998169226e-06,2.777618909282772e-13,2.6181919286422076e-18,7.321192327935932e-08,3.8625845069251175e-08,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
1e-05,150.0,0.1,1.2986636222332653,0.175,1.0,high,360.8780635173088,360.90324712756365,3.094799102894007,1.4699748144869924e-08,8.51300840624421,9.723890815931027,10.261225068105292,0.7812981099329832,11.042523178038275,0.0005649309790192721,-9.347356650387727e-06,6.503811008654581e-08,-8.52565131191055e-19,1.7262635765291633e-12,1.366458128247926e-07,90,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO"", ""KINETIC_ESCAPE_SENSITIVITY_REQUIRED""]",converged
3e-05,150.0,0.1,1.2986636222332653,0.175,1.0,high,451.80081516763767,455.04494321517456,4.6732177452718435,6.446779417523395e-09,4.503114407143316,5.143633218380197,292.5307871973123,39.01909189659683,331.5498790939091,0.01897881890866788,-9.831925637429838e-06,2.5173671390966136e-06,-4.29179566505903e-14,2.8593340317684123e-08,7.506615527851723e-07,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO"", ""KINETIC_ESCAPE_SENSITIVITY_REQUIRED"", ""EARTH_TIDES_REQUIRE_REVIEW""]",converged
0.0,150.0,10.0,1.1891850748926867,0.175,1.0,low,149.999999999422,150.0,1.838678617618672,4.164502885223326e-08,34.472987630833615,39.37639337643463,3.1560071987237687e-10,6.043775011155954e-13,3.1620509737349246e-10,1.042944805971038e-14,1.9235179494448845e-17,7.5252878929758465e-19,-2.5037089277034066e-33,7.105427357601002e-16,9.25972971553643e-15,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
1e-08,150.0,10.0,1.1891850748926867,0.175,1.0,low,150.09179970463967,150.091799704729,1.839199954355679,4.162142292969575e-08,34.442137451345396,39.34115509606652,3.251062620546413e-10,6.253167108649635e-13,3.257315787655062e-10,1.0746948709434183e-14,-9.999999980184816e-09,7.756836140334225e-19,1.1622833079603514e-23,4.95105467734902e-10,1.698392021966195e-10,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
1e-07,150.0,10.0,1.1891850748926867,0.175,1.0,low,150.9182384647156,150.91823847871245,1.8439084928506642,4.140912880976281e-08,34.16606132990493,39.025810163503806,4.239713118797074e-10,8.481127127051679e-13,4.2481942459241255e-10,1.405471537473244e-14,-9.99999999741501e-08,1.0173188756077572e-18,1.2382434655389176e-21,3.571409962432881e-07,1.3852306875916766e-08,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
3e-07,150.0,10.0,1.1891850748926867,0.175,1.0,low,152.75635262408116,152.75635262675894,1.8544796387275684,4.093838255979062e-08,33.56252748543848,38.33643022550139,7.57355160649594e-10,1.65071477757964e-12,7.590058754271736e-10,2.5263388863636803e-14,-2.999999999537947e-07,1.840144540562292e-18,3.453734767557246e-23,1.858426514900202e-08,5.002310959895238e-09,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
1e-06,150.0,10.0,1.1891850748926867,0.175,1.0,low,159.2072488174728,159.20724882627192,1.8926946501546291,3.930191481857773e-08,31.552415769921996,36.04040208635738,5.215261074067062e-09,1.5125977819295414e-11,5.230387051886357e-09,1.7773054622964774e-13,-9.999999996810467e-07,1.3226564826755887e-17,2.7816109363969493e-22,4.160370394856727e-08,1.6649093128699816e-08,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
3e-06,150.0,10.0,1.1891850748926867,0.175,1.0,low,177.79852541621332,177.7985254541664,2.013626294662769,3.4722987117309654e-08,26.55638643432384,30.333742177868235,6.175635437659092e-07,3.6429205699427222e-09,6.212064643358519e-07,2.2307292657032998e-11,-2.9999999619297455e-06,1.758491984739773e-15,7.928035050522273e-20,3.6680823356505243e-07,5.393708611779516e-08,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
1e-05,150.0,10.0,1.1891850748926867,0.175,1.0,low,245.23132668808236,245.2331877554249,2.6609816213446913,1.988341917573283e-08,14.569954164539444,16.642370913810286,0.047704879718503186,0.0015426090169702643,0.04924748873547345,2.0769158131390985e-06,-9.996926388134807e-06,1.9428316481171775e-10,-4.577126658308027e-17,2.543621491213344e-09,1.7127438152157616e-07,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO"", ""KINETIC_ESCAPE_SENSITIVITY_REQUIRED""]",converged
3e-05,150.0,10.0,1.1891850748926867,0.175,1.0,low,297.6213905512842,328.68395146698185,5.256209102485812,5.0960015397302775e-09,6.077699630055512,6.9421859810846325,95.99813480207938,10.288017016454289,106.28615181853365,0.00493805114121927,-2.325897215561053e-05,5.232879038350449e-07,-7.54462834031246e-16,2.5148761134374864e-11,2.0498704122597877e-08,241,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO"", ""KINETIC_ESCAPE_SENSITIVITY_REQUIRED"", ""EARTH_TIDES_REQUIRE_REVIEW""]",converged
0.0,150.0,10.0,1.1891850748926867,0.175,1.0,middle,149.999999999422,150.0,1.838678617618672,4.164502885223326e-08,34.472987630833615,39.37639337643463,3.1560071987237687e-10,6.043775011155954e-13,3.1620509737349246e-10,1.042944805971038e-14,1.9235179494448845e-17,7.5252878929758465e-19,-2.5037089277034066e-33,7.105427357601002e-16,9.25972971553643e-15,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
1e-08,150.0,10.0,1.1891850748926867,0.175,1.0,middle,150.18360345557517,150.18360345557517,1.8395911970188699,4.1603720797456383e-08,34.41376312584803,39.3087448328616,3.3409313169799125e-10,6.451991801200407e-13,3.347383308781113e-10,1.1047487932308832e-14,-9.999999979636372e-09,7.976275947424254e-19,5.244844451109562e-23,1.764200163734131e-09,3.358646968676694e-10,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
1e-07,150.0,10.0,1.1891850748926867,0.175,1.0,middle,151.83688751925422,151.83688751925422,1.8478551614021335,4.1232433182841224e-08,33.886817849040895,38.70684734925466,5.544072183877393e-10,1.1539402401858096e-12,5.555611586279252e-10,1.8436027641842694e-14,-9.999999996618794e-08,1.3386421030872406e-18,1.4060709376043142e-23,4.167943501443006e-09,3.323272559523824e-09,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
3e-07,150.0,10.0,1.1891850748926867,0.175,1.0,middle,155.5164096500171,155.5164096500171,1.8665532994366338,4.0410481815953085e-08,32.753626413405954,37.41247181620808,1.6459916953074455e-09,4.024679155461661e-12,1.6500163744629072e-09,5.541447111442703e-14,-2.9999999989948354e-07,4.073857904285799e-18,-3.705774051275951e-21,9.836708798616201e-08,1.0259038840470459e-08,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
1e-06,150.0,10.0,1.1891850748926867,0.175,1.0,middle,168.4574276340326,168.4574276340326,1.9358816602578612,3.756792539604796e-08,29.15459669070549,33.30151944816389,5.165866716368539e-08,2.1065904960648488e-10,5.1869326213291873e-08,1.8130196574293914e-12,-9.999999968291569e-07,1.3893413743540712e-16,1.378250689874495e-20,2.806028049917586e-07,3.4845964074313875e-08,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
3e-06,150.0,10.0,1.1891850748926867,0.175,1.0,middle,206.03840226181606,206.03840226181606,2.1755475259210155,2.9746623605082688e-08,21.210907968797105,24.22792781974233,9.694538925757962e-05,1.2218843798618313e-06,9.816727363744144e-05,3.7947890248044566e-09,-2.9999939383053527e-06,3.231363382849546e-13,8.435746367330804e-18,2.7958062460697873e-07,1.0243445678397683e-07,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
1e-05,150.0,10.0,1.1891850748926867,0.175,1.0,middle,316.91605985933666,317.9852689729009,3.7460015137055236,1.0033187339082752e-08,8.008732939521755,9.147887675141792,17.16948291989292,1.4034700365275603,18.572952956420483,0.0008904302631517282,-8.817412884557299e-06,9.627106132982976e-08,-3.53458510908645e-17,3.5345837855974695e-12,3.3309136669648e-07,157,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO"", ""KINETIC_ESCAPE_SENSITIVITY_REQUIRED"", ""EARTH_TIDES_REQUIRE_REVIEW""]",converged
3e-05,150.0,10.0,1.1891850748926867,0.175,1.0,middle,324.3208443405513,357.2175287776858,6.035590414237604,3.864873631184578e-09,4.857148550355866,5.548024849332354,257.91710459164955,32.75842901707084,290.6755336087204,0.01409752062291564,-1.1415688627931362e-05,1.57742797447583e-06,-5.3652688947181375e-15,1.7884229649060458e-10,6.513605111504425e-07,172,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO"", ""KINETIC_ESCAPE_SENSITIVITY_REQUIRED"", ""EARTH_TIDES_REQUIRE_REVIEW""]",converged
0.0,150.0,10.0,1.1891850748926867,0.175,1.0,high,149.999999999422,150.0,1.838678617618672,4.164502885223326e-08,34.472987630833615,39.37639337643463,3.1560071987237687e-10,6.043775011155954e-13,3.1620509737349246e-10,1.042944805971038e-14,1.9235179494448845e-17,7.5252878929758465e-19,-2.5037089277034066e-33,7.105427357601002e-16,9.25972971553643e-15,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
1e-08,150.0,10.0,1.1891850748926867,0.175,1.0,high,150.2754092315829,150.2754092315829,1.8398521398974994,4.1591920476124334e-08,34.38786131934585,39.27915877745752,3.425043601839695e-10,6.638826090399469e-13,3.4316824279300944e-10,1.1329164423815142e-14,-9.999999979122969e-09,8.1822218422419265e-19,1.191763030933701e-22,3.41967663075593e-09,1.873788394401229e-10,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
1e-07,150.0,10.0,1.1891850748926867,0.175,1.0,high,152.7557391954208,152.7557391954208,1.8504979112822768,4.111474681202311e-08,33.63487924564104,38.419073232882184,7.059706422963573e-10,1.5229755645702405e-12,7.074936178609276e-10,2.3548764354073796e-14,-9.999999995693063e-08,1.7152043255347939e-18,3.7392655164324847e-23,9.838461068056859e-09,1.7008702185831057e-09,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
3e-07,150.0,10.0,1.1891850748926867,0.175,1.0,high,158.27834874958532,158.27834874958532,1.874711373134053,4.0059543302621115e-08,32.04203447064173,36.599663696359386,3.2538107199221837e-09,8.802762289355213e-12,3.2626134822115385e-09,1.1054095385867929e-13,-2.999999998010919e-07,8.200698107147207e-18,1.545437589809981e-21,2.2857073602722267e-07,6.716752588065538e-09,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
1e-06,150.0,10.0,1.1891850748926867,0.175,1.0,high,177.73030405472494,177.73030405472494,1.9660683690396534,3.642315827233531e-08,27.209208475406108,31.07942101979926,3.2916828937171227e-07,1.76972043740409e-09,3.3093800980911637e-07,1.1881580297058079e-11,-9.999999797192707e-07,9.361247719112394e-16,2.1170600502905333e-19,7.289638048746383e-07,2.8718145475587863e-08,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
3e-06,150.0,10.0,1.1891850748926867,0.175,1.0,high,234.5419284310655,234.5419284310655,2.303437432967128,2.653517676035687e-08,17.59863955032625,20.10185369613611,0.002818990486665234,5.9328536898698526e-05,0.0028783190235639328,1.1871237571358536e-07,-2.999820910362562e-06,1.0820042482119681e-11,1.0090136249741636e-16,1.496519892896231e-07,5.169375361276302e-08,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
1e-05,150.0,10.0,1.1891850748926867,0.175,1.0,high,357.69612798216974,358.18683029860574,3.935152632161307,9.091837269326696e-09,6.754608578947985,7.715377830223307,48.755955749014824,4.7529126568531,53.50886840586793,0.002725396641057595,-6.554806936109089e-06,3.151424174084776e-07,-1.1900041685424445e-14,1.1900041685424445e-09,1.2866900701576894e-08,241,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO"", ""KINETIC_ESCAPE_SENSITIVITY_REQUIRED"", ""EARTH_TIDES_REQUIRE_REVIEW""]",converged
3e-05,150.0,10.0,1.1891850748926867,0.175,1.0,high,411.0078289525515,415.9288886347332,5.294038244227332,5.02343364327673e-09,4.369571391516593,4.991095168231915,342.01722588515065,46.46787761100245,388.4851034961531,0.02121027244314483,-4.5809309158601315e-06,2.6881558703549358e-06,-8.470329472543003e-22,3.552713678800501e-16,9.747706202567424e-07,83,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO"", ""KINETIC_ESCAPE_SENSITIVITY_REQUIRED"", ""EARTH_TIDES_REQUIRE_REVIEW""]",converged
0.0,180.0,0.001,1.5437217429149315,0.175,1.0,low,179.9999945359067,180.0,2.198447683728273,2.913013840522724e-08,24.02632686207574,27.44380928172587,6.997998416944481e-06,5.913346591051678e-08,7.057131882854998e-06,2.549830483751338e-10,3.255930426435389e-13,2.0254423986749665e-14,-1.377666684877975e-26,4.973799150320701e-15,8.468456478392323e-15,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
1e-08,180.0,0.001,1.5437217429149315,0.175,1.0,low,180.04967393107378,180.04967415550334,2.1986717859577993,2.9124200704986942e-08,24.017249269916437,27.433440501288175,7.058294463672075e-06,5.971994374063652e-08,7.1180144074127114e-06,2.572182967245232e-10,-9.99967165639702e-09,2.0434916491269963e-14,-6.416331317149698e-17,2.799881876569543e-07,2.3644910371938353e-08,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
1e-07,180.0,0.001,1.5437217429149315,0.175,1.0,low,180.49691429474345,180.4969143481379,2.200691806836116,2.907075865843947e-08,23.93574777760799,27.340346312404073,7.6232224865643626e-06,6.525076654383656e-08,7.6884732531082e-06,2.781773898481684e-10,-9.999964521598564e-08,2.212860385210662e-14,2.4338562365722246e-19,3.1436572101029016e-08,2.1037958518918928e-09,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
3e-07,180.0,0.001,1.5437217429149315,0.175,1.0,low,181.49133518011976,181.49133526438644,2.2051997294279513,2.8952026070455464e-08,23.755937939013773,27.134960489357326,9.034292033073637e-06,7.932918563716758e-08,9.113621218710805e-06,3.306478841259442e-10,-2.999995793012059e-07,2.6377945438680486e-14,2.9586486905908847e-18,3.4120218259658943e-07,2.1775723119479798e-08,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
1e-06,180.0,0.001,1.5437217429149315,0.175,1.0,low,184.97801173865156,184.978011817713,2.2211877336404457,2.8536735315770353e-08,23.14038789865016,26.43185518291274,1.614938565599471e-05,1.547617142892957e-07,1.6304147370284004e-05,5.971796138521775e-10,-9.999992464447401e-07,4.811582161801834e-14,2.0842718097339345e-18,1.1533808503827459e-07,1.1254345491119467e-08,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
3e-06,180.0,0.001,1.5437217429149315,0.175,1.0,low,194.9945025554919,194.99450292194985,2.2687608196565296,2.735252314446202e-08,21.491410874505785,24.548329198256404,7.622882356963956e-05,9.232620192795727e-07,7.715208558891914e-05,2.901387134298512e-09,-2.999996421410225e-06,2.4029697494593833e-13,8.824723893225735e-18,1.8477945857853227e-07,2.7196385135463198e-08,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
1e-05,180.0,0.001,1.5437217429149315,0.175,1.0,low,230.7533649481596,230.7534383796013,2.461673209048305,2.323346700282732e-08,16.737768861576395,19.118533560107714,0.006410896239962705,0.00015244941224853536,0.006563345652211241,2.685011347840283e-07,-9.999691669192199e-06,2.4296749406836932e-11,1.0549085339818708e-16,7.447819996286854e-08,7.657211619311988e-08,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
3e-05,180.0,0.001,1.5437217429149315,0.175,1.0,low,332.58150012594143,333.46581804454036,3.3913056006072737,1.2241678371905884e-08,8.429678147544786,9.628707738622875,11.515937215637571,0.8871837066589011,12.403120922296472,0.00060915364945182,-2.939553104085309e-05,6.734643561660113e-08,-5.558723844066934e-14,4.170185263774329e-09,2.5315431373400314e-08,241,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO"", ""KINETIC_ESCAPE_SENSITIVITY_REQUIRED""]",converged
0.0,180.0,0.001,1.5437217429149315,0.175,1.0,middle,179.9999945359067,180.0,2.198447683728273,2.913013840522724e-08,24.02632686207574,27.44380928172587,6.997998416944481e-06,5.913346591051678e-08,7.057131882854998e-06,2.549830483751338e-10,3.255930426435389e-13,2.0254423986749665e-14,-1.377666684877975e-26,4.973799150320701e-15,8.468456478392323e-15,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
1e-08,180.0,0.001,1.5437217429149315,0.175,1.0,middle,180.09936253816664,180.0993625463395,2.19883993395853,2.9119746303435846e-08,24.008786896519727,27.42377444775851,7.114870869132646e-06,6.027101444936213e-08,7.175141883582009e-06,2.5931844611866426e-10,-9.999668950669717e-09,2.0604717330772478e-14,2.8777349873405308e-21,1.5381615980913921e-10,1.4943445053180534e-10,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
1e-07,180.0,0.001,1.5437217429149315,0.175,1.0,middle,180.9939797330991,180.99397973586642,2.2023791947762277,2.9026229730735355e-08,23.851724421438234,27.244371552085095,8.252142845263872e-06,7.148202768503196e-08,8.323624872948905e-06,3.0157226110817455e-10,-9.999961583719608e-08,2.4023928772024788e-14,2.2523887506430705e-18,1.112254849999772e-07,5.17059502408434e-09,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
3e-07,180.0,0.001,1.5437217429149315,0.175,1.0,middle,182.98400213285402,182.98400213285402,2.210302829296655,2.8818492519125207e-08,23.507752334138218,26.851473194533856,1.141626303184643e-05,1.0384168937186243e-07,1.1520104721218293e-05,4.1967182870364135e-10,-2.999994679360437e-07,3.36227778018489e-14,8.434279225896355e-20,4.00273094669501e-09,4.486593570208888e-09,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
1e-06,180.0,0.001,1.5437217429149315,0.175,1.0,middle,189.9709562365756,189.9709562365756,2.2386907798780564,2.809225522132508e-08,22.35603026032544,25.535931242544404,3.37808961159049e-05,3.61872800878747e-07,3.4142768916783644e-05,1.2673283917011088e-09,-9.999984191494065e-07,1.0353572889971813e-13,2.432214122085768e-17,5.705692096569237e-07,3.212815346434188e-08,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
