source_AU,departure_dv_km_s,arrival_vinf_km_s,total_endpoint_dv_km_s,flight_yr
2.77,4.861291677173307,6.321136944530106,11.182428621703414,1.2940326625396645
5.2,5.643045510020463,8.791018857500257,14.43406436752072,2.729108156371638
9.58,5.439085336953977,10.29718318985635,15.736268526810328,6.083614897107815
30.1,4.052158291135967,11.654489040809157,15.706647331945122,30.66011621493473
39.5,3.6859555512322304,11.813949389352642,15.499904940584875,45.56336052428287
