layer,p_pa,z_km,t_k,h2o,sw_heating_k_day,lw_heating_k_day,uv_heating_k_day,day_night_k,relaxation_days,O,O1D,O3,H,OH,HO2,H2O2,H2,NO,NO2,NO3,N2O5,HNO3,N2O,J(O2),J(O3*),J(NO2)
0,113980,3.43346,274.401,0.0042977,0.136431,-0.202208,0.000636179,,,4.2274e-18,2.33481e-23,3.52711e-09,1.93623e-22,2.57358e-14,1.90627e-12,1.15132e-10,5.3e-07,5.30469e-13,5.6552e-13,3.1625e-17,3.75183e-19,6.39825e-12,3.3e-07,1.01396e-34,6.75977e-06,0.00173309
1,99073.4,10.2327,267.092,0.00240848,0.121534,-0.169531,0.000733565,,,5.97242e-18,4.72053e-23,3.71131e-09,2.58363e-22,3.88001e-14,2.10371e-12,9.93741e-11,5.29179e-07,9.76534e-13,6.49255e-13,3.89063e-17,1.44005e-18,7.71213e-12,3.29995e-07,2.65812e-33,1.1602e-05,0.00240459
2,86116.1,16.8899,259.33,0.00122377,0.121296,-0.197509,0.000803889,,,8.31858e-18,7.80345e-23,3.99727e-09,2.92975e-22,5.10967e-14,1.88522e-12,6.9413e-11,5.28526e-07,1.98961e-12,8.74722e-13,5.08138e-17,7.76828e-18,9.12642e-12,3.29989e-07,5.16364e-32,1.60218e-05,0.00297577
3,74853.4,23.3893,250.952,0.000562215,0.116147,-0.238614,0.000859477,,,1.12469e-17,1.17046e-22,4.32229e-09,3.07976e-22,6.47804e-14,1.38197e-12,4.03407e-11,5.2804e-07,4.02032e-12,1.15893e-12,6.6535e-17,3.54239e-17,1.04068e-11,3.29983e-07,7.79637e-31,2.01498e-05,0.0034572
4,65063.8,29.7146,242.152,0.000233804,0.106103,-0.232785,0.000906869,,,1.46314e-17,1.64218e-22,4.61992e-09,2.94488e-22,7.74201e-14,8.27964e-13,2.0432e-11,5.27707e-07,7.66274e-12,1.40654e-12,8.22103e-17,8.12118e-17,1.11624e-11,3.29976e-07,9.28516e-30,2.41281e-05,0.00387038
5,56554.4,35.8546,233.186,8.89993e-05,0.0907846,-0.206772,0.000941408,,,1.83423e-17,2.18045e-22,4.85627e-09,2.45187e-22,8.3011e-14,4.22562e-13,9.64878e-12,5.27497e-07,1.33731e-11,1.54617e-12,8.9339e-17,1.00066e-16,1.10675e-11,3.29969e-07,8.75133e-29,2.79241e-05,0.00422251
6,49158,41.804,224.281,3.14759e-05,0.0702052,-0.186643,0.000970127,,,2.23492e-17,2.77824e-22,5.03464e-09,1.76271e-22,7.8682e-14,1.94946e-13,4.49602e-12,5.27374e-07,2.11598e-11,1.55542e-12,8.32731e-17,8.60182e-17,1.01346e-11,3.29962e-07,6.5619e-28,3.1532e-05,0.0045172
7,42728.8,47.5621,215.58,1.04691e-05,0.0524246,-0.160975,0.000990987,,,2.67655e-17,3.4622e-22,5.175e-09,1.11837e-22,6.70547e-14,8.49538e-14,2.13108e-12,5.27303e-07,3.06171e-11,1.44883e-12,6.81973e-17,5.93844e-17,8.70597e-12,3.29954e-07,3.96514e-27,3.51867e-05,0.00477118
8,37140.6,53.1312,207.156,3.29805e-06,0.0374523,-0.117212,0.00101176,,,3.18202e-17,4.27204e-22,5.29642e-09,6.51846e-23,5.3326e-14,3.62881e-14,1.03974e-12,5.27258e-07,4.12067e-11,1.2673e-12,5.2015e-17,3.59619e-17,7.2107e-12,3.29945e-07,1.97558e-26,3.90943e-05,0.00499248
9,32283.1,58.5152,199.036,9.8697e-07,0.0276156,-0.0721516,0.00102691,,,3.75363e-17,5.18724e-22,5.41128e-09,3.69706e-23,4.18438e-14,1.59204e-14,5.27973e-13,5.27225e-07,5.2509e-11,1.05577e-12,4.02299e-17,2.08017e-17,5.96354e-12,3.29937e-07,8.42008e-26,4.28598e-05,0.00517986
