layer,p_pa,z_km,t_k,h2o,sw_heating_k_day,lw_heating_k_day,uv_heating_k_day,day_night_k,relaxation_days,O,O1D,O3,H,OH,HO2,H2O2,H2,NO,NO2,NO3,N2O5,HNO3,N2O,J(O2),J(O3*),J(NO2)
0,113980,3.43346,274.401,0.0042977,0.136037,-0.201332,0.000560258,,,1.99178e-19,9.50074e-25,1.69145e-10,1.21544e-23,1.61554e-15,5.19827e-13,1.75042e-11,5.3e-07,7.84599e-14,9.27725e-15,1.31023e-20,2.52708e-24,5.55972e-15,3.3e-07,3.35863e-40,5.73585e-06,0.00171862
1,99073.4,10.2327,267.092,0.00240848,0.121103,-0.168273,0.000615131,,,6.00716e-19,4.00075e-24,3.83109e-10,3.55899e-23,5.40761e-15,9.19665e-13,3.54983e-11,5.23039e-07,9.84629e-14,1.39304e-14,4.54757e-20,3.48715e-23,3.77641e-14,3.2993e-07,2.39311e-39,9.5255e-06,0.00238335
2,86116.1,16.8899,259.33,0.00122377,0.120843,-0.196448,0.000651245,,,1.69834e-18,1.30123e-23,8.45277e-10,5.94874e-23,1.06134e-14,1.14741e-12,3.56781e-11,5.1666e-07,1.69077e-13,2.55834e-14,1.68505e-19,6.93863e-22,1.06971e-13,3.29854e-07,1.76145e-38,1.2634e-05,0.002948
3,74853.4,23.3893,250.952,0.000562215,0.115724,-0.238025,0.000692793,,,4.24169e-18,3.48111e-23,1.70488e-09,7.61054e-23,1.65295e-14,1.14986e-12,2.59623e-11,5.11376e-07,3.68392e-13,5.60351e-14,5.95625e-19,1.5334e-20,2.80814e-13,3.29772e-07,1.46731e-37,1.51933e-05,0.00342313
4,65063.8,29.7146,242.152,0.000233804,0.105773,-0.23258,0.000757551,,,8.95119e-18,7.65201e-23,2.98405e-09,8.25809e-23,2.25782e-14,9.18728e-13,1.33159e-11,5.07374e-07,9.31921e-13,1.30201e-13,1.88345e-18,2.05106e-19,6.88015e-13,3.29684e-07,1.32984e-36,1.74063e-05,0.00383028
5,56554.4,35.8546,233.186,8.89993e-05,0.090583,-0.206663,0.000836227,,,1.57476e-17,1.38082e-22,4.43884e-09,8.26827e-23,2.92588e-14,5.51789e-13,4.25937e-12,5.0458e-07,2.54215e-12,2.90642e-13,5.29799e-18,1.3535e-18,1.51827e-12,3.2959e-07,1.22705e-35,1.93465e-05,0.00417683
6,49158,41.804,224.281,3.14759e-05,0.0701427,-0.186463,0.000912575,,,2.33867e-17,2.08597e-22,5.64674e-09,7.61236e-23,3.56277e-14,2.40621e-13,8.16028e-13,5.0282e-07,6.95443e-12,5.86383e-13,1.23476e-17,5.45483e-18,2.82341e-12,3.2949e-07,1.07797e-34,2.11086e-05,0.00446657
7,42728.8,47.5621,215.58,1.04691e-05,0.0524526,-0.160848,0.000963732,,,3.05427e-17,2.77488e-22,6.36181e-09,5.63799e-23,3.55e-14,7.7565e-14,1.10847e-13,5.01868e-07,1.76622e-11,1.0231e-12,1.85098e-17,1.19613e-17,3.94096e-12,3.29385e-07,9.2677e-34,2.29404e-05,0.00471616
8,37140.6,53.1312,207.156,3.29805e-06,0.0375193,-0.117351,0.000994488,,,3.70288e-17,3.43875e-22,6.6684e-09,2.77586e-23,2.38401e-14,1.80772e-14,1.44106e-14,5.01418e-07,3.83435e-11,1.4684e-12,1.27847e-17,1.01495e-17,3.61381e-12,3.29273e-07,1.11476e-32,2.49942e-05,0.00493361
9,32283.1,58.5152,199.036,9.8697e-07,0.0276951,-0.0727651,0.00100661,,,4.33969e-17,4.10463e-22,6.79572e-09,1.07244e-23,1.26776e-14,3.93585e-15,2.3523e-15,5.01166e-07,6.79623e-11,1.70395e-12,5.23822e-18,4.21248e-18,2.37839e-12,3.29155e-07,2.49815e-31,2.70055e-05,0.00511766
10,28061,63.7187,191.225,2.80679e-07,0.0229877,-0.0340928,0.0010075,,,5.01822e-17,4.81562e-22,6.86818e-09,4.93249e-24,8.05584e-15,1.18468e-15,6.61076e-16,5.00971e-07,1.02902e-10,1.67822e-12,2.55748e-18,1.77e-18,1.58184e-12,3.29031e-07,6.66335e-30,2.89445e-05,0.0052743
11,24391.1,68.7692,185.414,1.20401e-07,0.0206168,-0.0199824,0.000999999,0.344675,353.349,6.00135e-17,5.65118e-22,6.92198e-09,4.11176e-24,8.44259e-15,6.95829e-16,5.67547e-16,5.00791e-07,1.41176e-10,1.58575e-12,3.08997e-18,1.75477e-18,1.84199e-12,3.28899e-07,1.5996e-28,3.07082e-05,0.00540896
12,21201.1,73.7204,181.773,1.20401e-07,0.0208592,-0.0211303,0.00126071,0.349168,352.563,9.09189e-17,7.85604e-22,8.20112e-09,1.57003e-24,3.15404e-15,2.5351e-17,6.54551e-17,4.95213e-07,1.41297e-09,1.38562e-11,1.3583e-18,5.78236e-18,6.18617e-12,3.24406e-07,3.45933e-27,3.22901e-05,0.00552641
13,18428.3,78.611,178.948,1.20401e-07,0.0213582,-0.0212619,0.00148657,0.357635,346.716,1.33655e-16,1.05718e-21,9.41637e-09,1.51987e-24,2.93979e-15,1.20667e-17,4.53094e-17,4.89607e-07,2.709e-09,2.32029e-11,1.0928e-18,6.68842e-18,8.15793e-12,3.19779e-07,6.74579e-26,3.37041e-05,0.00563078
14,16018.2,83.4623,176.956,1.20401e-07,0.0221333,-0.0221485,0.00169696,0.370546,335.971,1.95493e-16,1.40209e-21,1.0648e-08,1.75441e-24,3.14352e-15,8.69315e-18,4.15582e-17,4.8387e-07,4.03796e-09,3.07646e-11,1.00636e-18,6.9965e-18,9.55031e-12,3.14969e-07,1.15848e-24,3.49641e-05,0.00572548
15,13923.2,88.2942,175.652,1.20401e-07,0.0229821,-0.022947,0.00190899,0.385344,319.871,2.87081e-16,1.84774e-21,1.19559e-08,2.22279e-24,3.5866e-15,7.60429e-18,4.30476e-17,4.7793e-07,5.40908e-09,3.74747e-11,1.003e-18,7.26009e-18,1.08417e-11,3.09928e-07,1.70723e-23,3.60847e-05,0.0058132
16,12102.3,93.1248,174.987,1.20401e-07,0.0239222,-0.023923,0.00214006,0.402408,298.498,4.26116e-16,2.43409e-21,1.34017e-08,3.00325e-24,4.25917e-15,7.51398e-18,4.78695e-17,4.71721e-07,6.83269e-09,4.41896e-11,1.06117e-18,7.7183e-18,1.22946e-11,3.04606e-07,2.12937e-22,3.7081e-05,0.00589594
17,10519.5,97.9701,174.875,1.20401e-07,0.0250739,-0.0250523,0.00240769,0.423729,272.695,6.41545e-16,3.21912e-21,1.50607e-08,4.25705e-24,5.19956e-15,8.10164e-18,5.57469e-17,4.65181e-07,8.31948e-09,5.16113e-11,1.18036e-18,8.51592e-18,1.40914e-11,2.9895e-07,2.23996e-21,3.7969e-05,0.00597512
18,9143.7,102.845,175.234,1.20401e-07,0.0264578,-0.0264558,0.0027326,0.449692,243.613,9.82271e-16,4.29064e-21,1.70355e-08,6.26843e-24,6.47671e-15,9.35235e-18,6.69952e-17,4.58248e-07,9.8802e-09,6.04326e-11,1.37447e-18,9.82623e-18,1.64128e-11,2.92903e-07,1.98727e-20,3.87646e-05,0.00605161
19,7947.84,107.761,175.971,1.20401e-07,0.0281719,-0.0281543,0.00314204,0.481093,215.044,1.53274e-15,5.78587e-21,1.94761e-08,9.51975e-24,8.1886e-15,1.1424e-17,8.22779e-17,4.5086e-07,1.15251e-08,7.14293e-11,1.6741e-18,1.19283e-17,1.94756e-11,2.86406e-07,1.48742e-19,3.94829e-05,0.00612584
20,6908.39,112.728,176.998,1.20401e-07,0.0302563,-0.0302551,0.00367604,0.51869,188.068,2.44392e-15,7.92841e-21,2.26128e-08,1.48357e-23,1.04677e-14,1.4665e-17,1.02561e-16,4.42961e-07,1.32631e-08,8.56507e-11,2.13798e-18,1.5348e-17,2.35902e-11,2.794e-07,9.40409e-19,4.01376e-05,0.00619793
21,6004.87,117.754,178.226,1.20401e-07,0.0328,-0.0327806,0.00439665,0.563093,163.713,3.99499e-15,1.10969e-20,2.68122e-08,2.36332e-23,1.34898e-14,1.97143e-17,1.29148e-16,4.34493e-07,1.51015e-08,1.04641e-10,2.87808e-18,2.11367e-17,2.92303e-11,2.71826e-07,5.04152e-18,4.07413e-05,0.00626776
22,5219.53,122.844,179.584,1.20401e-07,0.035903,-0.0359061,0.00540377,0.616179,142.763,6.72341e-15,1.59556e-20,3.26639e-08,3.84083e-23,1.74882e-14,2.77464e-17,1.6377e-16,4.25408e-07,1.7044e-08,1.30865e-10,4.11756e-18,3.15624e-17,3.7161e-11,2.63624e-07,2.30771e-17,4.13057e-05,0.00633508
23,4536.89,128.002,181.024,1.20401e-07,0.0398347,-0.0398156,0.00685601,0.682305,125.302,1.16955e-14,2.36869e-20,4.10968e-08,6.36615e-23,2.27726e-14,4.0948e-17,2.08677e-16,4.15659e-07,1.90903e-08,1.68236e-10,6.3176e-18,5.1784e-17,4.85982e-11,2.54736e-07,9.10728e-17,4.18424e-05,0.00639957
24,3943.54,133.232,182.525,1.20401e-07,0.0448322,-0.044842,0.00899031,0.765876,110.742,2.10496e-14,3.63673e-20,5.34819e-08,1.07672e-22,2.97544e-14,6.33999e-17,2.66766e-16,4.05206e-07,2.12338e-08,2.22595e-10,1.04502e-17,9.39347e-17,6.5349e-11,2.45104e-07,3.13499e-16,4.23647e-05,0.00646095
25,3427.78,138.535,184.088,1.20401e-07,0.0515254,-0.0515086,0.0121235,0.877812,98.4632,3.90068e-14,5.74807e-20,7.16286e-08,1.85751e-22,3.89859e-14,1.02564e-16,3.41803e-16,3.9401e-07,2.34613e-08,3.01692e-10,1.85429e-17,1.8648e-16,8.97822e-11,2.34669e-07,9.5339e-16,4.28896e-05,0.00651895
26,2979.48,143.915,185.715,1.20401e-07,0.0602724,-0.0602844,0.0166138,1.02457,88.0934,7.35525e-14,9.24745e-20,9.75666e-08,3.25754e-22,5.12245e-14,1.71524e-16,4.39027e-16,3.82042e-07,2.57527e-08,4.13916e-10,3.46155e-17,3.92475e-16,1.24427e-10,2.23376e-07,2.59535e-15,4.34404e-05,0.00657342
27,2589.81,149.375,187.402,1.20401e-07,0.0717742,-0.071758,0.0227868,1.21824,79.4527,1.3901e-13,1.49252e-19,1.3313e-07,5.77618e-22,6.75365e-14,2.92327e-16,5.66116e-16,3.6928e-07,2.80822e-08,5.66081e-10,6.60178e-17,8.37033e-16,1.71258e-10,2.11174e-07,6.40584e-15,4.40483e-05,0.00662426
28,2251.1,154.917,189.139,1.20401e-07,0.0862538,-0.0862659,0.0308655,1.46265,72.0913,2.59817e-13,2.38658e-19,1.79573e-07,1.03065e-21,8.94374e-14,5.01107e-16,7.34457e-16,3.55714e-07,3.04208e-08,7.6117e-10,1.2492e-16,1.7321e-15,2.30957e-10,1.9803e-07,1.45074e-14,4.47537e-05,0.00667149
29,1956.69,160.544,190.921,1.20401e-07,0.104039,-0.104023,0.0409522,1.76362,65.7175,4.76271e-13,3.75311e-19,2.37463e-07,1.84881e-21,1.19087e-13,8.56756e-16,9.60742e-16,3.4135e-07,3.27373e-08,9.97611e-10,2.29689e-16,3.3756e-15,3.02571e-10,1.83938e-07,3.04705e-14,4.56058e-05,0.0067152
