layer,p_pa,z_km,t_k,h2o,sw_heating_k_day,lw_heating_k_day,uv_heating_k_day,day_night_k,relaxation_days,O,O1D,O3,H,OH,HO2,H2O2,H2,NO,NO2,NO3,N2O5,HNO3,N2O,J(O2),J(O3*),J(NO2)
0,96801.8,3.6614,295.578,0.020316,0.150946,-0.19316,0.000571713,,,6.74706e-30,1e-30,3.661e-21,1e-30,1.22825e-27,8.4182e-21,1.9762e-26,5.3e-07,5.91698e-17,9.14927e-26,1e-30,1e-30,1e-30,3.3e-07,0,1.74634e-11,0.00106964
1,84279.8,10.9462,290.669,0.0149592,0.137833,-0.276343,0.00059525,,,8.95581e-30,1e-30,3.72375e-21,1e-30,1.3817e-27,8.4182e-21,2.07892e-26,5.3e-07,5.91698e-17,6.41031e-26,1e-30,1e-30,1e-30,3.3e-07,0,2.51647e-11,0.00137588
2,73377.7,18.1536,285.61,0.0107777,0.146524,-0.351934,0.000596313,,,1.17128e-29,1e-30,3.77975e-21,1e-30,1.5665e-27,8.41821e-21,2.12436e-26,5.3e-07,5.91698e-17,4.85381e-26,1e-30,1e-30,1e-30,3.3e-07,0,3.13143e-11,0.00163486
3,63885.8,25.28,280.352,0.00755883,0.155568,-0.310121,0.000582114,,,1.51134e-29,1e-30,3.8298e-21,1e-30,1.79341e-27,8.4182e-21,2.13289e-26,5.3e-07,5.91698e-17,3.86344e-26,1e-30,1e-30,1e-30,3.3e-07,0,3.6131e-11,0.0018526
4,55621.8,32.3204,274.9,0.00512568,0.164975,-0.280153,0.000557854,,,1.92697e-29,1e-30,3.87459e-21,1e-30,2.07471e-27,8.4182e-21,2.11844e-26,5.3e-07,5.91698e-17,3.18108e-26,1e-30,1e-30,1e-30,3.3e-07,0,3.97672e-11,0.00203448
5,48426.7,39.2714,269.429,0.00332681,0.17265,-0.320934,0.00052393,,,2.43705e-29,1e-30,3.91474e-21,1e-30,2.4156e-27,8.4182e-21,2.09069e-26,5.3e-07,5.91698e-17,2.68074e-26,1e-30,1e-30,1e-30,3.3e-07,0,4.24083e-11,0.00218588
6,42162.4,46.1291,263.745,0.00203695,0.178597,-0.406397,0.000485411,,,3.04987e-29,1e-30,3.95086e-21,1e-30,2.84825e-27,8.4182e-21,2.05658e-26,5.3e-07,5.91698e-17,2.30234e-26,1e-30,1e-30,1e-30,3.3e-07,0,4.41365e-11,0.00231098
7,36708.4,52.8814,257.454,0.00115669,0.177897,-0.479291,0.000446539,,,3.75305e-29,1e-30,3.98331e-21,1e-30,3.44711e-27,8.4182e-21,2.02118e-26,5.3e-07,5.91698e-17,2.01443e-26,1e-30,1e-30,1e-30,3.3e-07,0,4.49469e-11,0.00241298
8,31960,59.5092,250.474,0.000598601,0.170553,-0.493173,0.000409995,,,4.53314e-29,1e-30,4.01239e-21,1e-30,4.30826e-27,8.41819e-21,1.98807e-26,5.3e-07,5.91698e-17,1.79282e-26,1e-30,1e-30,1e-30,3.3e-07,0,4.49032e-11,0.0024953
9,27825.7,65.992,242.816,0.000278513,0.152645,-0.481735,0.000377573,,,5.37157e-29,1e-30,4.03834e-21,1e-30,5.58435e-27,8.41819e-21,1.95977e-26,5.3e-07,5.91698e-17,1.61348e-26,1e-30,1e-30,1e-30,3.3e-07,0,4.40943e-11,0.00257279
