layer,p_pa,z_km,t_k,h2o,sw_heating_k_day,lw_heating_k_day,uv_heating_k_day,day_night_k,relaxation_days,O,O1D,O3,H,OH,HO2,H2O2,H2,NO,NO2,NO3,N2O5,HNO3,N2O,J(O2),J(O3*),J(NO2)
0,114570,3.57225,284.86,0.00877575,0.135054,-0.278934,0.00059285,,,2.84501e-18,2.01357e-23,1.95584e-09,3.42942e-22,3.25367e-14,2.57138e-12,2.28799e-10,5.3e-07,5.81559e-13,5.04577e-13,3.60433e-17,8.43925e-20,9.74291e-12,3.3e-07,6.59335e-31,1.0274e-05,0.00175233
1,99581,10.66,278.391,0.00566672,0.123482,-0.219669,0.000684443,,,4.33953e-18,4.32242e-23,2.15125e-09,5.24929e-22,5.40616e-14,3.14862e-12,2.07859e-10,5.28038e-07,9.2462e-13,5.59717e-13,5.42764e-17,3.07685e-19,1.17656e-11,3.29995e-07,9.24625e-30,1.77e-05,0.00243734
2,86552.8,17.6314,271.731,0.00345528,0.129592,-0.19019,0.000758094,,,6.80855e-18,7.87402e-23,2.52348e-09,6.75079e-22,7.64801e-14,3.28853e-12,1.59609e-10,5.26351e-07,1.60872e-12,7.32556e-13,7.89594e-17,1.37539e-18,1.40172e-11,3.2999e-07,1.04757e-28,2.44163e-05,0.00302192
3,75229.1,24.4798,264.824,0.0019483,0.132957,-0.215485,0.00082259,,,1.06465e-17,1.33406e-22,3.03297e-09,7.94412e-22,1.00682e-13,2.98816e-12,1.04459e-10,5.24985e-07,2.90765e-12,1.00095e-12,1.10224e-16,6.69324e-18,1.63713e-11,3.29984e-07,1.02222e-27,3.07516e-05,0.00351733
4,65386.9,31.1926,257.319,0.00100032,0.133588,-0.274003,0.000888351,,,1.5957e-17,2.10265e-22,3.5951e-09,8.62717e-22,1.26299e-13,2.29554e-12,5.80235e-11,5.2395e-07,5.34754e-12,1.33271e-12,1.46706e-16,3.19379e-17,1.84505e-11,3.29977e-07,8.73342e-27,3.67985e-05,0.00393259
5,56832.3,37.7513,249.162,0.000463403,0.126922,-0.300316,0.000954416,,,2.24481e-17,3.07746e-22,4.10931e-09,8.4865e-22,1.49175e-13,1.46476e-12,2.78498e-11,5.23227e-07,9.69064e-12,1.65199e-12,1.8017e-16,1.02281e-16,1.96555e-11,3.2997e-07,6.47006e-26,4.27122e-05,0.00427657
6,49397,44.138,240.532,0.000193523,0.11296,-0.277026,0.00101443,,,2.9636e-17,4.21111e-22,4.51008e-09,7.31716e-22,1.60314e-13,7.94497e-13,1.22117e-11,5.22768e-07,1.66188e-11,1.86194e-12,1.94288e-16,1.64179e-16,1.94439e-11,3.29963e-07,4.08153e-25,4.85657e-05,0.00457462
7,42934.4,50.3399,231.685,7.36102e-05,0.0940297,-0.252994,0.00106217,,,3.7204e-17,5.45735e-22,4.79124e-09,5.44546e-22,1.535e-13,3.84382e-13,5.22113e-12,5.22501e-07,2.62205e-11,1.91087e-12,1.79405e-16,1.56499e-16,1.77708e-11,3.29955e-07,2.16553e-24,5.42712e-05,0.00482442
8,37317.3,56.3506,222.864,2.59041e-05,0.070142,-0.229762,0.00110172,,,4.51539e-17,6.80506e-22,4.98449e-09,3.53524e-22,1.31439e-13,1.72621e-13,2.27523e-12,5.22352e-07,3.79087e-11,1.80456e-12,1.43733e-16,1.10257e-16,1.51709e-11,3.29946e-07,9.64496e-24,5.97631e-05,0.00503146
9,32435.1,62.1685,214.227,8.5482e-06,0.050679,-0.18316,0.00113694,,,5.38701e-17,8.33816e-22,5.12726e-09,2.07082e-22,1.03529e-13,7.45281e-14,1.02963e-12,5.22267e-07,5.08273e-11,1.58904e-12,1.04944e-16,6.51458e-17,1.23951e-11,3.29937e-07,3.62895e-23,6.55242e-05,0.00521525
