layer,p_pa,z_km,t_k,h2o,sw_heating_k_day,lw_heating_k_day,uv_heating_k_day,day_night_k,relaxation_days,O,O1D,O3,H,OH,HO2,H2O2,H2,NO,NO2,NO3,N2O5,HNO3,N2O,J(O2),J(O3*),J(NO2)
0,113647,3.29864,263.963,0.0018651,0.130027,-0.166721,0.000650744,,,7.56491e-18,7.94668e-24,8.37657e-09,4.81261e-23,9.15583e-15,7.09265e-13,1.60487e-11,5.3e-07,5.40453e-13,9.23758e-13,4.79079e-17,4.67886e-18,1.77254e-12,3.3e-07,5.8126e-71,1.00602e-06,0.00167604
1,98786.5,9.81416,255.6,0.000882571,0.111343,-0.177308,0.000736429,,,9.81286e-18,1.44688e-23,8.58492e-09,5.24919e-23,1.19223e-14,6.75221e-13,1.351e-11,5.29845e-07,9.75677e-13,9.33782e-13,3.17318e-17,1.03887e-17,2.05392e-12,3.29981e-07,2.12784e-67,1.61602e-06,0.00231397
2,85869.2,16.1588,246.773,0.000378519,0.103753,-0.201591,0.000793944,,,1.2397e-17,2.15766e-23,8.84028e-09,5.05047e-23,1.41926e-14,5.26523e-13,9.41326e-12,5.2973e-07,1.80318e-12,1.04791e-12,2.36929e-17,2.24196e-17,2.30231e-12,3.2996e-07,2.71985e-63,2.13084e-06,0.0028565
3,74641.1,22.3208,237.729,0.000148447,0.0913544,-0.185606,0.000830746,,,1.53352e-17,2.93594e-23,9.12372e-09,4.53107e-23,1.62473e-14,3.48809e-13,5.77761e-12,5.29648e-07,3.20499e-12,1.16712e-12,1.83258e-17,2.86299e-17,2.4859e-12,3.29937e-07,1.65705e-59,2.57076e-06,0.00332708
4,64881.1,28.2935,228.703,5.39893e-05,0.0741631,-0.157587,0.000854003,,,1.86678e-17,3.77767e-23,9.42243e-09,3.71271e-23,1.74101e-14,2.01372e-13,3.29978e-12,5.2959e-07,5.30483e-12,1.234e-12,1.44686e-17,2.52732e-17,2.57373e-12,3.29914e-07,6.7092e-56,2.94041e-06,0.00372564
5,56397.3,34.0757,219.858,1.8441e-05,0.0569825,-0.130493,0.000867219,,,2.24608e-17,4.70386e-23,9.73218e-09,2.74085e-23,1.71399e-14,1.05393e-13,1.83876e-12,5.29549e-07,8.12851e-12,1.22493e-12,1.17561e-17,1.89411e-17,2.58164e-12,3.29888e-07,2.54009e-52,3.26081e-06,0.0040613
6,49022.8,39.6691,211.281,5.96329e-06,0.0398198,-0.0918764,0.0008752,,,2.6875e-17,5.86334e-23,1.00543e-08,1.86489e-23,1.58096e-14,5.27483e-14,1.04499e-12,5.29517e-07,1.16037e-11,1.1414e-12,1.01515e-17,1.36512e-17,2.58722e-12,3.29861e-07,7.23806e-49,3.62409e-06,0.00435686
7,42612.6,45.0772,203.006,1.83246e-06,0.0287941,-0.0406896,0.000877946,,,3.1995e-17,7.19306e-23,1.03917e-08,1.23855e-23,1.44478e-14,2.70293e-14,6.48922e-13,5.29489e-07,1.55995e-11,1.00893e-12,1.006e-17,1.06901e-17,2.70462e-12,3.29833e-07,1.24147e-45,3.96647e-06,0.00460678
8,37040.6,50.3342,197.301,8.36222e-07,0.0238981,-0.022401,0.000867777,0.398493,302.977,3.99085e-17,8.94807e-23,1.0749e-08,1.02753e-23,1.46188e-14,1.74289e-14,5.01564e-13,5.29464e-07,1.99513e-11,9.19976e-13,1.17575e-17,1.05488e-17,3.05871e-12,3.29802e-07,1.33173e-42,4.3269e-06,0.00481787
9,32197.2,55.5025,193.945,8.36222e-07,0.0228144,-0.0236189,0.00136306,0.383392,292.033,1.08703e-16,2.30659e-22,2.29501e-08,1.54221e-24,2.25954e-15,4.87298e-16,5.11835e-14,5.28674e-07,1.57735e-10,1.14397e-11,1.28227e-17,1.02758e-16,1.32668e-11,3.28754e-07,9.86841e-40,4.65982e-06,0.00499667
10,27987.1,60.6197,191.222,8.36222e-07,0.0251418,-0.0244607,0.00196216,0.422066,280.648,2.16339e-16,4.31212e-22,3.55991e-08,1.38215e-24,1.97805e-15,2.84659e-16,5.51992e-15,5.27863e-07,2.97749e-10,2.56634e-11,2.16304e-17,3.22241e-16,2.31483e-11,3.27667e-07,4.62229e-37,4.98742e-06,0.00514935
11,24327.6,65.7026,189.204,8.36222e-07,0.0276417,-0.0278121,0.0026429,0.463572,270.163,3.85047e-16,7.15603e-22,4.88577e-08,1.61551e-24,2.15542e-15,2.51412e-16,6.62124e-16,5.27019e-07,4.43591e-10,4.13366e-11,3.03662e-17,6.13812e-16,3.31705e-11,3.26528e-07,1.40153e-34,5.32738e-06,0.0052814
12,21146.5,70.7643,187.5,8.36222e-07,0.0303012,-0.030082,0.00339236,0.507417,259.333,6.43962e-16,1.1148e-21,6.27979e-08,2.06954e-24,2.52016e-15,2.55324e-16,1.28514e-16,5.26137e-07,5.97186e-10,5.71235e-11,3.83541e-17,9.07885e-16,4.33775e-11,3.25332e-07,2.82353e-32,5.69063e-06,0.00539754
13,18381.4,75.8143,186.237,8.36222e-07,0.0331606,-0.0331734,0.00421535,0.55464,246.915,1.04235e-15,1.67547e-21,7.75386e-08,2.82191e-24,3.05875e-15,2.81043e-16,7.56672e-17,5.2521e-07,7.59611e-10,7.29572e-11,4.65332e-17,1.19236e-15,5.39655e-11,3.24069e-07,3.71247e-30,6.08366e-06,0.00550173
14,15977.9,80.863,185.326,8.36222e-07,0.0362258,-0.0361489,0.00511791,0.605325,233.251,1.65248e-15,2.46046e-21,9.31902e-08,4.01517e-24,3.80882e-15,3.26366e-16,8.2815e-17,5.24232e-07,9.31704e-10,8.8761e-11,5.54889e-17,1.46569e-15,6.51856e-11,3.22731e-07,3.12634e-28,6.51023e-06,0.00559715
15,13888.6,85.9203,184.809,8.36222e-07,0.0395974,-0.0395829,0.00611547,0.66151,218.048,2.59043e-15,3.55978e-21,1.09896e-07,5.92044e-24,4.83288e-15,3.95623e-16,1.02969e-16,5.23196e-07,1.11402e-09,1.0498e-10,6.62524e-17,1.75013e-15,7.73781e-11,3.21308e-07,1.69821e-26,6.97259e-06,0.00568628
16,12072.6,90.9964,184.64,8.36222e-07,0.043291,-0.043259,0.00722381,0.723466,201.181,4.03315e-15,5.09721e-21,1.27816e-07,8.9756e-24,6.22432e-15,4.96405e-16,1.32468e-16,5.22094e-07,1.30728e-09,1.21922e-10,7.96419e-17,2.06113e-15,9.08876e-11,3.19788e-07,6.11318e-25,7.47222e-06,0.00577095
17,10494,96.1004,184.782,8.36222e-07,0.047436,-0.047416,0.00846184,0.793253,182.964,6.2547e-15,7.24511e-21,1.47138e-07,1.39121e-23,8.11209e-15,6.40819e-16,1.7359e-16,5.20917e-07,1.51236e-09,1.39936e-10,9.66038e-17,2.41367e-15,1.06046e-10,3.1816e-07,1.51107e-23,8.01034e-06,0.00585239
18,9121.78,101.24,185.161,8.36222e-07,0.0520504,-0.0520344,0.00984786,0.871193,164.818,9.67051e-15,1.02398e-20,1.68072e-07,2.19159e-23,1.06742e-14,8.45956e-16,2.30514e-16,5.19658e-07,1.73035e-09,1.59156e-10,1.18002e-16,2.8127e-15,1.2313e-10,3.16409e-07,2.66135e-22,8.58821e-06,0.00593133
19,7929.02,106.422,185.715,8.36222e-07,0.0572237,-0.0572079,0.0114022,0.957969,147.537,1.49133e-14,1.44074e-20,1.90856e-07,3.49316e-23,1.41535e-14,1.13642e-15,3.09176e-16,5.18306e-07,1.96248e-09,1.7966e-10,1.44826e-16,3.25932e-15,1.42356e-10,3.14525e-07,3.45963e-21,9.20732e-06,0.00600813
20,6892.23,111.651,186.375,8.36222e-07,0.0629772,-0.0629682,0.0131463,1.05398,131.586,2.29357e-14,2.01949e-20,2.15765e-07,5.61075e-23,1.88835e-14,1.54665e-15,4.17989e-16,5.16855e-07,2.21016e-09,2.01366e-10,1.78062e-16,3.74667e-15,1.63873e-10,3.12492e-07,3.42867e-20,9.86951e-06,0.00608283
21,5991.01,116.928,187.078,8.36222e-07,0.0693364,-0.0693234,0.0151044,1.15891,117.306,3.51675e-14,2.8217e-20,2.43117e-07,9.05337e-23,2.53237e-14,2.12504e-15,5.68934e-16,5.15296e-07,2.47484e-09,2.24094e-10,2.18753e-16,4.26244e-15,1.87776e-10,3.10297e-07,2.6673e-19,1.05771e-05,0.0061553
22,5207.63,122.255,187.78,8.36222e-07,0.0763311,-0.0763297,0.0173062,1.27333,105.031,5.3759e-14,3.93224e-20,2.73289e-07,1.46495e-22,3.41101e-14,2.94081e-15,7.79109e-16,5.13622e-07,2.75789e-09,2.47674e-10,2.68169e-16,4.79436e-15,2.14131e-10,3.07929e-07,1.67199e-18,1.13329e-05,0.00622528
23,4526.69,127.633,188.457,8.36222e-07,0.0840062,-0.0839959,0.0197902,1.39793,94.7925,8.1959e-14,5.46927e-20,3.06738e-07,2.37624e-22,4.6125e-14,4.09436e-15,1.07301e-15,5.11824e-07,3.06054e-09,2.72025e-10,3.2803e-16,5.33477e-15,2.4302e-10,3.05373e-07,8.64539e-18,1.21405e-05,0.00629247
24,3934.78,133.062,189.105,8.36222e-07,0.0924127,-0.0924181,0.0226075,1.53373,86.2089,1.24715e-13,7.5988e-20,3.44029e-07,3.86769e-22,6.25966e-14,5.73421e-15,1.48577e-15,5.09895e-07,3.38374e-09,2.97234e-10,4.00832e-16,5.8848e-15,2.74575e-10,3.02616e-07,3.7657e-17,1.30044e-05,0.00635657
25,3420.27,138.54,189.737,8.36222e-07,0.101713,-0.101705,0.0258269,1.68392,78.9338,1.89644e-13,1.05569e-19,3.85872e-07,6.33218e-22,8.52364e-14,8.08436e-15,2.06782e-15,5.07828e-07,3.72818e-09,3.23631e-10,4.90293e-16,6.45714e-15,3.0901e-10,2.99643e-07,1.40809e-16,1.39305e-05,0.00641735
26,2973.04,144.07,190.382,8.36222e-07,0.112,-0.112012,0.02954,1.85029,72.7449,2.88626e-13,1.46836e-19,4.33165e-07,1.04673e-21,1.16433e-13,1.14893e-14,2.89167e-15,5.05613e-07,4.09427e-09,3.51835e-10,6.01867e-16,7.0764e-15,3.46621e-10,2.96437e-07,4.59782e-16,1.49262e-05,0.00647461
27,2584.29,149.652,191.074,8.36222e-07,0.123643,-0.123636,0.0338676,2.03958,67.5554,4.40375e-13,2.04738e-19,4.87039e-07,1.75546e-21,1.59525e-13,1.64848e-14,4.06246e-15,5.0324e-07,4.4823e-09,3.8272e-10,7.43433e-16,7.77762e-15,3.87763e-10,2.9298e-07,1.33145e-15,1.60012e-05,0.00652823
28,2246.37,155.288,191.84,8.36222e-07,0.136796,-0.136812,0.0389645,2.25487,62.9997,6.74584e-13,2.86546e-19,5.48887e-07,3.00377e-21,2.19194e-13,2.39105e-14,5.73432e-15,5.007e-07,4.89261e-09,4.17316e-10,9.25988e-16,8.60242e-15,4.32765e-10,2.8925e-07,3.4677e-15,1.71684e-05,0.00657816
29,1952.63,160.983,192.721,8.36222e-07,0.152104,-0.1521,0.0450306,2.50736,58.868,1.03907e-12,4.03065e-19,6.20364e-07,5.2813e-21,3.02007e-13,3.51119e-14,8.13568e-15,4.97978e-07,5.32547e-09,4.57031e-10,1.16544e-15,9.60602e-15,4.81841e-10,2.85223e-07,8.22676e-15,1.84448e-05,0.00662444
30,1697.31,166.74,193.748,8.36222e-07,0.169814,-0.169833,0.0523143,2.8019,55.0304,1.61116e-12,5.70428e-19,7.03347e-07,9.61326e-21,4.17194e-13,5.22479e-14,1.16125e-14,4.95061e-07,5.78155e-09,5.03441e-10,1.48394e-15,1.08505e-14,5.34898e-10,2.80871e-07,1.79848e-14,1.98529e-05,0.00666714
31,1475.37,172.567,194.953,8.36222e-07,0.190818,-0.190818,0.0611177,3.15347,51.4948,2.51644e-12,8.12789e-19,7.99807e-07,1.82477e-20,5.77707e-13,7.87988e-14,1.66996e-14,4.91934e-07,6.26213e-09,5.58307e-10,1.91222e-15,1.24039e-14,5.91283e-10,2.76163e-07,3.6611e-14,2.14221e-05,0.00670642
32,1282.45,178.468,196.341,8.36222e-07,0.215466,-0.215483,0.071792,3.56875,48.153,3.9575e-12,1.16616e-18,9.11621e-07,3.62964e-20,8.01572e-13,1.20277e-13,2.42393e-14,4.88578e-07,6.76978e-09,6.23132e-10,2.49025e-15,1.43209e-14,6.49468e-10,2.71065e-07,7.00542e-14,2.31905e-05,0.00674244
33,1114.76,184.451,197.918,8.36222e-07,0.244668,-0.244673,0.0847353,4.06225,44.9084,6.26052e-12,1.6841e-18,1.04024e-06,7.5781e-20,1.11336e-12,1.85302e-13,3.55587e-14,4.84978e-07,7.30834e-09,6.99279e-10,3.26925e-15,1.66377e-14,7.06757e-10,2.65542e-07,1.27063e-13,2.5207e-05,0.00677543
34,968.995,190.522,199.687,8.36222e-07,0.278865,-0.278883,0.100389,4.64209,41.7227,9.94813e-12,2.44597e-18,1.1864e-06,1.65611e-19,1.5452e-12,2.86941e-13,5.27161e-14,4.81114e-07,7.88322e-09,7.87905e-10,4.31228e-15,1.93561e-14,7.59103e-10,2.59559e-07,2.20078e-13,2.75334e-05,0.00680563
