layer,p_pa,z_km,t_k,h2o,sw_heating_k_day,lw_heating_k_day,uv_heating_k_day,day_night_k,relaxation_days,O,O1D,O3,H,OH,HO2,H2O2,H2,NO,NO2,NO3,N2O5,HNO3,N2O,J(O2),J(O3*),J(NO2)
0,95763.5,3.51554,285.118,0.0106567,0.157066,-0.332637,0.000730145,,,5.44456e-18,1.20214e-23,3.30703e-09,2.73061e-22,2.60148e-14,2.301e-12,1.77432e-10,5.3e-07,4.8657e-13,4.51175e-13,2.33775e-17,3.94431e-20,6.0822e-12,3.3e-07,1.22685e-54,3.08331e-06,0.00186327
1,83384.9,10.4966,279.195,0.00714568,0.142733,-0.275724,0.000801538,,,7.6259e-18,2.26411e-23,3.49825e-09,3.88726e-22,3.9484e-14,2.72923e-12,1.65193e-10,5.28856e-07,7.5641e-13,4.78289e-13,2.69797e-17,9.72774e-20,7.2609e-12,3.2998e-07,3.41885e-53,4.83272e-06,0.00247777
2,72606.4,17.3753,273.089,0.00457457,0.149654,-0.232736,0.000845481,,,1.07999e-17,3.63351e-23,3.82725e-09,4.78317e-22,5.24099e-14,2.82013e-12,1.33201e-10,5.2788e-07,1.28617e-12,5.96537e-13,3.34226e-17,3.2282e-19,8.49394e-12,3.29957e-07,6.76959e-52,6.27902e-06,0.00300101
3,63221.1,24.1468,266.828,0.0027504,0.154537,-0.256115,0.000864694,,,1.53084e-17,5.45345e-23,4.26735e-09,5.49073e-22,6.56905e-14,2.59729e-12,9.43847e-11,5.27087e-07,2.23825e-12,7.79399e-13,4.13551e-17,1.19433e-18,9.71629e-12,3.29933e-07,1.16301e-50,7.52603e-06,0.00344372
4,55049,30.8021,260.096,0.00152616,0.157398,-0.323687,0.000873214,,,2.1301e-17,7.7309e-23,4.77006e-09,5.90395e-22,7.90815e-14,2.09688e-12,5.91697e-11,5.26476e-07,3.85974e-12,9.96669e-13,4.96931e-17,4.61807e-18,1.07797e-11,3.29906e-07,1.10106e-48,8.55336e-06,0.00381461
5,47933.3,37.3246,252.679,0.000770556,0.152851,-0.373206,0.000874524,,,2.86645e-17,1.03841e-22,5.2806e-09,5.8371e-22,9.07994e-14,1.4645e-12,3.33724e-11,5.26034e-07,6.45227e-12,1.20115e-12,5.6814e-17,1.55361e-17,1.14823e-11,3.29877e-07,3.70885e-46,9.36797e-06,0.00412168
6,41737.3,43.6952,244.64,0.000350616,0.140907,-0.35912,0.000875459,,,3.7166e-17,1.33868e-22,5.76075e-09,5.19223e-22,9.75556e-14,8.95489e-13,1.7527e-11,5.25734e-07,1.02613e-11,1.34329e-12,6.05446e-17,3.2291e-17,1.16593e-11,3.29846e-07,9.60359e-44,1.00604e-05,0.00438037
7,36342.3,49.8972,236.172,0.000143981,0.120928,-0.331167,0.000870359,,,4.66415e-17,1.65825e-22,6.2003e-09,4.10456e-22,9.66516e-14,4.93607e-13,8.92649e-12,5.25541e-07,1.53446e-11,1.39342e-12,5.9485e-17,3.93564e-17,1.12904e-11,3.29812e-07,2.08465e-41,1.05812e-05,0.00460394
8,31644.6,55.9193,227.533,5.40103e-05,0.0929292,-0.305302,0.000863969,,,5.71485e-17,1.99375e-22,6.60972e-09,2.91751e-22,8.87788e-14,2.54566e-13,4.5541e-12,5.25418e-07,2.15337e-11,1.35408e-12,5.45712e-17,3.48811e-17,1.05323e-11,3.29776e-07,4.28954e-39,1.09497e-05,0.0047905
9,27554.1,61.756,218.947,1.88045e-05,0.0681411,-0.253259,0.000855552,,,6.89502e-17,2.35472e-22,7.00614e-09,1.91144e-22,7.69736e-14,1.26914e-13,2.37642e-12,5.25335e-07,2.85428e-11,1.24452e-12,4.81515e-17,2.64092e-17,9.63703e-12,3.29738e-07,7.59523e-37,1.12234e-05,0.00494901
