layer,p_pa,z_km,t_k,h2o,sw_heating_k_day,lw_heating_k_day,uv_heating_k_day,day_night_k,relaxation_days,O,O1D,O3,H,OH,HO2,H2O2,H2,NO,NO2,NO3,N2O5,HNO3,N2O,J(O2),J(O3*),J(NO2)
0,114570,3.57225,284.86,0.00877575,0.134981,-0.27829,0.000594202,,,3.99798e-18,1.5987e-23,2.89376e-09,2.86726e-22,2.72032e-14,2.29842e-12,2.04519e-10,5.3e-07,5.23607e-13,5.65104e-13,4.09233e-17,1.07294e-19,1.0687e-11,3.3e-07,8.28805e-39,5.51331e-06,0.00173727
1,99581,10.66,278.391,0.00566672,0.123419,-0.219389,0.000682762,,,5.81625e-18,3.28486e-23,3.10441e-09,4.2759e-22,4.4003e-14,2.77972e-12,1.86606e-10,5.28446e-07,8.77788e-13,6.29147e-13,5.50648e-17,3.50936e-19,1.29259e-11,3.29993e-07,1.8687e-37,9.32124e-06,0.00241376
2,86552.8,17.6314,271.731,0.00345528,0.129544,-0.190112,0.000747996,,,8.57921e-18,5.63824e-23,3.48081e-09,5.38698e-22,6.09406e-14,2.85469e-12,1.43754e-10,5.2712e-07,1.60039e-12,8.30216e-13,7.5724e-17,1.49702e-18,1.54174e-11,3.29985e-07,3.39903e-36,1.2675e-05,0.00299098
3,75229.1,24.4798,264.824,0.0019483,0.132913,-0.215436,0.000796364,,,1.25846e-17,8.9588e-23,3.97732e-09,6.27657e-22,7.93869e-14,2.53711e-12,9.43258e-11,5.26052e-07,2.99452e-12,1.14249e-12,1.02382e-16,7.15018e-18,1.80247e-11,3.29977e-07,5.19828e-35,1.57477e-05,0.00348001
4,65386.9,31.1926,257.319,0.00100032,0.133537,-0.273853,0.000838122,,,1.78393e-17,1.32917e-22,4.51094e-09,6.79987e-22,9.93035e-14,1.8957e-12,5.2869e-11,5.25246e-07,5.61297e-12,1.52853e-12,1.33733e-16,3.44512e-17,2.03651e-11,3.29968e-07,6.6448e-34,1.8539e-05,0.00388972
5,56832.3,37.7513,249.162,0.000463403,0.126853,-0.299975,0.000874988,,,2.4047e-17,1.8493e-22,4.99385e-09,6.65514e-22,1.16661e-13,1.17388e-12,2.60388e-11,5.24688e-07,1.02385e-11,1.90942e-12,1.6203e-16,1.14743e-16,2.18368e-11,3.29958e-07,6.95863e-33,2.11204e-05,0.00422883
6,49397,44.138,240.532,0.000193523,0.112866,-0.276406,0.000904582,,,3.08271e-17,2.43252e-22,5.37728e-09,5.65956e-22,1.23633e-13,6.1795e-13,1.19557e-11,5.24337e-07,1.75803e-11,2.18329e-12,1.7276e-16,1.92443e-16,2.18892e-11,3.29947e-07,5.90073e-32,2.35294e-05,0.00452256
7,42934.4,50.3399,231.685,7.36102e-05,0.0939075,-0.251925,0.000923403,,,3.79869e-17,3.0563e-22,5.6643e-09,4.10984e-22,1.155e-13,2.89006e-13,5.43186e-12,5.24135e-07,2.77785e-11,2.2851e-12,1.57915e-16,1.89865e-16,2.04516e-11,3.29936e-07,4.1115e-31,2.57091e-05,0.00476854
8,37317.3,56.3506,222.864,2.59041e-05,0.06999,-0.227885,0.000936239,,,4.55989e-17,3.71811e-22,5.8861e-09,2.57323e-22,9.53837e-14,1.24462e-13,2.53166e-12,5.24022e-07,4.02946e-11,2.20581e-12,1.25303e-16,1.37918e-16,1.80364e-11,3.29924e-07,2.55064e-30,2.76514e-05,0.00497222
9,32435.1,62.1685,214.227,8.5482e-06,0.0505002,-0.180127,0.000945674,,,5.40386e-17,4.47617e-22,6.07498e-09,1.44868e-22,7.22178e-14,5.14837e-14,1.2259e-12,5.23955e-07,5.42847e-11,1.98544e-12,9.14046e-17,8.44502e-17,1.53981e-11,3.29911e-07,1.79813e-29,2.96879e-05,0.00515294
10,28191.6,67.7958,205.858,2.66679e-06,0.0354446,-0.11442,0.000956756,,,6.36923e-17,5.35355e-22,6.25233e-09,7.88444e-23,5.37088e-14,2.17819e-14,6.21536e-13,5.23908e-07,6.90442e-11,1.69127e-12,6.74277e-17,4.85575e-17,1.31331e-11,3.29898e-07,1.93377e-28,3.17957e-05,0.00531156
11,24503.3,73.2361,197.788,7.89255e-07,0.026279,-0.0530235,0.000964138,,,7.46609e-17,6.33896e-22,6.42932e-09,4.50798e-23,4.25522e-14,1.01361e-14,3.42169e-13,5.23869e-07,8.41743e-11,1.37996e-12,5.60798e-17,2.92855e-17,1.15642e-11,3.29883e-07,2.69969e-27,3.37762e-05,0.0054478
12,21297.5,78.5125,191.386,3.49318e-07,0.0230038,-0.0236158,0.00096825,0.381236,291.654,9.00009e-17,7.51619e-22,6.61176e-09,3.2269e-23,3.92657e-14,5.99911e-15,2.30072e-13,5.23833e-07,9.94787e-11,1.14229e-12,5.49938e-17,2.10611e-17,1.08543e-11,3.29868e-07,3.57e-26,3.5572e-05,0.00556655
13,18511.2,83.6851,187.931,3.49318e-07,0.0226027,-0.0221219,0.00163523,0.378878,282.875,2.17561e-16,1.68385e-21,1.26635e-08,1.03008e-23,1.28075e-14,4.11182e-16,1.54645e-14,5.22694e-07,5.76716e-10,9.42095e-12,1.1382e-17,2.64716e-17,1.22762e-11,3.29348e-07,4.41606e-25,3.71819e-05,0.00567202
14,16089.4,88.8137,186.033,3.49318e-07,0.0245162,-0.0250816,0.00240566,0.412488,269.78,4.23319e-16,2.97476e-21,1.89665e-08,9.64893e-24,1.0854e-14,2.29743e-16,1.45709e-15,5.21526e-07,1.06803e-09,2.07923e-11,1.03151e-17,4.50641e-17,1.75771e-11,3.28805e-07,4.94557e-24,3.87164e-05,0.0057677
15,13984.4,93.9277,184.78,3.49318e-07,0.0266413,-0.0264308,0.00327131,0.450389,252.941,7.50242e-16,4.75279e-21,2.55946e-08,1.17915e-23,1.15394e-14,1.97286e-16,4.64538e-16,5.2031e-07,1.58118e-09,3.38921e-11,1.1989e-17,7.26422e-17,2.44305e-11,3.28235e-07,4.85769e-23,4.02571e-05,0.00585638
16,12154.8,99.0446,184.174,3.49318e-07,0.0289887,-0.0291679,0.00424282,0.492536,233.787,1.27269e-15,7.21374e-21,3.26368e-08,1.61349e-23,1.3308e-14,2.01295e-16,4.10919e-16,5.19031e-07,2.12259e-09,4.85614e-11,1.45879e-17,1.07425e-16,3.2347e-11,3.27632e-07,4.10796e-22,4.18596e-05,0.00594014
17,10564.6,104.178,183.917,3.49318e-07,0.0316589,-0.0315919,0.00532829,0.540618,212.652,2.09716e-15,1.06053e-20,4.01602e-08,2.32925e-23,1.60146e-14,2.24218e-16,4.56445e-16,5.1768e-07,2.69649e-09,6.44532e-11,1.79606e-17,1.48541e-16,4.11979e-11,3.2699e-07,2.96491e-21,4.35618e-05,0.00602041
