layer,p_pa,z_km,t_k,h2o,sw_heating_k_day,lw_heating_k_day,uv_heating_k_day,day_night_k,relaxation_days,O,O1D,O3,H,OH,HO2,H2O2,H2,NO,NO2,NO3,N2O5,HNO3,N2O,J(O2),J(O3*),J(NO2)
0,115608,3.71814,295.357,0.0168004,0.128941,-0.166009,0.000544851,,,3.70134e-18,5.88096e-24,2.4515e-09,2.48459e-22,1.71474e-14,2.01665e-12,2.46735e-10,5.3e-07,3.93388e-13,4.03427e-13,2.27214e-17,1.04843e-20,7.20716e-12,3.3e-07,1.34277e-59,2.39333e-06,0.00172544
1,100473,11.1111,289.98,0.0120088,0.118821,-0.257505,0.000613172,,,5.36953e-18,1.19171e-23,2.62171e-09,4.02868e-22,2.88562e-14,2.62957e-12,2.40357e-10,5.28269e-07,5.8945e-13,4.10761e-13,2.60862e-17,2.16407e-20,8.71247e-12,3.29979e-07,5.37505e-58,3.94652e-06,0.00240175
2,87320.6,18.4151,284.39,0.00834442,0.127345,-0.284322,0.000656161,,,7.97113e-18,2.02364e-23,2.94216e-09,5.47503e-22,4.11168e-14,2.99296e-12,2.08319e-10,5.26694e-07,9.325e-13,4.92894e-13,3.3126e-17,6.15807e-20,1.03418e-11,3.29956e-07,1.49118e-56,5.23188e-06,0.00297927
3,75889.6,25.6241,278.522,0.00559678,0.135772,-0.236595,0.000684495,,,1.19663e-17,3.19804e-23,3.40979e-09,6.82228e-22,5.44452e-14,3.09113e-12,1.62532e-10,5.25326e-07,1.50743e-12,6.3309e-13,4.26436e-17,2.03932e-19,1.20839e-11,3.29931e-07,8.81126e-55,6.29032e-06,0.00346954
4,65955,32.7321,272.507,0.00358457,0.14411,-0.230283,0.000704479,,,1.78849e-17,4.81658e-23,3.99664e-09,8.03363e-22,6.88522e-14,2.90912e-12,1.14475e-10,5.24187e-07,2.455e-12,8.27664e-13,5.39902e-17,7.1472e-19,1.38619e-11,3.29903e-07,7.06338e-52,7.16295e-06,0.00388282
5,57320.9,39.734,266.338,0.00215705,0.14957,-0.281355,0.000715386,,,2.62074e-17,6.97902e-23,4.65603e-09,9.01565e-22,8.39786e-14,2.47013e-12,7.26196e-11,5.23282e-07,4.00271e-12,1.06965e-12,6.6177e-17,2.53885e-18,1.55217e-11,3.29872e-07,5.03944e-49,7.93107e-06,0.00422825
6,49817.1,46.6194,259.66,0.00119799,0.152158,-0.356654,0.000723939,,,3.70527e-17,9.61342e-23,5.33159e-09,9.42757e-22,9.79978e-14,1.85151e-12,4.15608e-11,5.22603e-07,6.4712e-12,1.33114e-12,7.71795e-17,9.01133e-18,1.68297e-11,3.29838e-07,2.70394e-46,8.5445e-06,0.00451298
7,43295.7,53.3701,252.274,0.000604287,0.145891,-0.387864,0.000729935,,,5.0162e-17,1.25915e-22,5.97484e-09,8.93368e-22,1.07585e-13,1.21681e-12,2.18632e-11,5.22125e-07,1.0195e-11,1.56425e-12,8.41186e-17,2.70265e-17,1.75387e-11,3.29801e-07,1.36295e-43,9.00598e-06,0.00474399
8,37627.9,59.9652,244.231,0.000273701,0.130776,-0.366311,0.00073607,,,6.51638e-17,1.5893e-22,6.56389e-09,7.5277e-22,1.094e-13,7.11946e-13,1.09432e-11,5.21808e-07,1.53732e-11,1.71669e-12,8.46841e-17,5.03877e-17,1.75199e-11,3.29762e-07,6.01299e-41,9.39341e-06,0.00493765
9,32702.1,66.3861,235.718,0.000111314,0.107604,-0.333058,0.000737729,,,8.18752e-17,1.93586e-22,7.10498e-09,5.59591e-22,1.02035e-13,3.79278e-13,5.40731e-12,5.21605e-07,2.19412e-11,1.75506e-12,7.87056e-17,5.6679e-17,1.68711e-11,3.29719e-07,1.95779e-38,9.65031e-06,0.00510488
