layer,p_pa,z_km,t_k,h2o,sw_heating_k_day,lw_heating_k_day,uv_heating_k_day,day_night_k,relaxation_days,O,O1D,O3,H,OH,HO2,H2O2,H2,NO,NO2,NO3,N2O5,HNO3,N2O,J(O2),J(O3*),J(NO2)
0,96801.8,3.6614,295.578,0.020316,0.149863,-0.191569,0.00065708,,,1.14898e-18,1.70927e-24,6.20293e-10,1.03986e-22,7.21259e-15,1.46874e-12,1.40738e-10,5.3e-07,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,5.20692e-69,2.35809e-06,0.00187411
1,84279.8,10.9462,290.669,0.0149592,0.136829,-0.273525,0.000705192,,,1.65664e-18,3.2938e-24,6.66958e-10,1.71156e-22,1.21395e-14,1.95117e-12,1.43436e-10,5.29409e-07,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,6.52731e-67,3.66826e-06,0.00250004
2,73377.7,18.1536,285.61,0.0107777,0.14565,-0.3483,0.000723542,,,2.48033e-18,5.52368e-24,7.60013e-10,2.35418e-22,1.72015e-14,2.33398e-12,1.35957e-10,5.28872e-07,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,2.58228e-63,4.71552e-06,0.00303334
3,63885.8,25.28,280.352,0.00755883,0.154829,-0.306979,0.000722116,,,3.82541e-18,8.81219e-24,9.07619e-10,2.91981e-22,2.21976e-14,2.60604e-12,1.21329e-10,5.28409e-07,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,6.87395e-60,5.535e-06,0.00348552
4,55621.8,32.3204,274.9,0.00512568,0.164376,-0.277683,0.000708392,,,5.98666e-18,1.36405e-23,1.11598e-09,3.34495e-22,2.6746e-14,2.75299e-12,1.0287e-10,5.28027e-07,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,1.61281e-56,6.1547e-06,0.0038663
5,48426.7,39.2714,269.429,0.00332681,0.17217,-0.3188,0.000683885,,,9.39434e-18,2.06752e-23,1.38968e-09,3.58742e-22,3.03479e-14,2.77529e-12,8.33291e-11,5.27725e-07,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,4.55331e-53,6.64256e-06,0.00418535
6,42162.4,46.1291,263.745,0.00203695,0.178216,-0.404044,0.000655345,,,1.45785e-17,3.05063e-23,1.73195e-09,3.58494e-22,3.25211e-14,2.66628e-12,6.45796e-11,5.27493e-07,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,1.02993e-49,7.00322e-06,0.00445045
7,36708.4,52.8814,257.454,0.00115669,0.177484,-0.475958,0.000628284,,,2.20565e-17,4.34197e-23,2.14284e-09,3.2967e-22,3.30354e-14,2.42866e-12,4.78783e-11,5.2732e-07,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,1.56309e-46,7.21812e-06,0.0046678
8,31960,59.5092,250.474,0.000598601,0.169975,-0.487512,0.00060608,,,3.23294e-17,5.96998e-23,2.61942e-09,2.78484e-22,3.1973e-14,2.09874e-12,3.40088e-11,5.27192e-07,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,1.66394e-43,7.32129e-06,0.00484407
9,27825.7,65.992,242.816,0.000278513,0.151356,-0.470427,0.000590756,,,4.5798e-17,7.96285e-23,3.15686e-09,2.17513e-22,2.98087e-14,1.7286e-12,2.32603e-11,5.27094e-07,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,1.10038e-40,7.35419e-06,0.00499811
10,24226.3,72.3108,234.631,0.000116132,0.12163,-0.445604,0.000579041,,,6.28155e-17,1.02757e-22,3.74989e-09,1.59668e-22,2.71921e-14,1.37047e-12,1.54641e-11,5.27015e-07,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,4.47251e-38,7.29311e-06,0.00513199
11,21092.5,78.4511,226.176,4.38132e-05,0.0916814,-0.388932,0.000573777,,,8.38418e-17,1.28942e-22,4.3942e-09,1.13248e-22,2.4808e-14,1.06316e-12,1.01463e-11,5.26945e-07,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,1.24863e-35,7.16043e-06,0.00524553
12,18364,84.4053,217.7,1.52087e-05,0.0615116,-0.260709,0.000571705,,,1.09585e-16,1.59234e-22,5.08738e-09,8.00555e-23,2.31687e-14,8.23192e-13,6.73132e-12,5.26881e-07,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,2.44561e-33,7.02355e-06,0.0053486
13,15988.5,90.171,209.379,4.93205e-06,0.0418986,-0.0993101,0.000577452,,,1.4155e-16,1.98242e-22,5.82889e-09,5.84353e-23,2.28044e-14,6.53551e-13,4.71785e-12,5.26817e-07,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,3.12657e-31,7.0313e-06,0.00545375
14,13920.3,95.7841,203.801,2.33285e-06,0.0328347,-0.0330763,0.000582091,0.537431,160.202,1.90821e-16,2.48907e-22,6.6245e-09,5.13512e-23,2.3832e-14,5.71961e-13,3.76e-12,5.26752e-07,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,2.49435e-29,7.03669e-06,0.00555083
15,12119.6,101.332,202.107,2.33285e-06,0.0312596,-0.0311034,0.0016704,0.519978,145.992,1.26793e-15,1.46671e-21,3.42345e-08,4.04442e-23,1.77457e-14,3.743e-13,7.78398e-13,5.24588e-07,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,1.31381e-27,7.07229e-06,0.00564184
