layer,p_pa,z_km,t_k,h2o,sw_heating_k_day,lw_heating_k_day,uv_heating_k_day,day_night_k,relaxation_days,O,O1D,O3,H,OH,HO2,H2O2,H2,NO,NO2,NO3,N2O5,HNO3,N2O,J(O2),J(O3*),J(NO2)
0,117351,3.873,305.716,0.0302323,0.121376,-0.0598931,0.000430761,,,4.65897e-30,1e-30,2.75292e-21,1e-30,6.34027e-28,8.50563e-21,3.59034e-26,5.3e-07,3.80883e-17,7.33144e-26,1e-30,1e-30,1e-30,3.3e-07,0,1.58883e-11,0.000988085
1,101973,11.5844,301.127,0.023182,0.111895,-0.121098,0.000461238,,,6.31589e-30,1e-30,2.80243e-21,1e-30,7.02647e-28,8.50563e-21,3.80312e-26,5.3e-07,3.80883e-17,4.86466e-26,1e-30,1e-30,1e-30,3.3e-07,0,2.47287e-11,0.00133523
2,88610.8,19.2271,296.483,0.017548,0.120956,-0.216743,0.000470292,,,8.42799e-30,1e-30,2.84633e-21,1e-30,7.82152e-28,8.50563e-21,3.9139e-26,5.3e-07,3.80883e-17,3.55813e-26,1e-30,1e-30,1e-30,3.3e-07,0,3.24349e-11,0.00163199
3,76999.3,26.8009,291.758,0.0130795,0.130714,-0.304339,0.000464052,,,1.11001e-29,1e-30,2.88535e-21,1e-30,8.75328e-28,8.50563e-21,3.9562e-26,5.3e-07,3.80883e-17,2.76655e-26,1e-30,1e-30,1e-30,3.3e-07,0,3.84426e-11,0.00187934
4,66909.4,34.3042,286.916,0.00956818,0.141176,-0.344353,0.000447208,,,1.44525e-29,1e-30,2.9201e-21,1e-30,9.86059e-28,8.50563e-21,3.95289e-26,5.3e-07,3.80883e-17,2.23541e-26,1e-30,1e-30,1e-30,3.3e-07,0,4.29513e-11,0.00208594
5,58141.6,41.7336,281.918,0.00684062,0.15109,-0.297099,0.000423914,,,1.86177e-29,1e-30,2.95109e-21,1e-30,1.11988e-27,8.50563e-21,3.91983e-26,5.3e-07,3.80883e-17,1.85591e-26,1e-30,1e-30,1e-30,3.3e-07,0,4.6355e-11,0.00225765
6,50522.8,49.0838,276.71,0.00475308,0.160455,-0.285637,0.000397005,,,2.37332e-29,1e-30,2.97877e-21,1e-30,1.28493e-27,8.50563e-21,3.86813e-26,5.3e-07,3.80883e-17,1.57307e-26,1e-30,1e-30,1e-30,3.3e-07,0,4.87661e-11,0.00239913
7,43902.3,56.3513,271.504,0.0031873,0.168618,-0.334608,0.00036726,,,3.00607e-29,1e-30,3.00352e-21,1e-30,1.48203e-27,8.50563e-21,3.80573e-26,5.3e-07,3.80883e-17,1.35278e-26,1e-30,1e-30,1e-30,3.3e-07,0,5.03653e-11,0.00251543
8,38149.4,63.534,266.245,0.00204012,0.175577,-0.425243,0.000335106,,,3.78219e-29,1e-30,3.02573e-21,1e-30,1.72158e-27,8.50563e-21,3.73835e-26,5.3e-07,3.80883e-17,1.17701e-26,1e-30,1e-30,1e-30,3.3e-07,0,5.12538e-11,0.0026106
9,33150.3,70.6234,260.524,0.00122618,0.176941,-0.506195,0.000304232,,,4.69636e-29,1e-30,3.04569e-21,1e-30,2.04038e-27,8.50563e-21,3.67047e-26,5.3e-07,3.80883e-17,1.03736e-26,1e-30,1e-30,1e-30,3.3e-07,0,5.13967e-11,0.00268727
10,28806.3,77.6026,254.164,0.000679591,0.172709,-0.536087,0.000275292,,,5.73671e-29,1e-30,3.06361e-21,1e-30,2.48675e-27,8.50563e-21,3.60555e-26,5.3e-07,3.80883e-17,9.26284e-27,1e-30,1e-30,1e-30,3.3e-07,0,5.08168e-11,0.00274817
