layer,p_pa,z_km,t_k,h2o,sw_heating_k_day,lw_heating_k_day,uv_heating_k_day,day_night_k,relaxation_days,O,O1D,O3,H,OH,HO2,H2O2,H2,NO,NO2,NO3,N2O5,HNO3,N2O,J(O2),J(O3*),J(NO2)
0,96801.8,3.6614,295.578,0.020316,0.150465,-0.191044,0.000679567,,,3.17637e-18,8.39226e-24,1.63222e-09,3.98645e-22,2.76505e-14,2.691e-12,2.82366e-10,5.3e-07,6.49789e-13,4.33527e-13,2.01909e-17,8.1477e-21,7.78214e-12,3.3e-07,1.96247e-49,4.39995e-06,0.00187795
1,84279.8,10.9462,290.669,0.0149592,0.137436,-0.272995,0.000741132,,,4.70695e-18,1.67856e-23,1.78293e-09,6.42285e-22,4.57206e-14,3.45948e-12,2.73974e-10,5.27488e-07,8.77721e-13,4.39027e-13,2.74025e-17,1.85832e-20,9.35584e-12,3.29981e-07,3.08601e-48,6.99302e-06,0.00250845
2,73377.7,18.1536,285.61,0.0107777,0.146255,-0.348072,0.000777467,,,7.29545e-18,2.94236e-23,2.08417e-09,8.9616e-22,6.59445e-14,3.96603e-12,2.38333e-10,5.2515e-07,1.26666e-12,5.1526e-13,3.79091e-17,5.22397e-20,1.10543e-11,3.29959e-07,4.10916e-47,9.15978e-06,0.0030459
3,63885.8,25.28,280.352,0.00755883,0.155446,-0.307363,0.000800592,,,1.15736e-17,4.88813e-23,2.54133e-09,1.16097e-21,8.91643e-14,4.18648e-12,1.88695e-10,5.23059e-07,1.88584e-12,6.44504e-13,5.15733e-17,1.62194e-19,1.28852e-11,3.29935e-07,4.49727e-46,1.09653e-05,0.00350189
4,55621.8,32.3204,274.9,0.00512568,0.165019,-0.278557,0.000818551,,,1.82998e-17,7.76347e-23,3.1378e-09,1.42256e-21,1.15222e-13,4.08043e-12,1.36473e-10,5.21264e-07,2.86296e-12,8.22985e-13,6.8112e-17,5.27027e-19,1.47877e-11,3.29909e-07,4.29192e-45,1.24585e-05,0.0038862
5,48426.7,39.2714,269.429,0.00332681,0.172864,-0.319979,0.00083163,,,2.83321e-17,1.18032e-22,3.83489e-09,1.66571e-21,1.43061e-13,3.65843e-12,8.99343e-11,5.1979e-07,4.4125e-12,1.0494e-12,8.61706e-17,1.68608e-18,1.6617e-11,3.2988e-07,8.64354e-44,1.3742e-05,0.00420851
6,42162.4,46.1291,263.745,0.00203695,0.178983,-0.405426,0.000843327,,,4.22943e-17,1.70616e-22,4.57679e-09,1.8453e-21,1.70256e-13,2.97414e-12,5.37441e-11,5.18637e-07,6.8582e-12,1.30975e-12,1.03174e-16,5.25514e-18,1.81373e-11,3.29848e-07,9.57784e-42,1.48218e-05,0.00447662
7,36708.4,52.8814,257.454,0.00115669,0.178406,-0.477531,0.000854281,,,6.01214e-17,2.33052e-22,5.30019e-09,1.88636e-21,1.92507e-13,2.16044e-12,2.9231e-11,5.17792e-07,1.05944e-11,1.5653e-12,1.15527e-16,1.55317e-17,1.90489e-11,3.29813e-07,1.17418e-39,1.56635e-05,0.00469674
8,31960,59.5092,250.474,0.000598601,0.171132,-0.489672,0.00086327,,,8.12683e-17,3.02376e-22,5.95713e-09,1.74168e-21,2.03825e-13,1.40307e-12,1.47629e-11,5.17215e-07,1.59542e-11,1.76485e-12,1.19016e-16,3.5737e-17,1.9104e-11,3.29774e-07,1.19821e-37,1.63053e-05,0.00487548
9,27825.7,65.992,242.816,0.000278513,0.15311,-0.475097,0.000869637,,,1.04959e-16,3.76277e-22,6.53134e-09,1.42903e-21,1.99733e-13,8.22855e-13,7.14898e-12,5.16847e-07,2.30482e-11,1.85841e-12,1.11895e-16,5.16614e-17,1.82511e-11,3.29733e-07,1.12335e-35,1.67969e-05,0.00503162
10,24226.3,72.3108,234.631,0.000116132,0.124344,-0.458088,0.000870129,,,1.30735e-16,4.51975e-22,7.03614e-09,1.03613e-21,1.80027e-13,4.41895e-13,3.43273e-12,5.16622e-07,3.1665e-11,1.82867e-12,9.62946e-17,4.88928e-17,1.67055e-11,3.29688e-07,9.57705e-34,1.70962e-05,0.00516724
11,21092.5,78.4511,226.176,4.38132e-05,0.0954952,-0.417346,0.000869505,,,1.58817e-16,5.29584e-22,7.49928e-09,6.71792e-22,1.50173e-13,2.21621e-13,1.67656e-12,5.16482e-07,4.13694e-11,1.69528e-12,7.73056e-17,3.59273e-17,1.48591e-11,3.29641e-07,6.80594e-32,1.72322e-05,0.00528218
12,18364,84.4053,217.7,1.52087e-05,0.0665675,-0.312822,0.000867092,,,1.90058e-16,6.1306e-22,7.94768e-09,4.00566e-22,1.18315e-13,1.06666e-13,8.45341e-13,5.16387e-07,5.17122e-11,1.49496e-12,5.99701e-17,2.32142e-17,1.31053e-11,3.2959e-07,3.82504e-30,1.73092e-05,0.00538639
13,15988.5,90.171,209.379,4.93205e-06,0.0460493,-0.176634,0.000875373,,,2.2669e-16,7.1706e-22,8.40052e-09,2.30726e-22,9.18908e-14,5.15207e-14,4.46149e-13,5.16312e-07,6.2369e-11,1.26449e-12,4.76838e-17,1.44226e-17,1.17253e-11,3.29536e-07,1.67025e-28,1.76472e-05,0.00549249
14,13920.3,95.7499,201.304,1.50822e-06,0.0339318,-0.0440065,0.000884642,,,2.6913e-16,8.33688e-22,8.86919e-09,1.36562e-22,7.45403e-14,2.64586e-14,2.56271e-13,5.16246e-07,7.31539e-11,1.03579e-12,4.18447e-17,9.42231e-18,1.08807e-11,3.29479e-07,5.67481e-27,1.79275e-05,0.0055903
15,12119.6,101.207,197.986,6.83585e-07,0.028098,-0.0237924,0.000889892,0.464147,181.036,3.52681e-16,1.00357e-21,9.36556e-09,1.22839e-22,7.11415e-14,1.96575e-14,1.77515e-13,5.1618e-07,8.39565e-11,9.61882e-13,3.74554e-17,7.27445e-18,1.06675e-11,3.29417e-07,1.50574e-25,1.82378e-05,0.00568199
16,10551.9,106.645,197.533,6.83585e-07,0.0297872,-0.0322208,0.00213052,0.499305,164.378,1.34606e-15,3.34301e-21,2.68731e-08,7.05023e-23,3.57384e-14,3.5431e-15,1.36948e-14,5.13987e-07,4.35261e-10,1.1867e-11,2.79114e-17,4.73917e-17,2.23969e-11,3.27228e-07,3.25114e-24,1.8497e-05,0.00576885
17,9186.91,112.104,197.162,6.83585e-07,0.0330258,-0.0305274,0.00357422,0.558673,144.359,3.0156e-15,6.54368e-21,4.53248e-08,7.38367e-23,3.2229e-14,2.59306e-15,2.3146e-15,5.11726e-07,7.91906e-10,3.0849e-11,4.02048e-17,1.49368e-16,4.05104e-11,3.24915e-07,5.61374e-23,1.87423e-05,0.00585182
18,7998.53,117.595,197.57,6.83585e-07,0.0378345,-0.0390226,0.00524175,0.643067,128.863,5.85459e-15,1.10002e-20,6.52259e-08,9.56597e-23,3.43647e-14,2.58513e-15,1.37215e-15,5.09329e-07,1.16564e-09,5.68877e-11,6.08054e-17,3.49331e-16,6.31247e-11,3.22419e-07,7.64044e-22,1.90031e-05,0.00593154
19,6963.86,123.127,197.727,6.83585e-07,0.0431503,-0.0418904,0.00709784,0.73449,113.792,1.04029e-14,1.70463e-20,8.65456e-08,1.30798e-22,3.93419e-14,2.85153e-15,1.32488e-15,5.06805e-07,1.55786e-09,8.71595e-11,8.7792e-17,6.49725e-16,8.86489e-11,3.19753e-07,8.20366e-21,1.92997e-05,0.00600828
20,6063.04,128.699,198.032,6.83585e-07,0.0490019,-0.0496278,0.00917124,0.833907,102.247,1.76886e-14,2.53102e-20,1.09655e-07,1.86394e-22,4.67198e-14,3.33932e-15,1.42814e-15,5.04124e-07,1.9736e-09,1.21548e-10,1.21891e-16,1.05434e-15,1.16761e-10,3.16881e-07,7.02526e-20,1.96461e-05,0.00608211
