layer,p_pa,z_km,t_k,h2o,sw_heating_k_day,lw_heating_k_day,uv_heating_k_day,day_night_k,relaxation_days,O,O1D,O3,H,OH,HO2,H2O2,H2,NO,NO2,NO3,N2O5,HNO3,N2O,J(O2),J(O3*),J(NO2)
0,114570,3.57225,284.86,0.00877575,0.134676,-0.277572,0.000581418,,,4.52293e-18,8.27413e-24,3.46637e-09,1.72308e-22,1.63478e-14,1.71436e-12,1.46601e-10,5.3e-07,3.62e-13,4.18644e-13,2.21693e-17,4.30342e-20,4.93548e-12,3.3e-07,2.00331e-57,2.38207e-06,0.00171902
1,99581,10.66,278.391,0.00566672,0.123122,-0.218875,0.000658124,,,6.3204e-18,1.61428e-23,3.64007e-09,2.49147e-22,2.56065e-14,2.07089e-12,1.37191e-10,5.29129e-07,5.95189e-13,4.39316e-13,2.26337e-17,1.0063e-19,5.91181e-12,3.29981e-07,1.00235e-55,3.90665e-06,0.00238454
2,86552.8,17.6314,271.731,0.00345528,0.129271,-0.189697,0.000706208,,,8.84269e-18,2.59779e-23,3.92775e-09,3.03451e-22,3.42456e-14,2.13997e-12,1.10635e-10,5.28394e-07,1.05486e-12,5.46143e-13,2.62978e-17,3.41281e-19,6.92339e-12,3.29959e-07,3.31006e-54,5.17539e-06,0.00295211
3,75229.1,24.4798,264.824,0.0019483,0.132651,-0.214977,0.000730847,,,1.22919e-17,3.8615e-23,4.30383e-09,3.41273e-22,4.30216e-14,1.94434e-12,7.79581e-11,5.27805e-07,1.89375e-12,7.09725e-13,3.1258e-17,1.35221e-18,7.90664e-12,3.29936e-07,1.01293e-52,6.27279e-06,0.00343261
4,65386.9,31.1926,257.319,0.00100032,0.133274,-0.273245,0.000743856,,,1.66933e-17,5.39176e-23,4.72421e-09,3.57772e-22,5.20394e-14,1.5288e-12,4.84859e-11,5.27359e-07,3.33036e-12,8.95335e-13,3.66029e-17,5.62553e-18,8.73091e-12,3.29911e-07,2.6796e-50,7.18083e-06,0.00383475
5,56832.3,37.7513,249.162,0.000463403,0.126581,-0.299125,0.000751021,,,2.1934e-17,7.16293e-23,5.14353e-09,3.44559e-22,6.01311e-14,1.03302e-12,2.72264e-11,5.2704e-07,5.61479e-12,1.05719e-12,4.13109e-17,1.76557e-17,9.23008e-12,3.29883e-07,1.51338e-47,7.94253e-06,0.00416715
6,49397,44.138,240.532,0.000193523,0.112581,-0.275139,0.000754156,,,2.78799e-17,9.13933e-23,5.53465e-09,2.98301e-22,6.48584e-14,6.112e-13,1.43398e-11,5.26827e-07,8.93284e-12,1.15248e-12,4.38967e-17,3.02017e-17,9.28137e-12,3.29853e-07,6.03112e-45,8.589e-06,0.00445491
7,42934.4,50.3399,231.685,7.36102e-05,0.0936087,-0.249834,0.000751877,,,3.45004e-17,1.12535e-22,5.89423e-09,2.31199e-22,6.46654e-14,3.29631e-13,7.37035e-12,5.2669e-07,1.32928e-11,1.16753e-12,4.35284e-17,3.22984e-17,8.89323e-12,3.29822e-07,2.02785e-42,9.09695e-06,0.00469564
8,37317.3,56.3506,222.864,2.59041e-05,0.0696755,-0.224189,0.000748874,,,4.19094e-17,1.35007e-22,6.23328e-09,1.6326e-22,6.0234e-14,1.68944e-13,3.80337e-12,5.26602e-07,1.85367e-11,1.11038e-12,4.08181e-17,2.71608e-17,8.20766e-12,3.29788e-07,6.261e-40,9.48113e-06,0.00489475
9,32435.1,62.1685,214.227,8.5482e-06,0.050178,-0.174122,0.000745127,,,5.04229e-17,1.61657e-22,6.5657e-09,1.07869e-22,5.35417e-14,8.50286e-14,2.00571e-12,5.26542e-07,2.44339e-11,9.99049e-13,3.72905e-17,2.03255e-17,7.42645e-12,3.29752e-07,1.54435e-37,9.92045e-06,0.0050713
10,28191.6,67.7958,205.858,2.66679e-06,0.0351209,-0.105438,0.000743882,,,6.03914e-17,1.93086e-22,6.90256e-09,6.81958e-23,4.62985e-14,4.28921e-14,1.10098e-12,5.26497e-07,3.07619e-11,8.58479e-13,3.43421e-17,1.45196e-17,6.73925e-12,3.29714e-07,2.79463e-35,1.03874e-05,0.00522625
11,24503.3,73.2361,197.788,7.89255e-07,0.0260293,-0.0375816,0.00074085,,,7.19998e-17,2.29363e-22,7.25132e-09,4.26273e-23,4.01805e-14,2.23104e-14,6.56696e-13,5.26458e-07,3.73512e-11,7.10493e-13,3.35087e-17,1.05651e-17,6.29329e-12,3.29674e-07,3.62587e-33,1.08359e-05,0.00535941
12,21297.5,78.5383,193.278,3.49318e-07,0.0229003,-0.0206905,0.000732822,0.378069,280.4,9.22604e-17,2.77811e-22,7.61968e-09,3.50887e-23,3.80023e-14,1.49936e-14,4.70597e-13,5.26421e-07,4.40695e-11,6.39765e-13,3.22601e-17,8.52113e-18,6.2e-12,3.29631e-07,3.31222e-31,1.124e-05,0.00547561
13,18511.2,83.7908,191.864,3.49318e-07,0.0229907,-0.0242426,0.00144893,0.383734,263.706,3.24337e-16,8.71918e-22,2.03942e-08,8.96446e-24,8.88705e-15,9.91841e-16,3.73434e-14,5.25234e-07,2.59764e-10,8.01585e-12,1.16178e-17,2.85718e-17,1.23207e-11,3.28117e-07,2.3278e-29,1.1584e-05,0.00557892
14,16089.4,89.0443,191.136,3.49318e-07,0.0257132,-0.0246961,0.00230183,0.430399,242.69,7.15753e-16,1.7025e-21,3.38744e-08,8.69445e-24,7.40703e-15,6.35762e-16,3.32385e-15,5.23997e-07,4.80225e-10,2.0493e-11,1.64156e-17,8.6912e-17,2.09059e-11,3.26517e-07,1.24941e-27,1.19046e-05,0.00567276
15,13984.4,94.3198,191.25,3.49318e-07,0.0287801,-0.0291117,0.00329451,0.483389,221.335,1.37947e-15,2.87321e-21,4.83207e-08,1.12283e-23,7.82411e-15,6.10089e-16,4.8483e-16,5.22685e-07,7.1064e-10,3.71784e-11,2.55066e-17,2.06151e-16,3.16072e-11,3.24803e-07,4.99083e-26,1.22305e-05,0.00575987
16,12154.8,99.6313,191.528,3.49318e-07,0.0321865,-0.0318145,0.00442226,0.54233,199.299,2.46632e-15,4.50192e-21,6.38341e-08,1.57946e-23,8.96815e-15,6.68701e-16,2.46135e-16,5.21289e-07,9.53375e-10,5.70247e-11,3.79709e-17,3.96746e-16,4.40999e-11,3.22964e-07,1.45614e-24,1.25807e-05,0.00584222
