layer,p_pa,z_km,t_k,h2o,sw_heating_k_day,lw_heating_k_day,uv_heating_k_day,day_night_k,relaxation_days,O,O1D,O3,H,OH,HO2,H2O2,H2,NO,NO2,NO3,N2O5,HNO3,N2O,J(O2),J(O3*),J(NO2)
0,115608,3.71814,295.357,0.0168004,0.129485,-0.168446,0.000453723,,,4.13762e-30,1e-30,2.79503e-21,1e-30,7.7099e-28,5.57955e-21,1.09918e-26,5.3e-07,5.57493e-17,7.36081e-26,1e-30,1e-30,1e-30,3.3e-07,0,1.60309e-11,0.000992847
1,100473,11.1111,289.98,0.0120088,0.119274,-0.261348,0.000483562,,,5.53231e-30,1e-30,2.84373e-21,1e-30,8.77457e-28,5.57955e-21,1.15546e-26,5.3e-07,5.57493e-17,4.96439e-26,1e-30,1e-30,1e-30,3.3e-07,0,2.41616e-11,0.00132906
2,87320.6,18.4151,284.39,0.00834442,0.127657,-0.287721,0.000491586,,,7.26017e-30,1e-30,2.88721e-21,1e-30,1.00896e-27,5.57955e-21,1.17894e-26,5.3e-07,5.57493e-17,3.68509e-26,1e-30,1e-30,1e-30,3.3e-07,0,3.06433e-11,0.00161368
3,75889.6,25.6241,278.522,0.00559678,0.135943,-0.238522,0.000484655,,,9.36843e-30,1e-30,2.92607e-21,1e-30,1.17529e-27,5.57955e-21,1.18183e-26,5.3e-07,5.57493e-17,2.90245e-26,1e-30,1e-30,1e-30,3.3e-07,0,3.56798e-11,0.00185279
4,65955,32.7321,272.507,0.00358457,0.144138,-0.231251,0.000467173,,,1.19338e-29,1e-30,2.96083e-21,1e-30,1.38369e-27,5.57955e-21,1.17236e-26,5.3e-07,5.57493e-17,2.37568e-26,1e-30,1e-30,1e-30,3.3e-07,0,3.94602e-11,0.0020521
5,57320.9,39.734,266.338,0.00215705,0.149574,-0.282123,0.000439077,,,1.50249e-29,1e-30,2.99201e-21,1e-30,1.64841e-27,5.57955e-21,1.15618e-26,5.3e-07,5.57493e-17,1.99894e-26,1e-30,1e-30,1e-30,3.3e-07,0,4.21352e-11,0.00221678
6,49817.1,46.6194,259.66,0.00119799,0.152257,-0.358141,0.000408097,,,1.86009e-29,1e-30,3.01998e-21,1e-30,2.0112e-27,5.57954e-21,1.13728e-26,5.3e-07,5.57493e-17,1.72285e-26,1e-30,1e-30,1e-30,3.3e-07,0,4.37354e-11,0.00235079
7,43295.7,53.3701,252.274,0.000604287,0.146744,-0.391251,0.000376739,,,2.25674e-29,1e-30,3.045e-21,1e-30,2.53701e-27,5.57954e-21,1.1184e-26,5.3e-07,5.57493e-17,1.51757e-26,1e-30,1e-30,1e-30,3.3e-07,0,4.43037e-11,0.00245799
8,37627.9,59.9652,244.231,0.000273701,0.13304,-0.375088,0.000349054,,,2.68391e-29,1e-30,3.06726e-21,1e-30,3.31993e-27,5.57954e-21,1.10136e-26,5.3e-07,5.57493e-17,1.35789e-26,1e-30,1e-30,1e-30,3.3e-07,0,4.39478e-11,0.00255089
9,32702.1,66.3861,235.718,0.000111314,0.112564,-0.357858,0.000322458,,,3.13706e-29,1e-30,3.08697e-21,1e-30,4.50235e-27,5.57954e-21,1.08731e-26,5.3e-07,5.57493e-17,1.2292e-26,1e-30,1e-30,1e-30,3.3e-07,0,4.2827e-11,0.00263672
