layer,p_pa,z_km,t_k,h2o,sw_heating_k_day,lw_heating_k_day,uv_heating_k_day,day_night_k,relaxation_days,O,O1D,O3,H,OH,HO2,H2O2,H2,NO,NO2,NO3,N2O5,HNO3,N2O,J(O2),J(O3*),J(NO2)
0,113980,3.43346,274.401,0.0042977,0.142429,-0.201605,0.000642975,,,5.99542e-18,8.17408e-24,5.46415e-09,9.16581e-23,1.2183e-14,1.16506e-12,5.88261e-11,5.3e-07,3.76901e-13,5.23596e-13,2.60811e-17,2.85036e-19,2.76842e-12,3.3e-07,3.85809e-65,1.52762e-06,0.00171992
1,99073.4,10.2327,267.092,0.00240848,0.126885,-0.169184,0.00072297,,,8.05366e-18,1.53852e-23,5.64519e-09,1.15954e-22,1.73987e-14,1.28014e-12,5.29597e-11,5.29637e-07,6.56044e-13,5.41955e-13,2.0799e-17,6.32441e-19,3.27458e-12,3.29979e-07,3.23806e-63,2.48596e-06,0.00237958
2,86116.1,16.8899,259.33,0.00122377,0.127473,-0.197037,0.000769628,,,1.0619e-17,2.35822e-23,5.90005e-09,1.25053e-22,2.17765e-14,1.17258e-12,4.02298e-11,5.29349e-07,1.20911e-12,6.46131e-13,1.94747e-17,2.1541e-18,3.7672e-12,3.29955e-07,1.52841e-60,3.28031e-06,0.00294021
3,74853.4,23.3893,250.952,0.000562215,0.122757,-0.237717,0.000796058,,,1.36791e-17,3.2819e-23,6.20261e-09,1.25117e-22,2.6264e-14,9.20027e-13,2.6657e-11,5.29132e-07,2.1928e-12,7.77621e-13,1.92227e-17,7.3274e-18,4.19666e-12,3.2993e-07,4.85513e-57,3.93713e-06,0.00341216
4,65063.8,29.7146,242.152,0.000233804,0.112757,-0.23113,0.000812337,,,1.72176e-17,4.33436e-23,6.52519e-09,1.17203e-22,3.074e-14,6.25317e-13,1.59617e-11,5.28976e-07,3.76734e-12,8.86817e-13,1.94544e-17,1.49134e-17,4.49e-12,3.29903e-07,9.08435e-54,4.50889e-06,0.00381686
5,56554.4,35.8546,233.186,8.89993e-05,0.096588,-0.203416,0.000817331,,,2.12413e-17,5.48301e-23,6.85054e-09,1.00731e-22,3.40187e-14,3.76656e-13,8.98432e-12,5.28868e-07,6.0442e-12,9.4275e-13,1.98765e-17,1.82902e-17,4.59051e-12,3.29874e-07,1.22708e-50,4.97771e-06,0.00416141
6,49158,41.804,224.281,3.14759e-05,0.0742663,-0.179165,0.000820078,,,2.58098e-17,6.72217e-23,7.17432e-09,7.91478e-23,3.52418e-14,2.09619e-13,4.92882e-12,5.28793e-07,9.03693e-12,9.37548e-13,2.01985e-17,1.73574e-17,4.50227e-12,3.29843e-07,1.57105e-47,5.35401e-06,0.00444933
7,42728.8,47.5621,215.58,1.04691e-05,0.0548426,-0.145651,0.000817479,,,3.10652e-17,8.17244e-23,7.50011e-09,5.77508e-23,3.45492e-14,1.1236e-13,2.70976e-12,5.2874e-07,1.26672e-11,8.77732e-13,2.04357e-17,1.46642e-17,4.29653e-12,3.29811e-07,1.62137e-44,5.73088e-06,0.00469712
8,37140.6,53.1312,207.156,3.29805e-06,0.0383242,-0.0932111,0.000815224,,,3.72334e-17,9.93566e-23,7.83371e-09,3.99475e-23,3.26321e-14,5.97542e-14,1.5348e-12,5.287e-07,1.68043e-11,7.79827e-13,2.09973e-17,1.18619e-17,4.08321e-12,3.29776e-07,1.12322e-41,6.14738e-06,0.0049128
9,32283.1,58.5152,199.036,9.8697e-07,0.0281671,-0.0350887,0.000809097,,,4.44074e-17,1.19671e-22,8.18028e-09,2.70615e-23,3.06389e-14,3.25802e-14,9.4291e-13,5.28667e-07,2.13088e-11,6.63612e-13,2.29153e-17,9.77889e-18,3.98017e-12,3.29739e-07,5.23723e-39,6.54083e-06,0.00509533
