layer,p_pa,z_km,t_k,h2o,sw_heating_k_day,lw_heating_k_day,uv_heating_k_day,day_night_k,relaxation_days,O,O1D,O3,H,OH,HO2,H2O2,H2,NO,NO2,NO3,N2O5,HNO3,N2O,J(O2),J(O3*),J(NO2)
0,113980,3.43346,274.401,0.0042977,0.135697,-0.20114,0.000605336,,,6.29576e-18,4.06471e-24,6.11129e-09,5.13023e-23,6.81903e-15,8.53885e-13,3.96828e-11,5.3e-07,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,1.19478e-84,6.79197e-07,0.00169358
1,99073.4,10.2327,267.092,0.00240848,0.120808,-0.168774,0.000674955,,,8.3522e-18,7.37618e-24,6.29257e-09,5.95189e-23,8.92735e-15,9.54552e-13,3.73755e-11,5.29839e-07,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,3.60685e-79,1.06923e-06,0.00233914
2,86116.1,16.8899,259.33,0.00122377,0.120608,-0.19645,0.000711518,,,1.08843e-17,1.09415e-23,6.54619e-09,5.65657e-23,9.84337e-15,9.26655e-13,3.11357e-11,5.2972e-07,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,1.48166e-73,1.37174e-06,0.00288753
3,74853.4,23.3893,250.952,0.000562215,0.11525,-0.236663,0.000728192,,,1.39079e-17,1.47588e-23,6.86485e-09,4.77999e-23,1.00243e-14,8.23749e-13,2.37962e-11,5.29634e-07,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,2.68401e-68,1.59973e-06,0.00334888
4,65063.8,29.7146,242.152,0.000233804,0.104754,-0.229122,0.000735857,,,1.74698e-17,1.90142e-23,7.23904e-09,3.77598e-23,9.89217e-15,6.95375e-13,1.72009e-11,5.2957e-07,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,2.18474e-63,1.78293e-06,0.00374441
5,56554.4,35.8546,233.186,8.89993e-05,0.0883413,-0.198288,0.000734149,,,2.16516e-17,2.35625e-23,7.66084e-09,2.87721e-23,9.7041e-15,5.71607e-13,1.20519e-11,5.29521e-07,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,1.13105e-58,1.91285e-06,0.00408108
6,49158,41.804,224.281,3.14759e-05,0.0660277,-0.165043,0.000731938,,,2.65761e-17,2.84032e-23,8.12499e-09,2.16707e-23,9.6354e-15,4.67065e-13,8.37507e-12,5.2948e-07,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,2.32703e-54,1.99753e-06,0.00436229
7,42728.8,47.5621,215.58,1.04691e-05,0.0476991,-0.116666,0.000726175,,,3.24277e-17,3.42417e-23,8.62868e-09,1.64294e-23,9.81378e-15,3.85598e-13,5.93634e-12,5.29444e-07,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,1.82216e-50,2.08712e-06,0.00460418
8,37140.6,53.1312,207.156,3.29805e-06,0.0333619,-0.0480323,0.000721515,,,3.94623e-17,4.15921e-23,9.17093e-09,1.2808e-23,1.0446e-14,3.28055e-13,4.48137e-12,5.2941e-07,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,7.95754e-47,2.19815e-06,0.00481466
9,32283.1,58.5515,201.757,1.53298e-06,0.0260109,-0.0249724,0.000708001,0.430744,255.517,5.08033e-17,5.13143e-23,9.75593e-09,1.19508e-23,1.15446e-14,3.05815e-13,3.83227e-12,5.29377e-07,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,2.25922e-43,2.30448e-06,0.00499279
