layer,p_pa,z_km,t_k,h2o,sw_heating_k_day,lw_heating_k_day,uv_heating_k_day,day_night_k,relaxation_days,O,O1D,O3,H,OH,HO2,H2O2,H2,NO,NO2,NO3,N2O5,HNO3,N2O,J(O2),J(O3*),J(NO2)
0,95173.1,3.37742,274.647,0.00523149,0.15903,-0.244589,0.000757223,,,6.88917e-18,6.09063e-24,5.26284e-09,7.74214e-23,1.03405e-14,1.19936e-12,5.5416e-11,5.3e-07,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,3.62493e-79,9.98872e-07,0.00183948
1,82876,10.0717,267.879,0.0030665,0.141269,-0.205829,0.000819026,,,9.12701e-18,1.06661e-23,5.43239e-09,9.04074e-23,1.33886e-14,1.33301e-12,5.21847e-11,5.29799e-07,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,1.69789e-74,1.51007e-06,0.00243608
2,72167.7,16.639,260.702,0.00164628,0.141785,-0.238905,0.00084641,,,1.19528e-17,1.57273e-23,5.68006e-09,8.77026e-23,1.47532e-14,1.30624e-12,4.36418e-11,5.29648e-07,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,8.75415e-70,1.91075e-06,0.00294208
3,62843.1,23.0645,252.863,0.000802467,0.136846,-0.290637,0.000852488,,,1.5401e-17,2.12127e-23,5.99864e-09,7.53021e-23,1.49329e-14,1.17222e-12,3.34874e-11,5.29539e-07,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,4.93754e-65,2.20677e-06,0.00336702
4,54723.3,29.3305,244.484,0.000353426,0.126476,-0.289959,0.000852215,,,1.95233e-17,2.74562e-23,6.37785e-09,5.98454e-23,1.45275e-14,9.93094e-13,2.42362e-11,5.29459e-07,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,1.33438e-60,2.44583e-06,0.00372718
5,47652.6,35.4231,235.794,0.00014151,0.108179,-0.2552,0.000843264,,,2.43977e-17,3.42056e-23,6.80858e-09,4.53404e-23,1.39334e-14,8.12134e-13,1.69344e-11,5.29397e-07,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,2.18801e-56,2.61208e-06,0.0040369
6,41495.5,41.334,227.041,5.22315e-05,0.0819717,-0.217502,0.000833435,,,3.01531e-17,4.14448e-23,7.28435e-09,3.37385e-23,1.34851e-14,6.55903e-13,1.16901e-11,5.29346e-07,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,2.19514e-52,2.71663e-06,0.00429628
7,36133.9,47.0602,218.413,1.80296e-05,0.0595883,-0.161028,0.000821333,,,3.69688e-17,4.95102e-23,7.80144e-09,2.52571e-23,1.34103e-14,5.33524e-13,8.20483e-12,5.29302e-07,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,9.80701e-49,2.78894e-06,0.00451611
8,31465.1,52.6024,210.019,5.87904e-06,0.0410367,-0.076322,0.000811694,,,4.52054e-17,6.00991e-23,8.35833e-09,1.95349e-23,1.40177e-14,4.47002e-13,6.12217e-12,5.2926e-07,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,2.16725e-45,2.91248e-06,0.00471391
9,27399.6,57.9859,203.614,2.80498e-06,0.0311563,-0.0322515,0.000796209,0.512788,214.982,5.71343e-17,7.3239e-23,8.95749e-09,1.74338e-23,1.55842e-14,4.06167e-13,5.18583e-12,5.29219e-07,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,3.12029e-42,3.01806e-06,0.00488376
