layer,p_pa,z_km,t_k,h2o,sw_heating_k_day,lw_heating_k_day,uv_heating_k_day,day_night_k,relaxation_days,O,O1D,O3,H,OH,HO2,H2O2,H2,NO,NO2,NO3,N2O5,HNO3,N2O,J(O2),J(O3*),J(NO2)
0,94839.3,3.24394,264.198,0.00226905,0.153318,-0.203763,0.00081749,,,8.73485e-18,1.48579e-23,7.55303e-09,8.43937e-23,1.61466e-14,1.09756e-12,2.6547e-11,5.3e-07,6.50024e-13,8.08819e-13,3.2189e-17,2.21369e-18,2.06747e-12,3.3e-07,8.95265e-62,1.75724e-06,0.00182611
1,82588.3,9.65643,256.279,0.00111981,0.131174,-0.219098,0.000898925,,,1.13206e-17,2.6204e-23,7.75533e-09,9.17277e-23,2.063e-14,1.03876e-12,2.21593e-11,5.29783e-07,1.12485e-12,8.30977e-13,2.37214e-17,5.2181e-18,2.38019e-12,3.29981e-07,5.25122e-60,2.72457e-06,0.00241745
2,71919.7,15.9102,247.82,0.00050066,0.123202,-0.248877,0.00095145,,,1.43223e-17,3.86843e-23,8.01087e-09,8.86533e-23,2.43112e-14,8.10994e-13,1.5271e-11,5.29622e-07,2.05489e-12,9.52563e-13,1.991e-17,1.26869e-17,2.64664e-12,3.2996e-07,7.89885e-58,3.54094e-06,0.0029177
3,62629.3,21.9917,239.043,0.000203863,0.109584,-0.230816,0.000983823,,,1.774e-17,5.24259e-23,8.29449e-09,7.99462e-23,2.76276e-14,5.37534e-13,9.23587e-12,5.29509e-07,3.6369e-12,1.07548e-12,1.73804e-17,1.86481e-17,2.82147e-12,3.29938e-07,1.2286e-54,4.23809e-06,0.00335226
4,54539,27.8926,230.193,7.65874e-05,0.0903383,-0.203017,0.0010016,,,2.15977e-17,6.72643e-23,8.58912e-09,6.60454e-23,2.95453e-14,3.11193e-13,5.1796e-12,5.29431e-07,6.00365e-12,1.14551e-12,1.53628e-17,1.84682e-17,2.85867e-12,3.29914e-07,1.34892e-51,4.8198e-06,0.0037198
5,47493.8,33.6098,221.46,2.69182e-05,0.070726,-0.179797,0.00101122,,,2.59581e-17,8.33114e-23,8.8893e-09,4.94648e-23,2.92552e-14,1.64361e-13,2.81788e-12,5.29377e-07,9.18013e-12,1.14293e-12,1.3566e-17,1.50276e-17,2.7621e-12,3.29889e-07,1.01577e-48,5.30684e-06,0.00402924
6,41358.7,39.1437,212.958,8.94042e-06,0.0507523,-0.144459,0.00101422,,,3.09886e-17,1.02631e-22,9.19688e-09,3.41282e-23,2.71481e-14,8.29645e-14,1.53577e-12,5.29337e-07,1.30877e-11,1.07132e-12,1.20529e-17,1.11781e-17,2.59782e-12,3.29862e-07,6.89599e-46,5.82239e-06,0.00430107
7,36016.1,44.4973,204.737,2.82105e-06,0.036585,-0.0909535,0.00101324,,,3.68217e-17,1.24976e-22,9.5159e-09,2.2272e-23,2.41903e-14,4.15131e-14,8.65014e-13,5.29306e-07,1.75898e-11,9.52857e-13,1.11626e-17,8.19279e-18,2.46544e-12,3.29834e-07,4.17845e-43,6.32089e-06,0.00453445
8,31363.7,49.6744,196.815,8.47294e-07,0.0282211,-0.0339409,0.00100488,,,4.35568e-17,1.50986e-22,9.85003e-09,1.45458e-23,2.1877e-14,2.17693e-14,5.34723e-13,5.29278e-07,2.25535e-11,8.11529e-13,1.16769e-17,6.47616e-18,2.46768e-12,3.29804e-07,1.85127e-40,6.81142e-06,0.00473369
9,27312.2,54.7216,192.412,3.79999e-07,0.024115,-0.0216468,0.000984511,0.399456,303.824,5.53286e-17,1.84931e-22,1.02049e-08,1.25803e-23,2.16957e-14,1.48317e-14,4.10126e-13,5.29251e-07,2.78395e-11,7.47542e-13,1.28995e-17,6.10835e-18,2.70297e-12,3.29772e-07,5.68613e-38,7.25422e-06,0.00490482
