layer,p_pa,z_km,t_k,h2o,sw_heating_k_day,lw_heating_k_day,uv_heating_k_day,day_night_k,relaxation_days,O,O1D,O3,H,OH,HO2,H2O2,H2,NO,NO2,NO3,N2O5,HNO3,N2O,J(O2),J(O3*),J(NO2)
0,115608,3.71814,295.357,0.0168004,0.129449,-0.166731,0.00055089,,,2.23472e-18,1.19499e-23,1.34272e-09,4.52389e-22,3.12216e-14,2.75881e-12,3.2314e-10,5.3e-07,8.22765e-13,6.36275e-13,4.4345e-17,3.22757e-20,1.50582e-11,3.3e-07,8.27134e-33,8.87903e-06,0.001755
1,100473,11.1111,289.98,0.0120088,0.119314,-0.258541,0.000627137,,,3.54053e-18,2.6528e-23,1.5152e-09,7.74384e-22,5.56906e-14,3.64686e-12,3.08167e-10,5.26143e-07,1.16028e-12,6.71323e-13,7.04755e-17,9.55508e-20,1.82513e-11,3.29994e-07,9.18565e-32,1.52006e-05,0.00244901
2,87320.6,18.4151,284.39,0.00834442,0.127807,-0.285174,0.000686483,,,5.9594e-18,5.12672e-23,1.87988e-09,1.125e-21,8.51591e-14,4.22891e-12,2.59396e-10,5.22532e-07,1.7097e-12,8.13806e-13,1.08068e-16,3.31618e-19,2.18477e-11,3.29987e-07,8.63521e-31,2.07444e-05,0.00304192
3,75889.6,25.6241,278.522,0.00559678,0.136233,-0.237138,0.000744586,,,1.02463e-17,9.37752e-23,2.44673e-09,1.50022e-21,1.21113e-13,4.46405e-12,1.95835e-10,5.19304e-07,2.56428e-12,1.03628e-12,1.60152e-16,1.25252e-18,2.5903e-11,3.2998e-07,7.48158e-30,2.57051e-05,0.00354565
4,65955,32.7321,272.507,0.00358457,0.144606,-0.23079,0.000811379,,,1.73369e-17,1.62673e-22,3.19387e-09,1.87135e-21,1.62751e-13,4.28855e-12,1.32479e-10,5.1656e-07,3.95237e-12,1.3466e-12,2.27343e-16,4.88273e-18,3.03117e-11,3.29972e-07,6.14476e-29,3.02724e-05,0.00397076
5,57320.9,39.734,266.338,0.00215705,0.150235,-0.282108,0.000886691,,,2.81278e-17,2.66187e-22,4.05982e-09,2.19354e-21,2.07867e-13,3.69058e-12,7.92325e-11,5.14351e-07,6.33845e-12,1.76253e-12,3.06232e-16,1.91818e-17,3.47391e-11,3.29963e-07,4.75832e-28,3.46923e-05,0.00432665
6,49817.1,46.6194,259.66,0.00119799,0.153122,-0.357987,0.000972608,,,4.28537e-17,4.05959e-22,4.94124e-09,2.37876e-21,2.52042e-13,2.76474e-12,4.13072e-11,5.1269e-07,1.05514e-11,2.27418e-12,3.8714e-16,7.4412e-17,3.85013e-11,3.29954e-07,3.39009e-27,3.89325e-05,0.00462067
7,43295.7,53.3701,252.274,0.000604287,0.147739,-0.390305,0.00105899,,,6.07322e-17,5.75772e-22,5.72092e-09,2.32805e-21,2.86144e-13,1.77529e-12,1.89807e-11,5.11542e-07,1.77655e-11,2.81221e-12,4.47706e-16,2.29783e-16,4.05871e-11,3.29943e-07,2.15816e-26,4.30094e-05,0.00485992
8,37627.9,59.9652,244.231,0.000273701,0.134081,-0.372431,0.00113756,,,8.03695e-17,7.66444e-22,6.32281e-09,1.99834e-21,2.96643e-13,9.86237e-13,8.06082e-12,5.10822e-07,2.91008e-11,3.24346e-12,4.56502e-16,4.09146e-16,4.00515e-11,3.29932e-07,1.20153e-25,4.70273e-05,0.00506091
9,32702.1,66.3861,235.718,0.000111314,0.113363,-0.351583,0.00119707,,,1.00638e-16,9.67344e-22,6.74246e-09,1.47035e-21,2.73941e-13,4.84215e-13,3.37221e-12,5.10413e-07,4.48572e-11,3.42982e-12,3.98973e-16,4.16691e-16,3.67189e-11,3.2992e-07,5.82675e-25,5.08151e-05,0.00523461
10,28421.1,72.6198,227.005,4.11358e-05,0.0855935,-0.3254,0.00124063,,,1.21324e-16,1.17556e-21,7.02758e-09,9.253e-22,2.23427e-13,2.15277e-13,1.45721e-12,5.10193e-07,6.40859e-11,3.32585e-12,2.99279e-16,2.954e-16,3.15306e-11,3.29907e-07,2.50652e-24,5.43148e-05,0.00537811
