layer,p_pa,z_km,t_k,h2o,sw_heating_k_day,lw_heating_k_day,uv_heating_k_day,day_night_k,relaxation_days,O,O1D,O3,H,OH,HO2,H2O2,H2,NO,NO2,NO3,N2O5,HNO3,N2O,J(O2),J(O3*),J(NO2)
0,114570,3.57248,284.86,0.00877573,0.135067,-0.285944,0.000473907,,,2.7972e-30,1e-30,2.1938e-21,1e-30,7.32115e-28,2.97893e-21,2.0346e-27,5.3e-07,7.66851e-17,5.77836e-26,1e-30,1e-30,1e-30,3.3e-07,0,1.52438e-11,0.000985947
1,99581,10.6607,278.391,0.00566666,0.123414,-0.224538,0.000504495,,,3.66648e-30,1e-30,2.23079e-21,1e-30,8.66085e-28,2.97893e-21,2.11665e-27,5.3e-07,7.66851e-17,3.94903e-26,1e-30,1e-30,1e-30,3.3e-07,0,2.26793e-11,0.00131519
2,86552.8,17.6326,271.73,0.0034552,0.129415,-0.193849,0.000512054,,,4.71384e-30,1e-30,2.26387e-21,1e-30,1.03831e-27,2.97893e-21,2.13429e-27,5.3e-07,7.66851e-17,2.96777e-26,1e-30,1e-30,1e-30,3.3e-07,0,2.84754e-11,0.00159317
3,75229.1,24.4814,264.824,0.00194822,0.132644,-0.219543,0.00049965,,,5.95501e-30,1e-30,2.29352e-21,1e-30,1.2653e-27,2.97893e-21,2.1172e-27,5.3e-07,7.66851e-17,2.36691e-26,1e-30,1e-30,1e-30,3.3e-07,0,3.28204e-11,0.0018258
4,65386.9,31.1947,257.318,0.00100025,0.13311,-0.276445,0.000477735,,,7.36025e-30,1e-30,2.32006e-21,1e-30,1.58757e-27,2.97893e-21,2.08483e-27,5.3e-07,7.66851e-17,1.97084e-26,1e-30,1e-30,1e-30,3.3e-07,0,3.57968e-11,0.00201783
5,56832.3,37.7538,249.161,0.000463359,0.126278,-0.304525,0.00045242,,,8.896e-30,1e-30,2.34371e-21,1e-30,2.06326e-27,2.97893e-21,2.04937e-27,5.3e-07,7.66851e-17,1.69669e-26,1e-30,1e-30,1e-30,3.3e-07,0,3.75131e-11,0.00217413
6,49397,44.1409,240.53,0.000193497,0.112159,-0.280372,0.000426725,,,1.05456e-29,1e-30,2.3647e-21,1e-30,2.77592e-27,2.97893e-21,2.01812e-27,5.3e-07,7.66851e-17,1.48917e-26,1e-30,1e-30,1e-30,3.3e-07,0,3.81354e-11,0.002315
7,42934.4,50.3432,231.684,7.35971e-05,0.0932663,-0.257324,0.000400674,,,1.23158e-29,1e-30,2.38321e-21,1e-30,3.84995e-27,2.97893e-21,1.9953e-27,5.3e-07,7.66851e-17,1.33128e-26,1e-30,1e-30,1e-30,3.3e-07,0,3.78666e-11,0.00243481
8,37317.3,56.3542,222.862,2.58982e-05,0.0696107,-0.239231,0.000378909,,,1.42342e-29,1e-30,2.39948e-21,1e-30,5.47466e-27,2.97892e-21,1.98333e-27,5.3e-07,7.66851e-17,1.20755e-26,1e-30,1e-30,1e-30,3.3e-07,0,3.69138e-11,0.00253535
9,32435.1,62.1725,214.225,8.54585e-06,0.0504614,-0.200187,0.00035655,,,1.63366e-29,1e-30,2.41372e-21,1e-30,7.9485e-27,2.97892e-21,1.98374e-27,5.3e-07,7.66851e-17,1.10604e-26,1e-30,1e-30,1e-30,3.3e-07,0,3.67446e-11,0.00262321
