layer,p_pa,z_km,t_k,h2o,sw_heating_k_day,lw_heating_k_day,uv_heating_k_day,day_night_k,relaxation_days,O,O1D,O3,H,OH,HO2,H2O2,H2,NO,NO2,NO3,N2O5,HNO3,N2O,J(O2),J(O3*),J(NO2)
0,115608,3.71814,295.357,0.0168004,0.129168,-0.16749,0.000512942,,,6.17705e-20,2.51611e-25,3.81803e-11,2.22534e-23,1.53583e-15,5.96252e-13,3.23019e-11,5.3e-07,1.76731e-13,1.63123e-14,1.0358e-20,1.93225e-25,1.74619e-14,3.3e-07,2.0774e-39,6.57473e-06,0.00173803
1,100473,11.1111,289.98,0.0120088,0.118998,-0.259346,0.000563157,,,1.58967e-19,8.99273e-25,7.08638e-11,7.6649e-23,5.77106e-15,1.18747e-12,7.30349e-11,5.02555e-07,2.13587e-13,2.48039e-14,6.30736e-20,3.15795e-24,1.31098e-13,3.29927e-07,1.23874e-38,1.10178e-05,0.00242384
2,87320.6,18.4151,284.39,0.00834442,0.127437,-0.285232,0.000586198,,,4.11695e-19,2.63882e-24,1.36822e-10,1.41801e-22,1.18198e-14,1.62957e-12,7.91651e-11,4.74527e-07,3.08053e-13,3.66194e-14,2.14942e-19,2.96409e-23,2.84452e-13,3.29846e-07,6.56987e-38,1.46705e-05,0.00300927
3,75889.6,25.6241,278.522,0.00559678,0.135792,-0.2363,0.000593962,,,1.12588e-18,7.53001e-24,2.86311e-10,2.29294e-22,2.15037e-14,2.01236e-12,7.51378e-11,4.47033e-07,4.71329e-13,5.71454e-14,6.63836e-19,2.85423e-22,5.61548e-13,3.29757e-07,3.52524e-37,1.7639e-05,0.00350603
4,65955,32.7321,272.507,0.00358457,0.14408,-0.229492,0.000599306,,,3.11516e-18,2.08281e-23,6.17762e-10,3.477e-22,3.70848e-14,2.31033e-12,6.54002e-11,4.21214e-07,7.35451e-13,9.25416e-14,2.00037e-18,2.93095e-21,1.09489e-12,3.29658e-07,1.91299e-36,2.0039e-05,0.00392453
5,57320.9,39.734,266.338,0.00215705,0.149663,-0.280818,0.000616558,,,8.34332e-18,5.46433e-23,1.31071e-09,4.93664e-22,6.0423e-14,2.44129e-12,5.07298e-11,3.98231e-07,1.17298e-12,1.55574e-13,5.77727e-18,3.1385e-20,2.10579e-12,3.2955e-07,1.01497e-35,2.20589e-05,0.00427413
6,49817.1,46.6194,259.66,0.00119799,0.152571,-0.357033,0.000676539,,,2.0613e-17,1.30788e-22,2.61638e-09,6.3385e-22,9.08039e-14,2.30777e-12,3.35178e-11,3.79194e-07,1.94647e-12,2.72225e-13,1.54434e-17,3.47735e-19,3.94126e-12,3.29432e-07,5.3828e-35,2.36883e-05,0.00456218
7,43295.7,53.3701,252.274,0.000604287,0.147346,-0.38966,0.000801387,,,4.49777e-17,2.7606e-22,4.71583e-09,7.12992e-22,1.22885e-13,1.89591e-12,1.8082e-11,3.64799e-07,3.44127e-12,4.93035e-13,3.68346e-17,3.48046e-18,7.06187e-12,3.29304e-07,3.35393e-34,2.50164e-05,0.00479591
8,37627.9,59.9652,244.231,0.000273701,0.133991,-0.371688,0.000990738,,,8.42076e-17,5.03954e-22,7.44749e-09,6.99294e-22,1.49368e-13,1.30648e-12,7.50985e-12,3.54985e-07,6.60881e-12,9.02216e-13,7.65027e-17,2.26112e-17,1.18662e-11,3.29165e-07,3.95698e-33,2.62519e-05,0.00499189
9,32702.1,66.3861,235.718,0.000111314,0.113598,-0.350259,0.00119575,,,1.3395e-16,7.86059e-22,1.01698e-08,6.038e-22,1.64493e-13,7.18431e-13,2.23808e-12,3.49022e-07,1.37194e-11,1.6026e-12,1.34377e-16,7.92171e-17,1.81067e-11,3.29018e-07,1.052e-31,2.73762e-05,0.0051612
10,28421.1,72.6198,227.005,4.11358e-05,0.0861174,-0.323364,0.00135923,,,1.83912e-16,1.0632e-21,1.21398e-08,4.45811e-22,1.5876e-13,3.00979e-13,5.00913e-13,3.45875e-07,2.94753e-11,2.64192e-12,1.80973e-16,1.61433e-16,2.37304e-11,3.28861e-07,3.38463e-30,2.8437e-05,0.00530103
11,24700.5,78.66,218.331,1.40472e-05,0.0626914,-0.258933,0.00145281,,,2.26941e-16,1.29815e-21,1.3134e-08,2.48724e-22,1.18082e-13,9.10794e-14,1.05566e-13,3.44475e-07,6.07664e-11,3.85105e-12,1.48781e-16,1.70583e-16,2.43566e-11,3.28696e-07,9.59679e-29,2.95012e-05,0.00542124
12,21467,84.5057,209.852,4.49385e-06,0.0433619,-0.164925,0.00151634,,,2.66302e-16,1.52726e-21,1.35126e-08,1.0365e-22,6.6598e-14,2.22441e-14,2.35076e-14,3.4388e-07,1.09649e-10,4.71492e-12,7.02679e-17,8.7368e-17,1.85774e-11,3.28522e-07,2.3066e-27,3.10656e-05,0.00553899
13,18656.8,90.1591,201.642,1.35734e-06,0.0312712,-0.0768997,0.0015497,,,3.0555e-16,1.756e-21,1.36568e-08,4.17581e-23,3.6654e-14,6.02815e-15,5.98751e-15,3.43554e-07,1.68531e-10,4.83579e-12,2.80561e-17,3.18371e-17,1.1951e-11,3.28339e-07,4.7599e-26,3.25843e-05,0.00564332
14,16214.5,95.6324,194.33,6.09427e-07,0.0264306,-0.0281238,0.00156395,0.439177,236.76,3.51966e-16,2.01071e-21,1.37193e-08,2.48024e-23,2.89515e-14,2.66328e-15,2.98416e-15,3.43308e-07,2.30162e-10,4.44275e-12,1.82383e-17,1.67692e-17,9.08221e-12,3.28146e-07,8.4207e-25,3.41178e-05,0.0057377
15,14091.9,100.973,189.756,6.09427e-07,0.0247493,-0.0236038,0.0019913,0.414939,232.346,4.59378e-16,2.41108e-21,1.42408e-08,8.29494e-24,1.04973e-14,9.33323e-17,3.17206e-16,3.36636e-07,2.08988e-09,3.04209e-11,6.0066e-18,3.25891e-17,2.0374e-11,3.21714e-07,1.26619e-23,3.55132e-05,0.00582492
16,12247.1,106.241,186.916,6.09427e-07,0.0256647,-0.0268794,0.00226897,0.430924,224.648,6.07276e-16,2.89329e-21,1.46786e-08,7.632e-24,9.80477e-15,4.19979e-17,2.2047e-16,3.30103e-07,3.98108e-09,4.60861e-11,4.29265e-18,3.04042e-17,2.44344e-11,3.15086e-07,1.60249e-22,3.67691e-05,0.00590701
17,10643.9,111.467,184.646,6.09427e-07,0.0266628,-0.0261508,0.00247969,0.449154,211.768,8.11111e-16,3.50151e-21,1.52654e-08,8.23901e-24,1.05127e-14,2.85557e-17,2.0297e-16,3.23569e-07,5.90337e-09,5.59084e-11,3.56336e-18,2.63154e-17,2.63481e-11,3.08234e-07,1.70467e-21,3.78905e-05,0.00598544
18,9250.48,116.67,183.217,6.09427e-07,0.0278203,-0.0282979,0.00270015,0.470641,197.168,1.11886e-15,4.32771e-21,1.61689e-08,9.91633e-24,1.2039e-14,2.41022e-17,2.10564e-16,3.16894e-07,7.87812e-09,6.4157e-11,3.30506e-18,2.39442e-17,2.82887e-11,3.01056e-07,1.52846e-20,3.88884e-05,0.00606114
19,8039.52,121.869,182.262,6.09427e-07,0.0292612,-0.0290699,0.0029737,0.49693,180.481,1.59419e-15,5.4882e-21,1.75633e-08,1.27186e-23,1.43196e-14,2.32717e-17,2.33705e-16,3.10017e-07,9.91435e-09,7.25244e-11,3.33978e-18,2.33009e-17,3.08446e-11,2.93509e-07,1.15816e-19,3.97772e-05,0.00613463
20,6987.07,127.078,181.866,6.09427e-07,0.0310461,-0.0312636,0.00336077,0.52912,163.703,2.37007e-15,7.19406e-21,1.96822e-08,1.73292e-23,1.74962e-14,2.51204e-17,2.71003e-16,3.0286e-07,1.20285e-08,8.33884e-11,3.66695e-18,2.49385e-17,3.48543e-11,2.85507e-07,7.43247e-19,4.05727e-05,0.00620609
21,6072.41,132.31,181.855,6.09427e-07,0.0332783,-0.0331935,0.00392643,0.568094,146.9,3.68276e-15,9.79113e-21,2.2878e-08,2.47126e-23,2.17872e-14,2.97235e-17,3.23835e-16,2.95369e-07,1.42299e-08,9.85118e-11,4.35891e-18,2.95679e-17,4.09977e-11,2.76993e-07,4.05382e-18,4.12909e-05,0.00627543
22,5277.48,137.577,182.222,6.09427e-07,0.0360655,-0.0361782,0.00477845,0.615858,131.453,6.013e-15,1.39088e-20,2.77166e-08,3.68212e-23,2.75357e-14,3.83565e-17,3.95431e-16,2.87485e-07,1.65281e-08,1.20957e-10,5.63714e-18,3.94551e-17,5.05424e-11,2.67887e-07,1.89051e-17,4.19472e-05,0.00634244
23,4586.61,142.888,182.866,6.09427e-07,0.0396806,-0.0396327,0.00607527,0.676751,117.685,1.03186e-14,2.06682e-20,3.50899e-08,5.69624e-23,3.51982e-14,5.36058e-17,4.90689e-16,2.79164e-07,1.89251e-08,1.5475e-10,7.95847e-18,5.96237e-17,6.52823e-11,2.58121e-07,7.60442e-17,4.2557e-05,0.0064068
24,3986.18,148.252,183.767,6.09427e-07,0.0443655,-0.0444327,0.00805886,0.755252,105.7,1.8566e-14,3.20676e-20,4.63281e-08,9.13968e-23,4.54122e-14,8.06964e-17,6.16428e-16,2.70358e-07,2.14176e-08,2.06191e-10,1.22939e-17,1.02183e-16,8.80474e-11,2.47621e-07,2.66716e-16,4.31371e-05,0.00646819
25,3464.36,153.676,184.871,6.09427e-07,0.0507354,-0.0507032,0.0110455,0.861962,95.1264,3.46501e-14,5.14606e-20,6.31847e-08,1.51494e-22,5.90425e-14,1.29196e-16,7.82163e-16,2.61034e-07,2.39919e-08,2.83186e-10,2.06028e-17,1.94875e-16,1.22489e-10,2.36317e-07,8.25755e-16,4.37074e-05,0.00652634
26,3010.84,159.167,186.159,6.09427e-07,0.05915,-0.059194,0.0153951,1.00335,85.9547,6.59928e-14,8.41022e-20,8.76193e-08,2.58399e-22,7.7304e-14,2.16203e-16,1.00146e-15,2.51162e-07,2.6626e-08,3.94526e-10,3.67104e-17,3.9871e-16,1.72716e-10,2.24142e-07,2.28583e-15,4.42934e-05,0.00658106
27,2616.7,164.731,187.588,6.09427e-07,0.0702811,-0.0702567,0.0214265,1.19095,78.1109,1.25888e-13,1.37579e-19,1.21379e-07,4.50949e-22,1.0191e-13,3.70672e-16,1.29434e-15,2.40726e-07,2.92893e-08,5.47047e-10,6.74695e-17,8.32871e-16,2.42063e-10,2.11041e-07,5.72952e-15,4.49285e-05,0.00663224
28,2274.15,170.372,189.138,6.09427e-07,0.084348,-0.0843806,0.029359,1.4285,71.3135,2.37089e-13,2.22301e-19,1.65646e-07,8.03019e-22,1.35318e-13,6.41001e-16,1.69037e-15,2.29721e-07,3.19466e-08,7.43974e-10,1.24193e-16,1.69914e-15,3.32175e-10,1.96978e-07,1.3159e-14,4.56547e-05,0.00667986
