layer,p_pa,z_km,t_k,h2o,sw_heating_k_day,lw_heating_k_day,uv_heating_k_day,day_night_k,relaxation_days,O,O1D,O3,H,OH,HO2,H2O2,H2,NO,NO2,NO3,N2O5,HNO3,N2O,J(O2),J(O3*),J(NO2)
0,114570,3.57225,284.86,0.00877575,0.13494,-0.281083,0.000473888,,,2.79772e-30,1e-30,2.19422e-21,1e-30,7.32604e-28,2.98014e-21,2.03583e-27,5.3e-07,7.67055e-17,5.78232e-26,1e-30,1e-30,1e-30,3.3e-07,0,1.52436e-11,0.000985932
1,99581,10.66,278.391,0.00566672,0.123278,-0.22084,0.00050448,,,3.66717e-30,1e-30,2.23121e-21,1e-30,8.66661e-28,2.98014e-21,2.11789e-27,5.3e-07,7.67055e-17,3.95166e-26,1e-30,1e-30,1e-30,3.3e-07,0,2.26794e-11,0.00131519
2,86552.8,17.6314,271.731,0.00345528,0.129262,-0.190546,0.000512043,,,4.71473e-30,1e-30,2.26429e-21,1e-30,1.039e-27,2.98014e-21,2.13547e-27,5.3e-07,7.67055e-17,2.96971e-26,1e-30,1e-30,1e-30,3.3e-07,0,2.84759e-11,0.00159319
3,75229.1,24.4798,264.824,0.0019483,0.132492,-0.215428,0.000499641,,,5.95614e-30,1e-30,2.29394e-21,1e-30,1.26613e-27,2.98014e-21,2.11827e-27,5.3e-07,7.67055e-17,2.36844e-26,1e-30,1e-30,1e-30,3.3e-07,0,3.28212e-11,0.00182583
4,65386.9,31.1926,257.319,0.00100032,0.132979,-0.274037,0.000477728,,,7.36166e-30,1e-30,2.32046e-21,1e-30,1.5886e-27,2.98014e-21,2.08574e-27,5.3e-07,7.67055e-17,1.97211e-26,1e-30,1e-30,1e-30,3.3e-07,0,3.57978e-11,0.00201787
5,56832.3,37.7513,249.162,0.000463403,0.126217,-0.30095,0.000452414,,,8.89771e-30,1e-30,2.3441e-21,1e-30,2.06457e-27,2.98013e-21,2.05008e-27,5.3e-07,7.67055e-17,1.69777e-26,1e-30,1e-30,1e-30,3.3e-07,0,3.75144e-11,0.00217419
6,49397,44.138,240.532,0.000193523,0.112216,-0.278863,0.00042672,,,1.05476e-29,1e-30,2.36507e-21,1e-30,2.77764e-27,2.98013e-21,2.01859e-27,5.3e-07,7.67055e-17,1.49011e-26,1e-30,1e-30,1e-30,3.3e-07,0,3.81369e-11,0.00231506
7,42934.4,50.3399,231.685,7.36102e-05,0.0934496,-0.257335,0.000400669,,,1.23182e-29,1e-30,2.38357e-21,1e-30,3.85228e-27,2.98013e-21,1.99548e-27,5.3e-07,7.67055e-17,1.33212e-26,1e-30,1e-30,1e-30,3.3e-07,0,3.78683e-11,0.00243489
8,37317.3,56.3506,222.864,2.59041e-05,0.0699286,-0.239936,0.000378905,,,1.42369e-29,1e-30,2.39981e-21,1e-30,5.47789e-27,2.98013e-21,1.98317e-27,5.3e-07,7.67055e-17,1.2083e-26,1e-30,1e-30,1e-30,3.3e-07,0,3.69157e-11,0.00253543
9,32435.1,62.1685,214.227,8.5482e-06,0.0509127,-0.200959,0.000356547,,,1.63396e-29,1e-30,2.41403e-21,1e-30,7.95306e-27,2.98013e-21,1.98318e-27,5.3e-07,7.67055e-17,1.10672e-26,1e-30,1e-30,1e-30,3.3e-07,0,3.67459e-11,0.00262329
10,28191.6,67.7958,205.858,2.66679e-06,0.0364038,-0.143112,0.000334085,,,1.86617e-29,1e-30,2.42641e-21,1e-30,1.17617e-26,2.98012e-21,1.99666e-27,5.3e-07,7.67055e-17,1.02162e-26,1e-30,1e-30,1e-30,3.3e-07,0,3.79149e-11,0.00270027
11,24503.3,73.2361,197.788,7.89255e-07,0.0268887,-0.0936762,0.000310503,,,2.12361e-29,1e-30,2.43715e-21,1e-30,1.77043e-26,2.98012e-21,2.02468e-27,5.3e-07,7.67055e-17,9.49339e-27,1e-30,1e-30,1e-30,3.3e-07,0,3.88725e-11,0.00276763
12,21297.5,78.4939,190.023,2.21719e-07,0.0223689,-0.057949,0.000287088,,,2.40948e-29,1e-30,2.4464e-21,1e-30,2.71277e-26,2.98011e-21,2.06838e-27,5.3e-07,7.67055e-17,8.86972e-27,1e-30,1e-30,1e-30,3.3e-07,0,3.96585e-11,0.00282765
13,18511.2,83.5742,182.56,5.906e-08,0.0199256,-0.0300915,0.000264856,,,2.72705e-29,1e-30,2.45431e-21,1e-30,4.21884e-26,2.98009e-21,2.129e-27,5.3e-07,7.67055e-17,8.32439e-27,1e-30,1e-30,1e-30,3.3e-07,0,4.03101e-11,0.00288225
14,16089.4,88.5016,176.824,2.40002e-08,0.0195568,-0.0190217,0.000241856,0.323588,377.335,3.19226e-29,1e-30,2.46102e-21,1e-30,6.0032e-26,2.98007e-21,2.20827e-27,5.3e-07,7.67055e-17,7.69149e-27,1e-30,1e-30,1e-30,3.3e-07,0,4.08609e-11,0.00293292
15,13984.4,93.3248,173.086,2.40002e-08,0.0196459,-0.0198689,0.000218099,0.325927,377.318,4.18301e-29,1e-30,2.64104e-21,1e-30,7.81579e-26,2.98005e-21,4.12489e-27,5.3e-07,7.67055e-17,6.93385e-27,1e-30,1e-30,1e-30,3.3e-07,0,4.13399e-11,0.00298072
16,12154.8,98.0812,170.174,2.40002e-08,0.0201948,-0.0201414,0.000195496,0.335837,367.268,5.4871e-29,1e-30,2.78675e-21,1e-30,9.58111e-26,2.98003e-21,5.49384e-27,5.3e-07,7.67055e-17,6.19453e-27,1e-30,1e-30,1e-30,3.3e-07,0,4.17711e-11,0.00302636
17,10564.6,102.79,167.925,2.40002e-08,0.0208753,-0.0208734,0.000174341,0.348783,350.587,7.21777e-29,1e-30,2.90519e-21,1e-30,1.12667e-25,2.98001e-21,6.44801e-27,5.3e-07,7.67055e-17,5.48921e-27,1e-30,1e-30,1e-30,3.3e-07,0,4.21739e-11,0.00307031
