layer,p_pa,z_km,t_k,h2o,sw_heating_k_day,lw_heating_k_day,uv_heating_k_day,day_night_k,relaxation_days,O,O1D,O3,H,OH,HO2,H2O2,H2,NO,NO2,NO3,N2O5,HNO3,N2O,J(O2),J(O3*),J(NO2)
0,114570,3.57225,284.86,0.00877575,0.134676,-0.277573,0.000581419,,,4.52366e-18,8.27258e-24,3.46701e-09,1.72286e-22,1.63457e-14,1.7142e-12,1.46585e-10,5.3e-07,3.61967e-13,4.1866e-13,2.21719e-17,4.30408e-20,4.93532e-12,3.3e-07,1.95525e-57,2.38119e-06,0.00171902
1,99581,10.66,278.391,0.00566672,0.123121,-0.218875,0.000658124,,,6.32133e-18,1.61395e-23,3.64072e-09,2.49111e-22,2.56028e-14,2.07069e-12,1.37176e-10,5.29129e-07,5.95145e-13,4.39332e-13,2.26344e-17,1.00637e-19,5.91162e-12,3.29981e-07,9.78601e-56,3.90515e-06,0.00238454
2,86552.8,17.6314,271.731,0.00345528,0.129271,-0.189698,0.000706207,,,8.84387e-18,2.59721e-23,3.92841e-09,3.03405e-22,3.42404e-14,2.13976e-12,1.10624e-10,5.28394e-07,1.05479e-12,5.4616e-13,2.62971e-17,3.41283e-19,6.92317e-12,3.29959e-07,3.2324e-54,5.17335e-06,0.0029521
3,75229.1,24.4798,264.824,0.0019483,0.132651,-0.214978,0.000730844,,,1.22934e-17,3.86055e-23,4.3045e-09,3.41219e-22,4.30148e-14,1.94415e-12,7.79513e-11,5.27805e-07,1.89364e-12,7.09743e-13,3.1256e-17,1.35216e-18,7.9064e-12,3.29936e-07,9.91789e-53,6.27027e-06,0.0034326
4,65386.9,31.1926,257.319,0.00100032,0.133274,-0.273246,0.00074385,,,1.66951e-17,5.39034e-23,4.7249e-09,3.57715e-22,5.20311e-14,1.52866e-12,4.84827e-11,5.27359e-07,3.33015e-12,8.95359e-13,3.65996e-17,5.62524e-18,8.73068e-12,3.29911e-07,2.64435e-50,7.17789e-06,0.00383473
5,56832.3,37.7513,249.162,0.000463403,0.126581,-0.299125,0.000751012,,,2.19362e-17,7.16093e-23,5.14425e-09,3.44505e-22,6.01216e-14,1.03294e-12,2.72253e-11,5.27041e-07,5.61442e-12,1.05723e-12,4.13066e-17,1.76551e-17,9.22991e-12,3.29883e-07,1.49546e-47,7.93921e-06,0.00416714
6,49397,44.138,240.532,0.000193523,0.112581,-0.275139,0.000754145,,,2.78825e-17,9.1367e-23,5.53541e-09,2.98256e-22,6.48485e-14,6.11159e-13,1.43396e-11,5.26828e-07,8.93225e-12,1.15253e-12,4.38921e-17,3.02015e-17,9.28131e-12,3.29854e-07,5.96666e-45,8.58534e-06,0.0044549
7,42934.4,50.3399,231.685,7.36102e-05,0.0936088,-0.249835,0.000751864,,,3.45036e-17,1.12502e-22,5.89505e-09,2.31166e-22,6.46563e-14,3.29614e-13,7.37051e-12,5.26691e-07,1.32919e-11,1.16759e-12,4.35243e-17,3.22993e-17,8.89331e-12,3.29822e-07,2.00957e-42,9.09299e-06,0.00469562
8,37317.3,56.3506,222.864,2.59041e-05,0.0696756,-0.22419,0.000748859,,,4.19134e-17,1.34966e-22,6.23418e-09,1.63239e-22,6.02262e-14,1.68938e-13,3.80357e-12,5.26603e-07,1.85356e-11,1.11046e-12,4.08152e-17,2.71627e-17,8.20789e-12,3.29788e-07,6.21435e-40,9.47693e-06,0.00489473
9,32435.1,62.1685,214.227,8.5482e-06,0.0501782,-0.174124,0.000745112,,,5.0428e-17,1.61608e-22,6.56667e-09,1.07856e-22,5.35355e-14,8.5027e-14,2.00587e-12,5.26543e-07,2.44325e-11,9.99137e-13,3.72888e-17,2.03277e-17,7.4268e-12,3.29753e-07,1.53456e-37,9.91599e-06,0.00507128
10,28191.6,67.7958,205.858,2.66679e-06,0.035121,-0.10544,0.000743866,,,6.03978e-17,1.93028e-22,6.90362e-09,6.81887e-23,4.62936e-14,4.28919e-14,1.1011e-12,5.26497e-07,3.07603e-11,8.58566e-13,3.43415e-17,1.45218e-17,6.73969e-12,3.29715e-07,2.77944e-35,1.03827e-05,0.00522623
11,24503.3,73.2361,197.788,7.89255e-07,0.0260295,-0.0375855,0.000740834,,,7.20077e-17,2.29294e-22,7.25247e-09,4.2623e-23,4.01764e-14,2.23105e-14,6.56789e-13,5.26458e-07,3.73495e-11,7.10574e-13,3.35087e-17,1.0567e-17,6.2938e-12,3.29674e-07,3.60894e-33,1.08309e-05,0.00535939
