layer,p_pa,z_km,t_k,h2o,sw_heating_k_day,lw_heating_k_day,uv_heating_k_day,day_night_k,relaxation_days,O,O1D,O3,H,OH,HO2,H2O2,H2,NO,NO2,NO3,N2O5,HNO3,N2O,J(O2),J(O3*),J(NO2)
0,115608,3.71814,295.357,0.0168004,0.129042,-0.166263,0.000543021,,,3.09801e-18,6.29855e-24,2.01868e-09,2.62431e-22,1.81117e-14,2.0922e-12,2.54852e-10,5.3e-07,4.28714e-13,3.85867e-13,1.95375e-17,8.62284e-21,6.73915e-12,3.3e-07,5.59781e-54,3.11286e-06,0.00173131
1,100473,11.1111,289.98,0.0120088,0.118917,-0.25782,0.00061076,,,4.54717e-18,1.29362e-23,2.17394e-09,4.29997e-22,3.08072e-14,2.73909e-12,2.47947e-10,5.28134e-07,6.2544e-13,3.90614e-13,2.36555e-17,1.86615e-20,8.13544e-12,3.2998e-07,1.68142e-52,5.16637e-06,0.00241118
2,87320.6,18.4151,284.39,0.00834442,0.127433,-0.28449,0.000653643,,,6.866e-18,2.23642e-23,2.47298e-09,5.89505e-22,4.4293e-14,3.13126e-12,2.14596e-10,5.26434e-07,9.6831e-13,4.66379e-13,3.09749e-17,5.44808e-20,9.63734e-12,3.29959e-07,3.85927e-51,6.879e-06,0.00299175
3,75889.6,25.6241,278.522,0.00559678,0.135867,-0.236586,0.000682562,,,1.05036e-17,3.60707e-23,2.91316e-09,7.39836e-22,5.90844e-14,3.24971e-12,1.67225e-10,5.24955e-07,1.53955e-12,5.96369e-13,4.06318e-17,1.82999e-19,1.1232e-11,3.29935e-07,6.78968e-50,8.30436e-06,0.00348467
4,65955,32.7321,272.507,0.00358457,0.144226,-0.230219,0.00070386,,,1.59703e-17,5.53857e-23,3.46681e-09,8.75246e-22,7.50789e-14,3.07348e-12,1.17579e-10,5.23725e-07,2.47923e-12,7.76411e-13,5.20069e-17,6.45324e-19,1.28387e-11,3.29909e-07,1.47743e-48,9.49546e-06,0.00390022
5,57320.9,39.734,266.338,0.00215705,0.149817,-0.281393,0.000716575,,,2.37117e-17,8.14726e-23,4.08604e-09,9.84156e-22,9.17645e-14,2.62089e-12,7.43093e-11,5.22752e-07,4.0164e-12,9.98443e-13,6.40134e-17,2.28602e-18,1.4297e-11,3.2988e-07,2.65044e-46,1.05502e-05,0.00424761
6,49817.1,46.6194,259.66,0.00119799,0.152642,-0.357019,0.000726936,,,3.37982e-17,1.1347e-22,4.71155e-09,1.0299e-21,1.07174e-13,1.97095e-12,4.22016e-11,5.22025e-07,6.4732e-12,1.23322e-12,7.45574e-17,7.98731e-18,1.53669e-11,3.29848e-07,7.63374e-44,1.14125e-05,0.00453401
7,43295.7,53.3701,252.274,0.000604287,0.147186,-0.388961,0.000734142,,,4.58965e-17,1.49647e-22,5.29145e-09,9.76434e-22,1.17723e-13,1.29769e-12,2.19172e-11,5.21521e-07,1.01804e-11,1.43296e-12,8.06817e-17,2.31691e-17,1.5799e-11,3.29814e-07,1.68124e-41,1.20857e-05,0.00476645
8,37627.9,59.9652,244.231,0.000273701,0.133455,-0.37044,0.000740521,,,5.95485e-17,1.8932e-22,5.80204e-09,8.23177e-22,1.19773e-13,7.59588e-13,1.07784e-11,5.21194e-07,1.53239e-11,1.54998e-12,8.00635e-17,4.13062e-17,1.54678e-11,3.29777e-07,3.254e-39,1.26589e-05,0.00496131
9,32702.1,66.3861,235.718,0.000111314,0.112666,-0.348359,0.000741492,,,7.44955e-17,2.30574e-22,6.25008e-09,6.12979e-22,1.11899e-13,4.04684e-13,5.2129e-12,5.20992e-07,2.18247e-11,1.55967e-12,7.27466e-17,4.43511e-17,1.44709e-11,3.29737e-07,5.701e-37,1.30664e-05,0.00512955
