layer,p_pa,z_km,t_k,h2o,sw_heating_k_day,lw_heating_k_day,uv_heating_k_day,day_night_k,relaxation_days,O,O1D,O3,H,OH,HO2,H2O2,H2,NO,NO2,NO3,N2O5,HNO3,N2O,J(O2),J(O3*),J(NO2)
0,113980,3.43346,274.401,0.0042977,0.136441,-0.20226,0.000636447,,,3.6602e-18,2.68352e-23,2.97656e-09,2.12897e-22,2.82976e-14,2.04273e-12,1.26011e-10,5.3e-07,5.20213e-13,5.0061e-13,2.77132e-17,2.91208e-19,5.8456e-12,3.3e-07,1.7852e-31,9.20641e-06,0.00173984
1,99073.4,10.2327,267.092,0.00240848,0.121541,-0.169504,0.000736587,,,5.26937e-18,5.51878e-23,3.15451e-09,2.86045e-22,4.29641e-14,2.26834e-12,1.08521e-10,5.29093e-07,9.42041e-13,5.75601e-13,3.61101e-17,1.18424e-18,7.03172e-12,3.29995e-07,3.70392e-30,1.59581e-05,0.00241524
2,86116.1,16.8899,259.33,0.00122377,0.121297,-0.197488,0.000811873,,,7.49657e-18,9.31138e-23,3.43964e-09,3.23869e-22,5.6501e-14,2.05026e-12,7.55741e-11,5.28372e-07,1.89952e-12,7.7624e-13,4.82755e-17,6.48696e-18,8.29228e-12,3.2999e-07,5.74622e-29,2.22171e-05,0.00298981
3,74853.4,23.3893,250.952,0.000562215,0.116148,-0.238656,0.000874967,,,1.0343e-17,1.42695e-22,3.76751e-09,3.38589e-22,7.12463e-14,1.52131e-12,4.36596e-11,5.27836e-07,3.81116e-12,1.02531e-12,6.38424e-17,2.91415e-17,9.40379e-12,3.29985e-07,6.98743e-28,2.81828e-05,0.00347418
4,65063.8,29.7146,242.152,0.000233804,0.106108,-0.232922,0.00093176,,,1.36814e-17,2.04039e-22,4.06767e-09,3.23061e-22,8.49685e-14,9.25109e-13,2.1831e-11,5.27467e-07,7.22146e-12,1.23216e-12,7.9228e-17,6.50687e-17,1.00048e-11,3.29979e-07,6.7711e-27,3.40491e-05,0.00388995
5,56554.4,35.8546,233.186,8.89993e-05,0.0907964,-0.207034,0.000976618,,,1.73651e-17,2.75315e-22,4.30235e-09,2.70338e-22,9.15685e-14,4.80477e-13,1.00963e-11,5.27235e-07,1.25224e-11,1.33351e-12,8.6423e-17,7.83756e-17,9.81237e-12,3.29973e-07,5.26472e-26,3.97978e-05,0.00424435
6,49158,41.804,224.281,3.14759e-05,0.0702259,-0.187086,0.001016,,,2.13467e-17,3.5555e-22,4.47322e-09,1.97016e-22,8.7982e-14,2.26687e-13,4.57856e-12,5.27097e-07,1.96753e-11,1.31851e-12,8.11247e-17,6.62115e-17,8.86588e-12,3.29966e-07,3.30941e-25,4.54183e-05,0.00454104
7,42728.8,47.5621,215.58,1.04691e-05,0.0524551,-0.161695,0.00104781,,,2.57323e-17,4.47745e-22,4.60049e-09,1.27847e-22,7.66856e-14,1.01644e-13,2.10463e-12,5.27017e-07,2.82784e-11,1.20867e-12,6.72188e-17,4.51395e-17,7.49304e-12,3.29959e-07,1.70062e-24,5.11875e-05,0.00479682
8,37140.6,53.1312,207.156,3.29805e-06,0.0374935,-0.118284,0.00108006,,,3.07535e-17,5.56945e-22,4.70426e-09,7.65647e-23,6.26564e-14,4.47658e-14,9.94464e-13,5.26967e-07,3.78379e-11,1.04288e-12,5.18578e-17,2.7041e-17,6.08112e-12,3.29952e-07,7.24081e-24,5.73828e-05,0.00501974
9,32283.1,58.5152,199.036,9.8697e-07,0.0276676,-0.0736901,0.00110686,,,3.6428e-17,6.80704e-22,4.79805e-09,4.44608e-23,5.03288e-14,2.01317e-14,4.88736e-13,5.26931e-07,4.79802e-11,8.59087e-13,4.02241e-17,1.54305e-17,4.90666e-12,3.29944e-07,2.58984e-23,6.34318e-05,0.00520854
