layer,p_pa,z_km,t_k,h2o,sw_heating_k_day,lw_heating_k_day,uv_heating_k_day,day_night_k,relaxation_days,O,O1D,O3,H,OH,HO2,H2O2,H2,NO,NO2,NO3,N2O5,HNO3,N2O,J(O2),J(O3*),J(NO2)
0,114570,3.57225,284.86,0.00877575,0.13494,-0.281083,0.000473888,,,2.79767e-30,1e-30,2.19418e-21,1e-30,7.32593e-28,2.98012e-21,2.0358e-27,5.3e-07,7.67048e-17,5.78223e-26,1e-30,1e-30,1e-30,3.3e-07,0,1.52436e-11,0.000985932
1,99581,10.66,278.391,0.00566672,0.123278,-0.22084,0.00050448,,,3.6671e-30,1e-30,2.23117e-21,1e-30,8.66648e-28,2.98012e-21,2.11786e-27,5.3e-07,7.67048e-17,3.9516e-26,1e-30,1e-30,1e-30,3.3e-07,0,2.26794e-11,0.00131519
2,86552.8,17.6314,271.731,0.00345528,0.129262,-0.190546,0.000512043,,,4.71465e-30,1e-30,2.26425e-21,1e-30,1.03898e-27,2.98012e-21,2.13543e-27,5.3e-07,7.67048e-17,2.96967e-26,1e-30,1e-30,1e-30,3.3e-07,0,2.84759e-11,0.00159319
3,75229.1,24.4798,264.824,0.0019483,0.132492,-0.215428,0.000499641,,,5.95604e-30,1e-30,2.2939e-21,1e-30,1.26611e-27,2.98011e-21,2.11823e-27,5.3e-07,7.67048e-17,2.3684e-26,1e-30,1e-30,1e-30,3.3e-07,0,3.28212e-11,0.00182583
4,65386.9,31.1926,257.319,0.00100032,0.132979,-0.274037,0.000477728,,,7.36153e-30,1e-30,2.32042e-21,1e-30,1.58857e-27,2.98011e-21,2.08571e-27,5.3e-07,7.67048e-17,1.97208e-26,1e-30,1e-30,1e-30,3.3e-07,0,3.57978e-11,0.00201787
5,56832.3,37.7513,249.162,0.000463403,0.126217,-0.30095,0.000452414,,,8.89756e-30,1e-30,2.34406e-21,1e-30,2.06454e-27,2.98011e-21,2.05005e-27,5.3e-07,7.67048e-17,1.69774e-26,1e-30,1e-30,1e-30,3.3e-07,0,3.75144e-11,0.00217419
6,49397,44.138,240.532,0.000193523,0.112216,-0.278863,0.00042672,,,1.05474e-29,1e-30,2.36503e-21,1e-30,2.7776e-27,2.98011e-21,2.01856e-27,5.3e-07,7.67048e-17,1.49009e-26,1e-30,1e-30,1e-30,3.3e-07,0,3.81369e-11,0.00231506
7,42934.4,50.3399,231.685,7.36102e-05,0.0934497,-0.257335,0.000400669,,,1.2318e-29,1e-30,2.38353e-21,1e-30,3.85222e-27,2.98011e-21,1.99545e-27,5.3e-07,7.67048e-17,1.3321e-26,1e-30,1e-30,1e-30,3.3e-07,0,3.78683e-11,0.00243489
8,37317.3,56.3506,222.864,2.59041e-05,0.0699286,-0.239936,0.000378905,,,1.42367e-29,1e-30,2.39977e-21,1e-30,5.47781e-27,2.98011e-21,1.98314e-27,5.3e-07,7.67048e-17,1.20828e-26,1e-30,1e-30,1e-30,3.3e-07,0,3.69157e-11,0.00253543
9,32435.1,62.1685,214.227,8.5482e-06,0.0509127,-0.200959,0.000356547,,,1.63394e-29,1e-30,2.41399e-21,1e-30,7.95293e-27,2.98011e-21,1.98314e-27,5.3e-07,7.67048e-17,1.1067e-26,1e-30,1e-30,1e-30,3.3e-07,0,3.67459e-11,0.00262329
10,28191.6,67.7958,205.858,2.66679e-06,0.0364038,-0.143111,0.000334085,,,1.86614e-29,1e-30,2.42637e-21,1e-30,1.17615e-26,2.9801e-21,1.99662e-27,5.3e-07,7.67048e-17,1.02161e-26,1e-30,1e-30,1e-30,3.3e-07,0,3.79149e-11,0.00270027
11,24503.3,73.2361,197.788,7.89255e-07,0.0268887,-0.0936755,0.000310503,,,2.12358e-29,1e-30,2.43711e-21,1e-30,1.7704e-26,2.98009e-21,2.02464e-27,5.3e-07,7.67048e-17,9.49324e-27,1e-30,1e-30,1e-30,3.3e-07,0,3.88725e-11,0.00276763
12,21297.5,78.4939,190.023,2.21719e-07,0.0223689,-0.0579479,0.000287088,,,2.40944e-29,1e-30,2.44636e-21,1e-30,2.71272e-26,2.98009e-21,2.06834e-27,5.3e-07,7.67048e-17,8.86958e-27,1e-30,1e-30,1e-30,3.3e-07,0,3.96585e-11,0.00282765
