layer,p_pa,z_km,t_k,h2o,sw_heating_k_day,lw_heating_k_day,uv_heating_k_day,day_night_k,relaxation_days,O,O1D,O3,H,OH,HO2,H2O2,H2,NO,NO2,NO3,N2O5,HNO3,N2O,J(O2),J(O3*),J(NO2)
0,115608,3.71814,295.357,0.0168004,0.129495,-0.167014,0.000547903,,,1.66376e-18,1.21955e-23,9.65673e-10,4.71108e-22,3.25135e-14,2.80153e-12,3.19117e-10,5.3e-07,9.23671e-13,6.12098e-13,3.85548e-17,2.69952e-20,1.35528e-11,3.3e-07,1.73089e-29,1.25996e-05,0.00176246
1,100473,11.1111,289.98,0.0120088,0.119352,-0.258947,0.000623021,,,2.72569e-18,2.78028e-23,1.10957e-09,8.19079e-22,5.89525e-14,3.73595e-12,3.04706e-10,5.25718e-07,1.25195e-12,6.42491e-13,6.43483e-17,8.34926e-20,1.64039e-11,3.29995e-07,1.57553e-28,2.17551e-05,0.00246088
2,87320.6,18.4151,284.39,0.00834442,0.127833,-0.285473,0.000682893,,,4.79983e-18,5.5897e-23,1.42482e-09,1.21274e-21,9.19514e-14,4.3851e-12,2.57717e-10,5.21674e-07,1.77864e-12,7.69293e-13,1.01716e-16,2.95005e-19,1.96093e-11,3.29989e-07,1.19578e-27,2.98416e-05,0.00305759
3,75889.6,25.6241,278.522,0.00559678,0.136251,-0.237243,0.000745074,,,8.66068e-18,1.06941e-22,1.93037e-09,1.64858e-21,1.33418e-13,4.6997e-12,1.96378e-10,5.18028e-07,2.57995e-12,9.65247e-13,1.54587e-16,1.12555e-18,2.32278e-11,3.29982e-07,8.25659e-27,3.71553e-05,0.00356458
4,65955,32.7321,272.507,0.00358457,0.144622,-0.230794,0.000822076,,,1.53426e-17,1.93968e-22,2.62036e-09,2.08975e-21,1.82329e-13,4.59788e-12,1.3469e-10,5.14904e-07,3.85994e-12,1.23624e-12,2.23957e-16,4.40891e-18,2.71647e-11,3.29975e-07,5.38815e-26,4.39964e-05,0.00399248
5,57320.9,39.734,266.338,0.00215705,0.150268,-0.282108,0.000916262,,,2.59487e-17,3.3082e-22,3.45042e-09,2.47609e-21,2.35548e-13,4.04538e-12,8.19714e-11,5.12371e-07,6.03906e-12,1.59845e-12,3.06056e-16,1.7302e-17,3.11121e-11,3.29967e-07,3.36205e-25,5.0731e-05,0.0043508
6,49817.1,46.6194,259.66,0.00119799,0.15319,-0.35807,0.00103069,,,4.09879e-17,5.2416e-22,4.32685e-09,2.70441e-21,2.87799e-13,3.11352e-12,4.34805e-11,5.10453e-07,9.87337e-12,2.04381e-12,3.90939e-16,6.65034e-17,3.44382e-11,3.29959e-07,1.98223e-24,5.74061e-05,0.00464693
7,43295.7,53.3701,252.274,0.000604287,0.147896,-0.390559,0.00115317,,,5.98407e-17,7.69049e-22,5.12717e-09,2.66814e-21,3.29503e-13,2.0604e-12,2.0178e-11,5.09116e-07,1.64491e-11,2.50877e-12,4.56538e-16,2.01191e-16,3.61977e-11,3.2995e-07,1.07475e-23,6.40995e-05,0.00488807
8,37627.9,59.9652,244.231,0.000273701,0.134376,-0.373167,0.00127097,,,8.10219e-17,1.05296e-21,5.75768e-09,2.32106e-21,3.46269e-13,1.18081e-12,8.54409e-12,5.08267e-07,2.68163e-11,2.87087e-12,4.70896e-16,3.5002e-16,3.54919e-11,3.2994e-07,5.20119e-23,7.09483e-05,0.00509075
9,32702.1,66.3861,235.718,0.000111314,0.113973,-0.353865,0.0013687,,,1.03144e-16,1.36011e-21,6.19651e-09,1.74699e-21,3.27151e-13,6.00044e-13,3.52299e-12,5.07778e-07,4.12594e-11,3.00811e-12,4.1754e-16,3.51401e-16,3.2136e-11,3.29929e-07,2.19915e-22,7.77425e-05,0.005266
10,28421.1,72.6198,227.005,4.11358e-05,0.0866946,-0.332055,0.00144757,,,1.2577e-16,1.68441e-21,6.48324e-09,1.13824e-21,2.76267e-13,2.78096e-13,1.49308e-12,5.07514e-07,5.88953e-11,2.88735e-12,3.1831e-16,2.46886e-16,2.69883e-11,3.29918e-07,8.05463e-22,8.43598e-05,0.00541092
11,24700.5,78.66,218.331,1.40472e-05,0.0636239,-0.273672,0.00151037,,,1.49379e-16,2.03004e-21,6.67677e-09,6.56926e-22,2.11797e-13,1.21035e-13,6.64204e-13,5.07372e-07,7.82348e-11,2.56847e-12,2.15458e-16,1.39259e-16,2.14128e-11,3.29906e-07,2.5611e-21,9.07507e-05,0.00553548
12,21467,84.5057,209.852,4.49385e-06,0.0447882,-0.185741,0.00158246,,,1.76124e-16,2.43531e-21,6.82381e-09,3.56093e-22,1.55359e-13,5.20881e-14,3.10102e-13,5.07286e-07,9.80464e-11,2.14972e-12,1.39582e-16,6.99072e-17,1.6494e-11,3.29893e-07,7.12998e-21,9.80919e-05,0.0056572
13,18656.8,90.1591,201.642,1.35734e-06,0.0323941,-0.105144,0.00164972,,,2.05957e-16,2.88276e-21,6.95129e-09,1.95813e-22,1.17294e-13,2.37038e-14,1.53004e-13,5.07224e-07,1.17714e-10,1.72125e-12,9.55411e-17,3.45428e-17,1.27345e-11,3.2988e-07,1.75643e-20,0.000105094,0.00576495
14,16214.5,95.6241,193.729,3.88224e-07,0.0264416,-0.036293,0.00171215,,,2.39536e-16,3.37934e-21,7.07227e-09,1.18192e-22,9.83813e-14,1.22367e-14,8.34347e-14,5.07172e-07,1.37081e-10,1.33115e-12,7.70776e-17,1.87586e-17,1.02463e-11,3.29866e-07,3.86824e-20,0.000111756,0.00586237
