layer,p_pa,z_km,t_k,h2o,sw_heating_k_day,lw_heating_k_day,uv_heating_k_day,day_night_k,relaxation_days,O,O1D,O3,H,OH,HO2,H2O2,H2,NO,NO2,NO3,N2O5,HNO3,N2O,J(O2),J(O3*),J(NO2)
0,95173.1,0.556541,274.647,0.00523149,0.747716,-1.51345,0.00132975,,,1.2212e-17,5.96911e-23,6.52003e-09,4.48245e-22,5.98676e-14,3.17467e-12,8.95912e-11,5.3e-07,1.1424e-13,1.01911e-13,4.8755e-18,8.45795e-21,4.39201e-13,3.3e-07,8.50573e-28,7.90184e-06,0.00311816
1,82876,1.65565,267.879,0.0030665,0.620825,-1.61893,0.00130602,,,1.74038e-17,8.55895e-23,7.65718e-09,4.24009e-22,6.28639e-14,3.04964e-12,8.51046e-11,5.29186e-07,2.42668e-13,1.83804e-13,8.44702e-18,6.86379e-20,9.57158e-13,3.2993e-07,3.55178e-26,8.59675e-06,0.00332363
2,72167.7,2.72614,260.702,0.00164628,0.602315,-1.75017,0.00129532,,,2.50156e-17,1.21044e-22,9.19632e-09,3.79022e-22,6.38815e-14,2.68163e-12,6.37532e-11,5.28609e-07,5.81107e-13,3.73256e-13,1.43883e-17,7.17897e-19,1.65678e-12,3.29854e-07,1.0465e-24,9.08303e-06,0.00350183
3,62843.1,3.76611,252.863,0.000802467,0.549756,-1.70453,0.00130242,,,3.53995e-17,1.66373e-22,1.10763e-08,3.22787e-22,6.41683e-14,2.10831e-12,4.09227e-11,5.28204e-07,1.33529e-12,7.11072e-13,2.24861e-17,6.0361e-18,2.60866e-12,3.29771e-07,2.18754e-23,9.37344e-06,0.00365582
4,54723.3,4.77332,244.484,0.000353426,0.463202,-1.59972,0.0013329,,,4.88207e-17,2.22934e-22,1.32253e-08,2.67156e-22,6.50347e-14,1.45172e-12,2.31669e-11,5.27918e-07,2.84704e-12,1.21731e-12,3.21759e-17,2.61389e-17,3.84952e-12,3.29682e-07,3.32237e-22,9.57705e-06,0.00379581
5,47652.6,5.74614,235.794,0.00014151,0.362591,-1.4736,0.00137613,,,6.55276e-17,2.89555e-22,1.558e-08,2.11019e-22,6.50427e-14,8.61737e-13,1.19556e-11,5.27713e-07,5.58901e-12,1.86221e-12,4.2637e-17,6.09392e-17,5.41224e-12,3.29587e-07,3.77115e-21,9.66294e-06,0.00392898
6,41495.5,6.68386,227.041,5.22315e-05,0.247976,-1.19634,0.00143502,,,8.592e-17,3.66306e-22,1.81024e-08,1.51601e-22,6.07779e-14,4.44101e-13,5.91545e-12,5.27558e-07,1.00477e-11,2.56353e-12,5.29489e-17,1.05899e-16,7.44144e-12,3.29486e-07,3.28922e-20,9.66183e-06,0.00404868
7,36133.9,7.5866,218.413,1.80296e-05,0.16586,-0.675298,0.00150216,,,1.10629e-16,4.55455e-22,2.07807e-08,9.43198e-23,5.02126e-14,2.01747e-13,2.98622e-12,5.27431e-07,1.64963e-11,3.18775e-12,6.23127e-17,1.79159e-16,1.04552e-11,3.29378e-07,2.26123e-19,9.63171e-06,0.00415951
8,31465.1,8.45508,210.019,5.87904e-06,0.116269,-0.128416,0.00159419,,,1.41051e-16,5.70033e-22,2.36196e-08,5.13013e-23,3.68548e-14,8.48118e-14,1.69835e-12,5.27315e-07,2.47704e-11,3.5891e-12,7.29337e-17,3.73057e-16,1.56723e-11,3.29263e-07,1.25303e-18,9.77558e-06,0.00427209
9,27399.6,9.29991,206.639,3.90249e-06,0.0950161,-0.0912148,0.00168785,0.0514723,46.5586,1.97414e-16,7.34092e-22,2.66633e-08,4.44085e-23,3.35315e-14,5.53792e-14,1.31444e-12,5.27198e-07,3.38576e-11,4.24309e-12,9.89509e-17,1.03681e-15,2.53132e-11,3.2914e-07,5.70467e-18,9.94444e-06,0.00437625
