layer,p_pa,z_km,t_k,h2o,sw_heating_k_day,lw_heating_k_day,uv_heating_k_day,day_night_k,relaxation_days,O,O1D,O3,H,OH,HO2,H2O2,H2,NO,NO2,NO3,N2O5,HNO3,N2O,J(O2),J(O3*),J(NO2)
0,95763.5,3.51554,285.118,0.0106567,0.156466,-0.332669,0.00070351,,,3.46992e-18,4.01187e-24,2.21594e-09,1.03749e-22,9.88427e-15,1.4869e-12,1.10182e-10,5.3e-07,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,5.13124e-75,1.53564e-06,0.00185927
1,83384.9,10.4966,279.195,0.00714568,0.142131,-0.275329,0.000759663,,,4.75367e-18,7.26139e-24,2.31684e-09,1.44572e-22,1.46632e-14,1.81536e-12,1.08046e-10,5.2963e-07,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,8.43686e-71,2.34029e-06,0.00246891
2,72606.4,17.3753,273.089,0.00457457,0.149062,-0.23205,0.000785468,,,6.5513e-18,1.11509e-23,2.48741e-09,1.67792e-22,1.8335e-14,1.97855e-12,9.60947e-11,5.29327e-07,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,8.28394e-67,2.96494e-06,0.00298773
3,63221.1,24.1468,266.828,0.0027504,0.153905,-0.255222,0.000783247,,,9.07522e-18,1.60952e-23,2.72937e-09,1.74543e-22,2.08031e-14,1.9999e-12,7.90418e-11,5.29092e-07,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,8.36545e-63,3.47286e-06,0.00342638
4,55049,30.8021,260.096,0.00152616,0.156674,-0.322556,0.000768443,,,1.25114e-17,2.21773e-23,3.04026e-09,1.64536e-22,2.19373e-14,1.88762e-12,6.09472e-11,5.28917e-07,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,1.00659e-58,3.84971e-06,0.00379355
5,47933.3,37.3246,252.679,0.000770556,0.151775,-0.371697,0.000747325,,,1.70008e-17,2.94054e-23,3.41439e-09,1.41861e-22,2.1952e-14,1.67491e-12,4.45745e-11,5.28789e-07,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,7.43297e-55,4.10272e-06,0.00409724
6,41737.3,43.6952,244.64,0.000350616,0.139221,-0.356359,0.000729556,,,2.26717e-17,3.81442e-23,3.84479e-09,1.14007e-22,2.13001e-14,1.41499e-12,3.13059e-11,5.28693e-07,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,3.49171e-51,4.29511e-06,0.00435294
7,36342.3,49.8972,236.172,0.000143981,0.117946,-0.323256,0.000710839,,,2.96609e-17,4.8083e-23,4.32508e-09,8.70539e-23,2.03784e-14,1.15367e-12,2.14024e-11,5.28619e-07,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,1.07887e-47,4.39839e-06,0.00457395
8,31644.6,55.9193,227.533,5.40103e-05,0.0879635,-0.283432,0.000695772,,,3.81681e-17,5.91772e-23,4.85052e-09,6.47762e-23,1.95923e-14,9.23579e-13,1.44825e-11,5.28557e-07,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,1.76376e-44,4.42873e-06,0.00475834
9,27554.1,61.756,218.947,1.88045e-05,0.0629142,-0.209528,0.00068273,,,4.84814e-17,7.17976e-23,5.41845e-09,4.8131e-23,1.92641e-14,7.3887e-13,9.93641e-12,5.28503e-07,1e-30,1e-30,1e-30,1e-30,1e-30,1e-30,1.61058e-41,4.42483e-06,0.00491504
