layer,p_pa,z_km,t_k,h2o,sw_heating_k_day,lw_heating_k_day,uv_heating_k_day,day_night_k,relaxation_days,O,O1D,O3,H,OH,HO2,H2O2,H2,NO,NO2,NO3,N2O5,HNO3,N2O,J(O2),J(O3*),J(NO2)
0,113980,3.43346,274.401,0.0042977,0.136272,-0.20228,0.000591061,,,3.54347e-18,1.98996e-24,3.19742e-09,2.809e-23,3.73369e-15,6.28286e-13,2.13316e-11,5.3e-07,1.52445e-13,1.22923e-13,3.09165e-18,7.90079e-21,1.17712e-13,3.3e-07,1.75972e-43,6.35542e-07,0.00171728
1,99073.4,10.2327,267.092,0.00240848,0.121333,-0.169495,0.000651834,,,4.6949e-18,3.45503e-24,3.28112e-09,3.40542e-23,5.10723e-15,7.01486e-13,1.99212e-11,5.29906e-07,2.03582e-13,9.71102e-14,1.64272e-18,8.80108e-21,1.28209e-13,3.3e-07,4.41935e-42,9.60502e-07,0.00237654
2,86116.1,16.8899,259.33,0.00122377,0.121041,-0.197386,0.00067931,,,6.08326e-18,4.89592e-24,3.38945e-09,3.42633e-23,5.96116e-15,6.8157e-13,1.63522e-11,5.29836e-07,2.66066e-13,8.20533e-14,9.43869e-19,1.25027e-20,1.30019e-13,3.3e-07,8.36106e-41,1.18548e-06,0.00293652
3,74853.4,23.3893,250.952,0.000562215,0.115794,-0.238443,0.000686481,,,7.69991e-18,6.27332e-24,3.51835e-09,3.11813e-23,6.53744e-15,6.04304e-13,1.22241e-11,5.29786e-07,3.43877e-13,7.10994e-14,5.59991e-19,1.81856e-20,1.26158e-13,3.29999e-07,1.23073e-39,1.32674e-06,0.00340758
4,65063.8,29.7146,242.152,0.000233804,0.105615,-0.232535,0.000684153,,,9.55411e-18,7.68083e-24,3.66358e-09,2.69399e-23,7.05561e-15,5.0463e-13,8.55943e-12,5.29751e-07,4.37082e-13,6.13765e-14,3.4154e-19,1.86221e-20,1.19194e-13,3.29999e-07,1.41471e-38,1.42311e-06,0.00381116
5,56554.4,35.8546,233.186,8.89993e-05,0.0900204,-0.205954,0.00067208,,,1.16748e-17,9.00804e-24,3.82206e-09,2.25717e-23,7.61082e-15,4.03607e-13,5.72864e-12,5.29727e-07,5.43976e-13,5.21404e-14,2.22728e-19,1.3364e-20,1.11079e-13,3.29999e-07,1.27232e-37,1.46578e-06,0.0041544
6,49158,41.804,224.281,3.14759e-05,0.0690261,-0.183639,0.000659411,,,1.41128e-17,1.02476e-23,3.99207e-09,1.85637e-23,8.25217e-15,3.12861e-13,3.72337e-12,5.29711e-07,6.6253e-13,4.34505e-14,1.66281e-19,8.37389e-21,1.03299e-13,3.29999e-07,9.11844e-37,1.46681e-06,0.00444093
7,42728.8,47.5621,215.58,1.04691e-05,0.0508256,-0.153325,0.00064238,,,1.69511e-17,1.17672e-23,4.17294e-09,1.50615e-23,8.9959e-15,2.3682e-13,2.38776e-12,5.297e-07,7.91119e-13,3.54362e-14,1.49897e-19,5.39784e-21,9.70357e-14,3.29998e-07,5.64035e-36,1.4831e-06,0.00468734
8,37140.6,53.1312,207.156,3.29805e-06,0.035424,-0.105254,0.000624367,,,2.03076e-17,1.37361e-23,4.36474e-09,1.21203e-23,9.88644e-15,1.76611e-13,1.54796e-12,5.29692e-07,9.28356e-13,2.83213e-14,1.63807e-19,3.94966e-21,9.33468e-14,3.29998e-07,4.19229e-35,1.52533e-06,0.0049017
9,32283.1,58.5152,199.036,9.8697e-07,0.0258996,-0.0559154,0.000603324,,,2.42389e-17,1.60724e-23,4.56795e-09,9.87331e-24,1.1167e-14,1.32732e-13,1.06502e-12,5.29687e-07,1.0731e-12,2.23136e-14,2.13054e-19,3.46828e-21,9.3298e-14,3.29998e-07,6.20982e-34,1.57316e-06,0.00508291
