layer,p_pa,z_km,t_k,h2o,sw_heating_k_day,lw_heating_k_day,uv_heating_k_day,day_night_k,relaxation_days,O,O1D,O3,H,OH,HO2,H2O2,H2,NO,NO2,NO3,N2O5,HNO3,N2O,J(O2),J(O3*),J(NO2)
0,115608,3.71814,295.357,0.0168004,0.129383,-0.16651,0.000551603,,,2.71117e-18,1.10082e-23,1.6711e-09,4.17566e-22,2.88183e-14,2.65352e-12,3.16847e-10,5.3e-07,7.24217e-13,6.24288e-13,4.43752e-17,3.16888e-20,1.49384e-11,3.3e-07,3.59464e-37,6.57206e-06,0.00174719
1,100473,11.1111,289.98,0.0120088,0.119253,-0.258225,0.000627401,,,4.18708e-18,2.38849e-23,1.85785e-09,7.05094e-22,5.06612e-14,3.48715e-12,3.02683e-10,5.26625e-07,1.04962e-12,6.58706e-13,6.68995e-17,8.90001e-20,1.8116e-11,3.29993e-07,4.85303e-36,1.1162e-05,0.00243682
2,87320.6,18.4151,284.39,0.00834442,0.127755,-0.28493,0.000684297,,,6.80226e-18,4.46422e-23,2.24177e-09,1.0075e-21,7.61256e-14,4.00987e-12,2.54907e-10,5.23487e-07,1.58937e-12,8.03437e-13,9.94043e-17,3.0118e-19,2.16865e-11,3.29984e-07,5.66577e-35,1.51477e-05,0.00302595
3,75889.6,25.6241,278.522,0.00559678,0.136187,-0.237019,0.000736369,,,1.12601e-17,7.86293e-23,2.82568e-09,1.32184e-21,1.06426e-13,4.1877e-12,1.92059e-10,5.20703e-07,2.44792e-12,1.03284e-12,1.43689e-16,1.12044e-18,2.56922e-11,3.29975e-07,6.12714e-34,1.86628e-05,0.00352642
4,65955,32.7321,272.507,0.00358457,0.14456,-0.230723,0.000791894,,,1.83875e-17,1.31426e-22,3.57753e-09,1.6277e-21,1.41071e-13,3.97129e-12,1.29329e-10,5.18352e-07,3.86207e-12,1.35487e-12,1.99986e-16,4.32628e-18,3.0019e-11,3.29966e-07,6.15731e-33,2.18346e-05,0.00394869
5,57320.9,39.734,266.338,0.00215705,0.150179,-0.282027,0.000849567,,,2.89156e-17,2.07891e-22,4.42783e-09,1.89221e-21,1.78577e-13,3.36478e-12,7.69132e-11,5.16469e-07,6.30208e-12,1.78482e-12,2.6543e-16,1.68928e-17,3.43289e-11,3.29955e-07,5.62195e-32,2.48427e-05,0.00430211
6,49817.1,46.6194,259.66,0.00119799,0.153047,-0.357838,0.000911856,,,4.2922e-17,3.07473e-22,5.27399e-09,2.0393e-21,2.15081e-13,2.47556e-12,4.00074e-11,5.15062e-07,1.05865e-11,2.30755e-12,3.31365e-16,6.53411e-17,3.79539e-11,3.29943e-07,4.54708e-31,2.76269e-05,0.00459394
7,43295.7,53.3701,252.274,0.000604287,0.147639,-0.390041,0.000971142,,,5.96158e-17,4.24617e-22,6.01124e-09,1.97984e-21,2.4214e-13,1.56094e-12,1.85119e-11,5.14095e-07,1.78326e-11,2.84968e-12,3.78285e-16,2.02694e-16,3.99445e-11,3.2993e-07,3.20931e-30,3.01864e-05,0.00483126
8,37627.9,59.9652,244.231,0.000273701,0.133953,-0.371984,0.00102278,,,7.77936e-17,5.5334e-22,6.58106e-09,1.67961e-21,2.48038e-13,8.53213e-13,8.00465e-12,5.13494e-07,2.90518e-11,3.27987e-12,3.80875e-16,3.64283e-16,3.94646e-11,3.29916e-07,2.0098e-29,3.26194e-05,0.00503051
9,32702.1,66.3861,235.718,0.000111314,0.113206,-0.350829,0.00105827,,,9.65866e-17,6.86686e-22,6.99028e-09,1.21601e-21,2.25354e-13,4.1227e-13,3.43277e-12,5.13153e-07,4.44591e-11,3.46649e-12,3.29426e-16,3.73629e-16,3.64212e-11,3.29901e-07,1.23357e-28,3.47932e-05,0.00520264
