layer,p_pa,z_km,t_k,h2o,sw_heating_k_day,lw_heating_k_day,uv_heating_k_day,day_night_k,relaxation_days,O,O1D,O3,H,OH,HO2,H2O2,H2,NO,NO2,NO3,N2O5,HNO3,N2O,J(O2),J(O3*),J(NO2)
0,95763.5,3.51554,285.118,0.0106567,0.157066,-0.332637,0.000730147,,,5.44568e-18,1.2019e-23,3.30781e-09,2.73021e-22,2.60109e-14,2.30078e-12,1.77413e-10,5.3e-07,4.8651e-13,4.51186e-13,2.33791e-17,3.94466e-20,6.08191e-12,3.3e-07,1.19394e-54,3.08196e-06,0.00186326
1,83384.9,10.4966,279.195,0.00714568,0.142733,-0.275724,0.000801539,,,7.62734e-18,2.2636e-23,3.49904e-09,3.88663e-22,3.94775e-14,2.72896e-12,1.65177e-10,5.28857e-07,7.56333e-13,4.78299e-13,2.69788e-17,9.72765e-20,7.26056e-12,3.2998e-07,3.32823e-53,4.83054e-06,0.00247776
2,72606.4,17.3753,273.089,0.00457457,0.149654,-0.232737,0.00084548,,,1.08017e-17,3.6326e-23,3.82805e-09,4.78232e-22,5.24005e-14,2.81984e-12,1.33189e-10,5.27881e-07,1.28606e-12,5.96547e-13,3.34198e-17,3.22799e-19,8.49354e-12,3.29957e-07,6.59173e-52,6.27613e-06,0.003001
3,63221.1,24.1468,266.828,0.0027504,0.154537,-0.256116,0.00086469,,,1.53106e-17,5.45194e-23,4.26817e-09,5.48971e-22,6.56783e-14,2.59702e-12,9.43777e-11,5.27088e-07,2.23807e-12,7.79412e-13,4.13502e-17,1.19421e-18,9.71585e-12,3.29933e-07,1.13443e-50,7.5225e-06,0.00344371
4,55049,30.8021,260.096,0.00152616,0.157398,-0.323688,0.000873205,,,2.13037e-17,7.72857e-23,4.7709e-09,5.90282e-22,7.90663e-14,2.09667e-12,5.91667e-11,5.26477e-07,3.85944e-12,9.96686e-13,4.9686e-17,4.61753e-18,1.07792e-11,3.29906e-07,1.0839e-48,8.54928e-06,0.00381459
5,47933.3,37.3246,252.679,0.000770556,0.152851,-0.373207,0.000874511,,,2.86677e-17,1.03808e-22,5.28147e-09,5.83597e-22,9.07817e-14,1.46436e-12,3.33717e-11,5.26035e-07,6.45174e-12,1.20118e-12,5.68051e-17,1.55345e-17,1.14819e-11,3.29877e-07,3.65878e-46,9.36342e-06,0.00412166
6,41737.3,43.6952,244.64,0.000350616,0.140907,-0.359121,0.000875442,,,3.71699e-17,1.33823e-22,5.76168e-09,5.19124e-22,9.75368e-14,8.95416e-13,1.75272e-11,5.25735e-07,1.02604e-11,1.34334e-12,6.05351e-17,3.22889e-17,1.16591e-11,3.29846e-07,9.48538e-44,1.00555e-05,0.00438035
7,36342.3,49.8972,236.172,0.000143981,0.120928,-0.331168,0.000870339,,,4.66464e-17,1.65768e-22,6.2013e-09,4.10381e-22,9.66337e-14,4.93574e-13,8.92693e-12,5.25542e-07,1.53433e-11,1.39349e-12,5.94765e-17,3.93557e-17,1.12904e-11,3.29812e-07,2.06259e-41,1.05759e-05,0.00460392
8,31644.6,55.9193,227.533,5.40103e-05,0.0929293,-0.305304,0.000863948,,,5.71548e-17,1.99306e-22,6.61082e-09,2.91701e-22,8.87634e-14,2.54553e-13,4.5545e-12,5.25419e-07,2.15319e-11,1.35418e-12,5.45647e-17,3.48821e-17,1.05325e-11,3.29776e-07,4.25197e-39,1.0944e-05,0.00479047
9,27554.1,61.756,218.947,1.88045e-05,0.0681412,-0.253262,0.00085553,,,6.89581e-17,2.3539e-22,7.00735e-09,1.91114e-22,7.69614e-14,1.26909e-13,2.37671e-12,5.25336e-07,2.85406e-11,1.24463e-12,4.81474e-17,2.64113e-17,9.63743e-12,3.29738e-07,7.53895e-37,1.12175e-05,0.00494898
10,23992.4,67.4066,210.557,6.15438e-06,0.0465745,-0.162719,0.000852326,,,8.27812e-17,2.8e-22,7.40575e-09,1.19402e-22,6.48324e-14,6.31745e-14,1.29299e-12,5.25275e-07,3.60868e-11,1.08938e-12,4.275e-17,1.87867e-17,8.85221e-12,3.29697e-07,1.03424e-34,1.1634e-05,0.00509874
11,20891.1,72.8736,202.431,1.90713e-06,0.0330426,-0.0639801,0.000849728,,,9.8871e-17,3.30219e-22,7.81613e-09,7.39405e-23,5.49956e-14,3.25078e-14,7.65095e-13,5.25224e-07,4.39471e-11,9.17586e-13,4.03426e-17,1.36182e-17,8.36996e-12,3.29654e-07,1.06006e-32,1.19932e-05,0.00523007
