layer,p_pa,z_km,t_k,h2o,sw_heating_k_day,lw_heating_k_day,uv_heating_k_day,day_night_k,relaxation_days,O,O1D,O3,H,OH,HO2,H2O2,H2,NO,NO2,NO3,N2O5,HNO3,N2O,J(O2),J(O3*),J(NO2)
0,96801.8,0.60315,295.578,0.020316,0.765575,-1.87609,0.00108114,,,3.09059e-18,1.63408e-23,1.17348e-09,6.50583e-22,4.51251e-14,3.57016e-12,2.10849e-10,5.3e-07,2.47681e-13,9.50762e-14,3.01446e-18,2.66816e-22,1.04553e-12,3.3e-07,3.6056e-27,1.19163e-05,0.00318328
1,84279.8,1.79845,290.669,0.0149592,0.662288,-1.70707,0.00103717,,,5.24342e-18,2.79283e-23,1.57951e-09,8.84591e-22,6.30252e-14,4.28818e-12,2.53936e-10,5.27017e-07,3.25831e-13,1.27037e-13,7.33005e-18,1.43913e-21,2.38485e-12,3.29929e-07,1.15473e-25,1.31336e-05,0.00340466
2,73377.7,2.97172,285.61,0.0107777,0.683677,-1.77169,0.00100596,,,9.59638e-18,4.99625e-23,2.31198e-09,1.17944e-21,8.69298e-14,4.93909e-12,2.53046e-10,5.24301e-07,4.66991e-13,1.89572e-13,1.51213e-17,7.67488e-21,4.02978e-12,3.2985e-07,2.84558e-24,1.40211e-05,0.00359715
3,63885.8,4.12279,280.352,0.00755883,0.709368,-1.88344,0.000995716,,,1.77302e-17,8.84863e-23,3.44431e-09,1.50479e-21,1.15823e-13,5.39802e-12,2.26818e-10,5.21914e-07,6.92102e-13,2.90776e-13,2.82422e-17,4.01754e-20,6.14393e-12,3.29763e-07,5.29933e-23,1.46457e-05,0.00376659
4,55621.8,5.25127,274.9,0.00512568,0.73942,-2.14326,0.00101335,,,3.20048e-17,1.51044e-22,5.05207e-09,1.81436e-21,1.4734e-13,5.56374e-12,1.8743e-10,5.199e-07,1.0572e-12,4.5032e-13,4.87926e-17,2.07937e-19,8.89308e-12,3.29667e-07,7.46423e-22,1.50547e-05,0.00391629
5,48426.7,6.35704,269.429,0.00332681,0.752846,-2.44371,0.00106004,,,5.58508e-17,2.47402e-22,7.19642e-09,2.06882e-21,1.78202e-13,5.39661e-12,1.43772e-10,5.18268e-07,1.6736e-12,7.04945e-13,7.8518e-17,1.05148e-18,1.24355e-11,3.29561e-07,8.05409e-21,1.53493e-05,0.00404955
6,42162.4,7.4399,263.745,0.00203695,0.749643,-2.63398,0.00114225,,,9.35346e-17,3.8716e-22,9.91233e-09,2.2151e-21,2.05015e-13,4.86587e-12,1.01884e-10,5.17002e-07,2.75242e-12,1.11175e-12,1.18521e-16,5.42376e-18,1.68908e-11,3.29444e-07,6.78583e-20,1.55296e-05,0.00416783
7,36708.4,8.49835,257.454,0.00115669,0.706101,-2.70351,0.00126239,,,1.49108e-16,5.76236e-22,1.31857e-08,2.20125e-21,2.2538e-13,3.99279e-12,6.60446e-11,5.16061e-07,4.66802e-12,1.73916e-12,1.69075e-16,2.88414e-17,2.22637e-11,3.29316e-07,4.55878e-19,1.55676e-05,0.00427137
8,31960,9.5299,250.474,0.000598601,0.62222,-2.74615,0.00141793,,,2.26007e-16,8.18584e-22,1.69571e-08,2.01872e-21,2.37057e-13,2.92747e-12,3.90727e-11,5.15388e-07,8.00903e-12,2.64257e-12,2.27711e-16,1.23882e-16,2.84015e-11,3.29176e-07,2.49278e-18,1.55071e-05,0.00436113
9,27825.7,10.5319,242.816,0.000278513,0.513,-2.70436,0.0016031,,,3.26425e-16,1.11666e-21,2.11458e-08,1.68414e-21,2.36223e-13,1.8963e-12,2.14543e-11,5.14916e-07,1.35531e-11,3.80381e-12,2.86948e-16,3.26725e-16,3.5046e-11,3.29025e-07,1.131e-17,1.53964e-05,0.00444957
