layer,p_pa,z_km,t_k,h2o,sw_heating_k_day,lw_heating_k_day,uv_heating_k_day,day_night_k,relaxation_days,O,O1D,O3,H,OH,HO2,H2O2,H2,NO,NO2,NO3,N2O5,HNO3,N2O,J(O2),J(O3*),J(NO2)
0,114570,3.57225,284.86,0.00877575,0.134885,-0.279256,0.000560155,,,2.77909e-18,1.60369e-24,2.12754e-09,4.60796e-23,4.37183e-15,8.48986e-13,5.09686e-11,5.3e-07,1.50244e-13,1.01581e-13,2.29269e-18,1.07882e-21,1.82606e-13,3.3e-07,1.70477e-41,7.52231e-07,0.00173097
1,99581,10.66,278.391,0.00566672,0.123282,-0.219946,0.000620789,,,3.77151e-18,2.83915e-24,2.19571e-09,6.47545e-23,6.64688e-15,1.03951e-12,4.95702e-11,5.29799e-07,1.93298e-13,8.17659e-14,1.33362e-18,1.10071e-21,2.06378e-13,3.3e-07,2.6531e-40,1.13907e-06,0.00240046
2,86552.8,17.6314,271.731,0.00345528,0.129348,-0.190275,0.000649907,,,5.06052e-18,4.12749e-24,2.29378e-09,7.5243e-23,8.47163e-15,1.11947e-12,4.31922e-11,5.29635e-07,2.48385e-13,7.24588e-14,8.87768e-19,1.51482e-21,2.19709e-13,3.3e-07,3.24877e-39,1.40805e-06,0.00297111
3,75229.1,24.4798,264.824,0.0019483,0.132642,-0.215366,0.000652104,,,6.71849e-18,5.54619e-24,2.41929e-09,7.85499e-23,9.87044e-15,1.10507e-12,3.44019e-11,5.29509e-07,3.21283e-13,6.75637e-14,6.38431e-19,2.55807e-21,2.24059e-13,3.29999e-07,3.3206e-38,1.60275e-06,0.00345385
4,65386.9,31.1926,257.319,0.00100032,0.133178,-0.273788,0.00064037,,,8.76609e-18,6.98494e-24,2.56786e-09,7.51745e-23,1.08921e-14,1.00826e-12,2.54417e-11,5.29417e-07,4.14422e-13,6.35925e-14,4.72438e-19,4.91546e-21,2.21106e-13,3.29999e-07,2.87513e-37,1.71145e-06,0.00385749
5,56832.3,37.7513,249.162,0.000463403,0.126412,-0.300138,0.000622759,,,1.12082e-17,8.45549e-24,2.7347e-09,6.75002e-23,1.17287e-14,8.60956e-13,1.77248e-11,5.29352e-07,5.27606e-13,5.89197e-14,3.57839e-19,8.47944e-21,2.12757e-13,3.29999e-07,2.09425e-36,1.76343e-06,0.00419074
6,49397,44.138,240.532,0.000193523,0.112355,-0.276924,0.000603234,,,1.40611e-17,9.98684e-24,2.91592e-09,5.79096e-23,1.25326e-14,6.96239e-13,1.17861e-11,5.29307e-07,6.59252e-13,5.29271e-14,2.84806e-19,9.86862e-21,2.00953e-13,3.29998e-07,1.27759e-35,1.78144e-06,0.00447893
7,42934.4,50.3399,231.685,7.36102e-05,0.0933466,-0.252846,0.000581414,,,1.73712e-17,1.14583e-23,3.10914e-09,4.80285e-23,1.33689e-14,5.38449e-13,7.56839e-12,5.29277e-07,8.06668e-13,4.60504e-14,2.47715e-19,8.48793e-21,1.87562e-13,3.29998e-07,6.68866e-35,1.75596e-06,0.00471972
8,37317.3,56.3506,222.864,2.59041e-05,0.0693975,-0.229254,0.000561988,,,2.12243e-17,1.28636e-23,3.3134e-09,3.88225e-23,1.42542e-14,4.01721e-13,4.74718e-12,5.29257e-07,9.67273e-13,3.88832e-14,2.40109e-19,6.58636e-21,1.74274e-13,3.29998e-07,3.43427e-34,1.69946e-06,0.00491862
9,32435.1,62.1685,214.227,8.5482e-06,0.0498812,-0.181976,0.000542299,,,2.57779e-17,1.47986e-23,3.52877e-09,3.07578e-23,1.5195e-14,2.91527e-13,2.94839e-12,5.29244e-07,1.13898e-12,3.1896e-14,2.57488e-19,5.13999e-21,1.62594e-13,3.29997e-07,2.6336e-33,1.68972e-06,0.00509494
10,28191.6,67.7958,205.858,2.66679e-06,0.0348008,-0.116774,0.000523897,,,3.12084e-17,1.72059e-23,3.75595e-09,2.40657e-23,1.62675e-14,2.08111e-13,1.85446e-12,5.29235e-07,1.32001e-12,2.55602e-14,3.01282e-19,4.23297e-21,1.53907e-13,3.29997e-07,3.78992e-32,1.70109e-06,0.0052496
11,24503.3,73.2361,197.788,7.89255e-07,0.0256443,-0.0564023,0.000504434,,,3.76385e-17,2.02091e-23,3.99593e-09,1.90176e-23,1.78636e-14,1.49886e-13,1.23719e-12,5.29229e-07,1.50899e-12,2.01763e-14,3.87335e-19,3.80975e-21,1.49548e-13,3.29996e-07,6.59026e-31,1.73255e-06,0.0053824
12,21297.5,78.5078,191.041,3.49318e-07,0.0224117,-0.0239511,0.000483532,0.36872,294.743,4.63422e-17,2.40058e-23,4.25047e-09,1.65299e-23,2.05372e-14,1.16985e-13,9.55674e-13,5.29225e-07,1.70482e-12,1.63783e-14,5.25237e-19,3.89042e-21,1.50959e-13,3.29996e-07,1.0656e-29,1.77213e-06,0.0054982
13,18511.2,83.6697,187.497,3.49318e-07,0.0217591,-0.0207176,0.000715478,0.35948,284.223,1.7341e-16,8.25096e-23,1.28318e-08,8.92153e-24,1.21378e-14,2.47283e-14,9.21642e-14,5.29127e-07,7.92097e-12,1.34021e-13,7.00053e-19,3.30151e-20,3.3168e-13,3.2998e-07,1.75239e-28,1.80441e-06,0.00560116
