layer,p_pa,z_km,t_k,h2o,sw_heating_k_day,lw_heating_k_day,uv_heating_k_day,day_night_k,relaxation_days,O,O1D,O3,H,OH,HO2,H2O2,H2,NO,NO2,NO3,N2O5,HNO3,N2O,J(O2),J(O3*),J(NO2)
0,114570,3.57225,284.86,0.00877575,0.134536,-0.276906,0.00058412,,,5.79121e-18,6.77063e-24,4.56179e-09,1.51439e-22,1.43678e-14,1.54693e-12,1.28801e-10,5.3e-07,3.23933e-13,4.63151e-13,2.94404e-17,6.32204e-20,5.4808e-12,3.3e-07,7.67861e-68,1.48116e-06,0.00170668
1,99581,10.66,278.391,0.00566672,0.122977,-0.218636,0.000661021,,,7.98908e-18,1.29421e-23,4.76218e-09,2.14779e-22,2.20695e-14,1.85776e-12,1.2118e-10,5.29247e-07,5.50029e-13,4.90717e-13,2.78003e-17,1.38063e-19,6.59364e-12,3.29978e-07,7.97512e-66,2.39407e-06,0.00236522
2,86552.8,17.6314,271.731,0.00345528,0.129115,-0.189664,0.000708708,,,1.10006e-17,2.03871e-23,5.08328e-09,2.58805e-22,2.91952e-14,1.91337e-12,9.86875e-11,5.2861e-07,9.94655e-13,6.12345e-13,3.06213e-17,4.45764e-19,7.78221e-12,3.29955e-07,2.53314e-62,3.1383e-06,0.00292676
3,75229.1,24.4798,264.824,0.0019483,0.132343,-0.21484,0.000732331,,,1.5049e-17,2.9691e-23,5.50287e-09,2.89644e-22,3.6493e-14,1.73782e-12,7.05963e-11,5.28098e-07,1.80741e-12,7.99057e-13,3.52047e-17,1.72126e-18,8.99531e-12,3.29929e-07,1.02353e-58,3.77221e-06,0.00340207
4,65386.9,31.1926,257.319,0.00100032,0.132672,-0.272508,0.000744009,,,2.018e-17,4.06851e-23,5.98178e-09,3.03299e-22,4.40874e-14,1.37099e-12,4.48865e-11,5.27705e-07,3.2001e-12,1.01702e-12,4.04455e-17,7.20716e-18,1.01191e-11,3.299e-07,2.51119e-55,4.27936e-06,0.00379976
5,56832.3,37.7513,249.162,0.000463403,0.124938,-0.297077,0.00075007,,,2.63193e-17,5.32864e-23,6.47889e-09,2.92701e-22,5.10447e-14,9.33775e-13,2.59636e-11,5.27419e-07,5.41943e-12,1.21998e-12,4.55462e-17,2.37051e-17,1.10038e-11,3.2987e-07,5.40695e-52,4.69078e-06,0.00412837
6,49397,44.138,240.532,0.000193523,0.109151,-0.268743,0.000752707,,,3.3383e-17,6.73795e-23,6.96826e-09,2.54605e-22,5.5317e-14,5.58664e-13,1.41762e-11,5.27222e-07,8.66232e-12,1.35838e-12,4.9385e-17,4.34584e-17,1.15361e-11,3.29837e-07,1.11061e-48,5.02946e-06,0.00441288
7,42934.4,50.3399,231.685,7.36102e-05,0.0876318,-0.228278,0.000750555,,,4.13901e-17,8.24608e-23,7.44458e-09,1.98492e-22,5.54769e-14,3.05097e-13,7.60377e-12,5.27089e-07,1.29552e-11,1.40734e-12,5.13047e-17,5.04097e-17,1.17336e-11,3.29802e-07,1.57096e-45,5.27768e-06,0.00465086
8,37317.3,56.3506,222.864,2.59041e-05,0.0603925,-0.170739,0.000748075,,,5.05055e-17,9.84946e-23,7.91577e-09,1.41334e-22,5.21081e-14,1.59024e-13,4.16062e-12,5.26997e-07,1.81378e-11,1.36556e-12,5.20516e-17,4.7179e-17,1.17682e-11,3.29764e-07,1.44931e-42,5.4468e-06,0.00484766
9,32435.1,62.1685,214.227,8.5482e-06,0.0417716,-0.0879287,0.000745173,,,6.11058e-17,1.17911e-22,8.3931e-09,9.59108e-23,4.75764e-14,8.32317e-14,2.45182e-12,5.26928e-07,2.39375e-11,1.24833e-12,5.41905e-17,4.17975e-17,1.19074e-11,3.29724e-07,8.75426e-40,5.66042e-06,0.00502213
