layer,p_pa,z_km,t_k,h2o,sw_heating_k_day,lw_heating_k_day,uv_heating_k_day,day_night_k,relaxation_days,O,O1D,O3,H,OH,HO2,H2O2,H2,NO,NO2,NO3,N2O5,HNO3,N2O,J(O2),J(O3*),J(NO2)
0,114570,3.57225,284.86,0.00877575,0.13494,-0.281083,0.000473888,,,2.79751e-30,1e-30,2.19406e-21,1e-30,7.32551e-28,2.98003e-21,2.03568e-27,5.3e-07,7.67028e-17,5.7819e-26,1e-30,1e-30,1e-30,3.3e-07,0,1.52435e-11,0.000985932
1,99581,10.66,278.391,0.00566672,0.123278,-0.22084,0.00050448,,,3.6669e-30,1e-30,2.23105e-21,1e-30,8.66599e-28,2.98003e-21,2.11773e-27,5.3e-07,7.67028e-17,3.95138e-26,1e-30,1e-30,1e-30,3.3e-07,0,2.26794e-11,0.00131519
2,86552.8,17.6314,271.731,0.00345528,0.129262,-0.190546,0.000512043,,,4.71439e-30,1e-30,2.26413e-21,1e-30,1.03892e-27,2.98003e-21,2.13531e-27,5.3e-07,7.67028e-17,2.9695e-26,1e-30,1e-30,1e-30,3.3e-07,0,2.84758e-11,0.00159319
3,75229.1,24.4798,264.824,0.0019483,0.132493,-0.215428,0.000499641,,,5.95571e-30,1e-30,2.29377e-21,1e-30,1.26604e-27,2.98003e-21,2.11811e-27,5.3e-07,7.67028e-17,2.36827e-26,1e-30,1e-30,1e-30,3.3e-07,0,3.28211e-11,0.00182583
4,65386.9,31.1926,257.319,0.00100032,0.132979,-0.274037,0.000477728,,,7.36112e-30,1e-30,2.32029e-21,1e-30,1.58848e-27,2.98003e-21,2.08559e-27,5.3e-07,7.67028e-17,1.97197e-26,1e-30,1e-30,1e-30,3.3e-07,0,3.57977e-11,0.00201787
5,56832.3,37.7513,249.162,0.000463403,0.126217,-0.30095,0.000452414,,,8.89707e-30,1e-30,2.34394e-21,1e-30,2.06442e-27,2.98002e-21,2.04993e-27,5.3e-07,7.67028e-17,1.69765e-26,1e-30,1e-30,1e-30,3.3e-07,0,3.75143e-11,0.00217419
6,49397,44.138,240.532,0.000193523,0.112216,-0.278863,0.00042672,,,1.05469e-29,1e-30,2.3649e-21,1e-30,2.77744e-27,2.98002e-21,2.01844e-27,5.3e-07,7.67028e-17,1.49e-26,1e-30,1e-30,1e-30,3.3e-07,0,3.81368e-11,0.00231506
7,42934.4,50.3399,231.685,7.36102e-05,0.0934497,-0.257335,0.000400669,,,1.23173e-29,1e-30,2.3834e-21,1e-30,3.852e-27,2.98002e-21,1.99533e-27,5.3e-07,7.67028e-17,1.33202e-26,1e-30,1e-30,1e-30,3.3e-07,0,3.78683e-11,0.00243488
8,37317.3,56.3506,222.864,2.59041e-05,0.0699287,-0.239936,0.000378905,,,1.42359e-29,1e-30,2.39964e-21,1e-30,5.4775e-27,2.98002e-21,1.98302e-27,5.3e-07,7.67028e-17,1.20821e-26,1e-30,1e-30,1e-30,3.3e-07,0,3.69156e-11,0.00253543
9,32435.1,62.1685,214.227,8.5482e-06,0.0509128,-0.200959,0.000356547,,,1.63385e-29,1e-30,2.41385e-21,1e-30,7.95248e-27,2.98002e-21,1.98303e-27,5.3e-07,7.67028e-17,1.10664e-26,1e-30,1e-30,1e-30,3.3e-07,0,3.67458e-11,0.00262329
10,28191.6,67.7958,205.858,2.66679e-06,0.036404,-0.143112,0.000334085,,,1.86604e-29,1e-30,2.42624e-21,1e-30,1.17609e-26,2.98001e-21,1.99651e-27,5.3e-07,7.67028e-17,1.02155e-26,1e-30,1e-30,1e-30,3.3e-07,0,3.79149e-11,0.00270027
11,24503.3,73.2361,197.788,7.89255e-07,0.0268889,-0.093676,0.000310503,,,2.12346e-29,1e-30,2.43697e-21,1e-30,1.7703e-26,2.98001e-21,2.02453e-27,5.3e-07,7.67028e-17,9.49272e-27,1e-30,1e-30,1e-30,3.3e-07,0,3.88724e-11,0.00276762
12,21297.5,78.4939,190.023,2.21719e-07,0.0223692,-0.0579487,0.000287088,,,2.4093e-29,1e-30,2.44623e-21,1e-30,2.71257e-26,2.98e-21,2.06822e-27,5.3e-07,7.67028e-17,8.86909e-27,1e-30,1e-30,1e-30,3.3e-07,0,3.96584e-11,0.00282765
